Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,AUC
CatBoost,Test set,6026,2534,2270,743,479,0.7732682331400671,0.8410222369731165,0.7534019249917027,0.8057233704292528,0.7972120809824096,0.8778188641343865
CatBoost,Entire population,31488,13973,12808,2936,1771,0.8263646578745047,0.8875127032520326,0.8135162601626016,0.8558478547147278,0.850514481707317,0.9290153750015492
