Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
MLP,Test set,1600,1415,0,185,0,0.884375,1.0,0.0,0.9386401326699834,0.884375,0.5,0.6040320886257282
MLP,Entire population,12984,7136,1,5847,0,0.5496418393283524,1.0,0.0001709986320109439,0.7093791937969084,0.5496765249537893,0.5000854993160054,0.5090174940035458
