word,score
오랜만에 영화다운,3
오랜만에 다시봤는데,2
오랜만에 몰입해서,2
오랜만에 많은,2
오랜만에 스크린으로,2
오랜만에 감동,2
오랜만에 가슴따뜻한,2
오랜만에 엄청,2
오랜만에 좋았습니다,2
오랜만에 훈훈한,2
오랜만에 느껴졌다,2
오랜만에 울었다,2
오랜만에 펑펑울면서,2
오랜만에 다시보니,2
오랜만에 영화보다,2
오랜만에 펑펑울었어요,2
오랜만에 감동입니다,2
오랜만에 안소니,2
오랜만에 가슴따뜻해지는,2
오랜만에 좋다,2
오랜만에 영화였습니다,2
오랜만에 슬픈,2
오랜만에 가족적인,2
오랜만에 남편과,2
오랜만에 느껴보는,2
오랜만에 맞는,2
오랜만에 재밌는,2
오랜만에 슬프고,2
오랜만에 잘봤습니다,2
오랜만에 생각나서,2
오랜만에 찾은,2
오랜만에 반전,2
오랜만에 가족의,2
오랜만에 운,2
오랜만에 드라마,2
오랜만에 따뜻하고,2
오랜만에 봤댜막판에,1
오랜만에 본거,1
오랜만에 모르지만,1
오랜만에 드라마를,1
오랜만에 배우들의연기에,1
오랜만에 먼발치에서,1
오랜만에 좋는,1
오랜만에 울어보고,1
오랜만에 깊이,1
오랜만에 보다가,1
오랜만에 한국영화보며,1
오랜만에 나쁜남자,1
오랜만에 좋았어요,1
오랜만에 사랑스러운,1
오랜만에 메멘토,1
오랜만에 눈물좀,1
오랜만에 봤음,1
오랜만에 아날로그,1
오랜만에 감각적인,1
오랜만에 언론평이,1
오랜만에 다시보는크리스토퍼,1
오랜만에 배우,1
오랜만에 깊은,1
오랜만에 감동인,1
오랜만에 보기,1
오랜만에 몰입되는,1
오랜만에 같아서,1
오랜만에 울며봤던,1
오랜만에 엔딩,1
잔잔한 감동이,57
잔잔한 감동을,38
잔잔한 감동,33
잔잔한 감동과,27
잔잔한 울림이,10
잔잔한 가족영화,8
잔잔한 드라마,8
잔잔한 연기가,7
잔잔한 감동의,6
잔잔한 여운을,6
잔잔한 않은,6
잔잔한 여운이,6
잔잔한 일본영화,4
잔잔한 울림을,4
잔잔한 스토리,4
잔잔한 끝까지,4
잔잔한 따뜻하고,4
잔잔한 영화를,3
잔잔한 감동도,3
잔잔한 감동은,3
잔잔한 반전과,3
잔잔한 웃음과,3
잔잔한 분위기가,2
잔잔한 담담하고,2
잔잔한 특유의,2
잔잔한 영화에,2
잔잔한 웃음,2
잔잔한 감동으로,2
잔잔한 않고,2
잔잔한 과정,2
잔잔한 있고,2
잔잔한 영화네요,2
잔잔한 여운과,2
잔잔한 일상의,2
잔잔한 내용이지만,2
잔잔한 아닌,2
잔잔한 듯,2
잔잔한 전형적인,2
잔잔한 영화라고,2
잔잔한 무어의,2
잔잔한 서사,2
잔잔한 노년의,2
잔잔한 여운,2
잔잔한 아니지만,2
잔잔한 만드는,2
잔잔한 느낌,2
잔잔한 영화였습니다,2
잔잔한 감동에,2
잔잔한 감동있는,2
잔잔한 슬픔,2
잔잔한 영상미가,2
잔잔한 스토리가,2
잔잔한 영화입니다,2
잔잔한 감동이있는,2
잔잔한 이야기를,2
잔잔한 좋았다,2
잔잔한 이야기,2
잔잔한 감동적인,2
잔잔한 차분하고,2
잔잔한 배우들의,2
잔잔한 가족,2
잔잔한 연기와,2
잔잔한 느낌의,2
잔잔한 재미와,2
잔잔한 영화다,2
잔잔한 볼수있는,1
잔잔한 편의,1
잔잔한 보고서,1
잔잔한 미국판,1
잔잔한 반전도,1
잔잔한 고요하고,1
잔잔한 않았고요,1
잔잔한 오랜만에,1
잔잔한 무난한,1
잔잔한 드라마네요,1
잔잔한 뜬금없는,1
잔잔한 꽃할배들의,1
잔잔한 목소리로,1
잔잔한 좋았어요,1
잔잔한 짠하고,1
잔잔한 아날로그,1
잔잔한 흐름의,1
잔잔한 슬픈영화에요아무예고,1
잔잔한 그냥저냥,1
잔잔한 감동마지막,1
잔잔한 결말이,1
잔잔한 다른듯,1
