word,score
연기가 좋았어요,120
연기가 좋았습니다,89
연기가 좋아요,43
연기가 좋은,18
연기가 진짜,17
연기가 연기가,16
연기가 영화를,14
연기가 다시,11
연기가 역시,9
연기가 내가,9
연기가 연기,9
연기가 연기는,8
연기가 눈이,7
연기가 마지막,6
연기가 보면,6
연기가 영화가,6
연기가 감동적인,6
연기가 마음이,6
연기가 슬픈,6
연기가 영화입니다,6
연기가 보는내내,5
연기가 생각이,5
연기가 가슴이,5
연기가 안소니,5
연기가 생각하게,4
연기가 잔잔한,4
연기가 생각을,4
연기가 감동을,4
연기가 오랜만에,4
연기가 반전,4
연기가 서현진,4
연기가 감동,3
연기가 나는,3
연기가 감동이,3
연기가 현실적인,3
연기가 슬프고,3
연기가 드라마,3
연기가 슬퍼요,3
연기가 카시오페아,3
연기가 사랑을,2
연기가 영화는,2
연기가 소중함을,2
연기가 봐도,2
연기가 아름다운,2
연기가 눈물,2
연기가 기억을,2
연기가 마지막에,2
연기가 그럼에도,2
연기가 가족의,2
연기가 사랑,2
연기가 잘봤습니다,2
연기가 배우들,1
연기가 영화네요,1
연기가 사랑은,1
연기가 슬프다,1
연기가 사랑하는,1
연기가 반전이,1
연기가 홉킨스의,1
연기가 딸에,1
연기가 보았습니다,1
연기가 재미있게,1
연기가 부모님,1
연기가 놀란,1
연기가 엄마랑,1
연기가 무어의,1
연기가 추천합니다,1
연기가 하게,1
연기가 펑펑,1
연기가 배우들의,1
연기가 영화관에서,1
재미있게 보았습니다,52
재미있게 잘봤습니다,33
재미있게 좋은,6
재미있게 좋았어요,3
재미있게 영화를,2
재미있게 마지막에,2
재미있게 감사합니다,2
재미있게 재미있게,2
재미있게 영화네요,2
재미있게 놀란,2
재미있게 반전이,2
재미있게 가족의,2
재미있게 배우들,2
재미있게 영화가,1
재미있게 딸에,1
재미있게 영화는,1
재미있게 슬프다,1
재미있게 생각하게,1
재미있게 연기,1
재미있게 영화입니다,1
재미있게 부모님,1
재미있게 감동적이고,1
재미있게 감동,1
재미있게 잔잔한,1
재미있게 진짜,1
재미있게 눈물,1
재미있게 역시,1
영화입니다 추천합니다,10
영화입니다 영화입니다,5
영화입니다 영화관에서,5
영화입니다 배우들의,4
영화입니다 연기,4
영화입니다 다시,3
영화입니다 영화를,3
영화입니다 가슴이,3
영화입니다 마지막,3
영화입니다 눈물,2
영화입니다 가족의,2
영화입니다 오랜만에,2
영화입니다 영화네요,2
영화입니다 사랑이,2
영화입니다 안소니,2
영화입니다 영화가,2
영화입니다 생각을,2
영화입니다 보면,2
영화입니다 역시,2
영화입니다 연기가,2
영화입니다 마음이,2
영화입니다 감동,2
영화입니다 봐도,2
영화입니다 감사합니다,2
영화입니다 배우들,1
영화입니다 로맨스,1
영화입니다 슬프고,1
영화입니다 하게,1
영화입니다 잔잔하고,1
영화입니다 재밌어요,1
영화입니다 재미있어요,1
영화입니다 인생영화,1
영화입니다 연기는,1
영화입니다 줄리안,1
영화입니다 좋은,1
영화입니다 슬퍼요,1
영화입니다 사랑,1
영화입니다 드라마,1
영화입니다 잔잔한,1
영화입니다 재미있게,1
영화입니다 좋았습니다,1
영화입니다 반전이,1
영화입니다 보았습니다,1
영화입니다 펑펑,1
아름다운 사랑,55
아름다운 아름다운,51
아름다운 사랑을,18
아름다운 사랑이,14
아름다운 영화는,14
아름다운 영화가,12
아름다운 영화입니다,11
아름다운 나는,10
아름다운 다시,9
아름다운 내가,9
아름다운 로맨스,8
아름다운 드라마,8
아름다운 보면,8
아름다운 사랑은,8
아름다운 마음이,8
아름다운 기억을,8
아름다운 마지막,8
아름다운 연기,8
아름다운 눈이,6
아름다운 나도,6
아름다운 영화를,6
아름다운 레이첼,6
아름다운 기억은,6
아름다운 눈물,6
아름다운 연기는,5
아름다운 사랑하는,5
아름다운 감동을,4
아름다운 좋은,4
아름다운 그럼에도,4
아름다운 슬픈,4
아름다운 진짜,4
아름다운 가족의,3
아름다운 생각이,3
아름다운 감동이,3
아름다운 좋았어요,3
아름다운 영화네요,3
아름다운 좋아요,3
아름다운 아름답다,3
아름다운 반전이,3
아름다운 생각하게,2
아름다운 배우들의,2
아름다운 명작,2
아름다운 감동적인,2
아름다운 불과하다지만,2
아름다운 반전,2
아름다운 연기가,2
아름다운 감동,2
아름다운 줄리안,2
아름다운 역시,2
아름다운 마지막에,1
아름다운 배우들,1
아름다운 봐도,1
아름다운 잔잔하게,1
아름다운 인생영화,1
아름다운 엄마랑,1
아름다운 보는내내,1
아름다운 가슴이,1
아름다운 맥아담스,1
아름다운 생각보다,1
아름다운 영화관에서,1
아름다운 재밌게,1
아름다운 다시봐도,1
아름다운 잘봤습니다,1
아름다운 감사합니다,1
아름다운 부모님과,1
아름다운 슬프고,1
아름다운 무어의,1
아름다운 슬프다,1
아름다운 보았습니다,1
아름다운 좋았습니다,1
아름다운 재미있어요,1
아름다운 현실적인,1
감동적인 영화입니다,29
감동적인 영화를,9
감동적인 영화네요,8
감동적인 연기,7
감동적인 사랑,6
감동적인 연기가,5
감동적인 다시,5
감동적인 드라마,5
감동적인 영화가,5
감동적인 진짜,4
감동적인 영화는,4
감동적인 사랑이,4
감동적인 반전,4
감동적인 배우들의,4
감동적인 오랜만에,4
감동적인 좋았어요,4
감동적인 아름다운,3
감동적인 추천합니다,3
감동적인 반전이,3
감동적인 펑펑,3
감동적인 생각이,2
감동적인 보면,2
감동적인 재미있게,2
감동적인 사랑을,2
감동적인 감동적인,2
감동적인 감동이,2
감동적인 로맨스,2
감동적인 잔잔한,2
감동적인 마음이,2
감동적인 좋은,2
감동적인 역시,1
감동적인 레이첼,1
감동적인 나는,1
감동적인 명작,1
감동적인 영화관에서,1
감동적인 좋았습니다,1
감동적인 마지막에,1
감동적인 생각하게,1
감동적인 잔잔하게,1
감동적인 생각을,1
감동적인 봐도,1
감동적인 가슴이,1
감동적인 재밌어요,1
감동적인 부모님,1
감동적인 재밌게,1
감동적인 잘봤습니다,1
감동적인 가족의,1
감동적인 서현진,1
감동적인 눈물,1
좋았어요 좋았어요,64
좋았어요 추천합니다,7
좋았어요 재밌게,5
좋았어요 진짜,3
좋았어요 영화는,3
좋았어요 감사합니다,3
좋았어요 다시,3
좋았어요 감동적인,2
좋았어요 연기,2
좋았어요 배우들의,2
좋았어요 배우들,2
좋았어요 마음이,2
좋았어요 가슴이,2
좋았어요 연기가,2
좋았어요 눈물,2
좋았어요 생각하게,2
좋았어요 영화를,2
좋았어요 감동적이고,2
좋았어요 연기는,2
좋았어요 좋은,2
좋았어요 영화가,2
좋았어요 영화입니다,2
좋았어요 역시,2
좋았어요 마지막에,2
좋았어요 좋았습니다,2
좋았어요 반전,2
좋았어요 잔잔하게,2
좋았어요 홉킨스,1
좋았어요 잘봤습니다,1
좋았어요 사랑하는,1
좋았어요 감동,1
좋았어요 사랑을,1
좋았어요 보았습니다,1
좋았어요 명작,1
좋았어요 놀란,1
좋았어요 감동이,1
좋았어요 기억을,1
좋았어요 부모님,1
좋았어요 좋아요,1
좋았어요 잔잔한,1
좋았어요 생각이,1
좋았어요 사랑,1
좋았어요 나는,1
좋았어요 서현진,1
좋았어요 펑펑,1
좋았어요 슬프고,1
배우들의 연기가,212
배우들의 연기,59
배우들의 연기는,51
배우들의 좋은,16
배우들의 좋았습니다,11
배우들의 영화가,9
배우들의 좋았어요,8
배우들의 영화를,5
배우들의 감동,5
배우들의 생각이,4
배우들의 생각을,4
배우들의 오랜만에,4
배우들의 감동적인,4
배우들의 눈물,4
배우들의 현실적인,4
배우들의 배우들의,3
배우들의 진짜,3
배우들의 나도,3
배우들의 아름다운,3
배우들의 드라마,3
배우들의 가족의,3
배우들의 반전이,3
배우들의 잔잔한,3
배우들의 역시,2
배우들의 다시,2
배우들의 영화는,2
배우들의 영화입니다,2
배우들의 사랑을,2
배우들의 눈이,2
배우들의 가슴이,2
배우들의 슬픈,2
배우들의 감동을,2
배우들의 보는내내,2
배우들의 펑펑,2
배우들의 나는,2
배우들의 좋아요,2
배우들의 사랑,1
배우들의 사랑하는,1
배우들의 내가,1
배우들의 사랑이,1
배우들의 다시봐도,1
배우들의 아름답다,1
배우들의 오늘을,1
배우들의 안소니,1
배우들의 재미있게,1
배우들의 봐도,1
배우들의 줄리안,1
배우들의 영화네요,1
배우들의 부모님,1
배우들의 감동이,1
배우들의 마지막,1
배우들의 서현진,1
영화네요 다시,3
영화네요 보면,3
영화네요 영화를,3
영화네요 배우들의,3
영화네요 좋았습니다,3
영화네요 추천합니다,3
영화네요 눈물,3
영화네요 엄마랑,2
영화네요 마지막,2
영화네요 감사합니다,2
영화네요 기억을,2
영화네요 잔잔한,2
영화네요 역시,2
영화네요 생각을,2
영화네요 좋아요,2
영화네요 감동,2
영화네요 좋은,2
영화네요 서현진,2
영화네요 사랑,1
영화네요 로맨스,1
영화네요 나는,1
영화네요 슬픈,1
영화네요 홉킨스의,1
영화네요 좋았어요,1
영화네요 슬프다,1
영화네요 연기는,1
영화네요 나도,1
영화네요 오랜만에,1
영화네요 슬퍼요,1
영화네요 가족의,1
영화네요 생각이,1
영화네요 감동이,1
영화네요 생각하게,1
영화네요 감동을,1
영화네요 영화네요,1
영화네요 잘봤습니다,1
영화네요 보았습니다,1
감동 눈물,18
감동 드라마,15
감동 감동,11
감동 반전,10
감동 배우들,7
감동 부모님과,6
감동 생각을,5
감동 부모님,3
감동 영화는,3
감동 로맨스,3
감동 펑펑,3
감동 보면,3
감동 영화입니다,3
감동 진짜,3
감동 다시,2
감동 영화가,2
감동 아름다운,2
감동 감동적인,2
감동 역시,2
감동 가족의,2
감동 배우들의,2
감동 사랑을,2
감동 사랑,2
감동 좋았습니다,2
감동 좋은,2
감동 반전이,2
감동 마지막,2
감동 추천합니다,2
감동 봐도,2
감동 잘봤습니다,2
감동 나도,2
감동 슬프고,1
감동 그럼에도,1
감동 사랑은,1
감동 나는,1
감동 슬픈,1
감동 좋았어요,1
감동 크리스토퍼,1
감동 영화를,1
감동 현실적인,1
감동 잔잔한,1
감동 하게,1
감동 아름답다,1
감동 마지막에,1
감동 감동이,1
감동 연기,1
감동 재미있게,1
감동 감사합니다,1
감동 엄마랑,1
감동 오랜만에,1
감동 사랑이,1
감동 잔잔하게,1
감동 감동을,1
감동 슬퍼요,1
감동 연기가,1
반전이 반전,7
반전이 다시,7
반전이 마지막,5
반전이 영화를,5
반전이 부모님과,5
반전이 보면,4
반전이 생각을,4
반전이 사랑을,4
반전이 진짜,4
반전이 감동이,4
반전이 감동을,4
반전이 감동,4
반전이 역시,4
반전이 감동적인,4
반전이 기억을,3
반전이 봐도,3
