"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"내일의 기억","ssbu****","2021.04.22. 08:13","10","연기와 연출은 좋음 다만 서예지 인성 땜에 ^^","7","3"
"내일의 기억","miny****","2021.04.21. 10:39","10","정보 없음","7","3"
"내일의 기억","dans****","2021.04.24. 08:32","2","스토리가 엿 같네요. 미화시키지 마세요. 남자는 결국 호구였던거임? 남자의 무조건적인 희생이 어디봐서 감동이라는건데?","8","4"
"내일의 기억","sheo****","2021.04.24. 06:10","1","1점.이유는 알 거라고 생각한다.","8","4"
"내일의 기억","nacl****","2021.04.23. 20:19","1","평 남기로 들어왔다가 평이고 나발이고 평점 보고 어이가 없네 9.3?? 장난하나ㅋㅋ 정말 냉정하고 객관적으로 영화만 놓고 평가해서 허접한 연출력에 억지 설정과 막장 전개의 신파 드라마 그 이상도 이하도 아니다. 불행인지 다행인지 모르겠지만 억울할 것도 없이 서예지 아니었어도 어차피 망했을 영화. 알바 조작 질도 ...","8","4"
"내일의 기억","whdg****","2021.04.23. 17:21","1","억지 반전에 이게 재밋다고???","8","4"
"내일의 기억","hjkj****","2021.04.22. 21:05","1","서예지 때문에 안본다ㅋㅋ","8","4"
"내일의 기억","2pro****","2021.04.22. 19:41","1","다른 사람의 미래를 본다는게 영화의 주내용인데 정작 제작진이나 감독은 왜 영화의 미래를 보지 못했을까? 여주의 인성을 보지 못한걸까...","8","4"
"내일의 기억","pamc****","2021.04.22. 19:24","1","정보 없음","8","4"
"내일의 기억","ohsm****","2021.04.22. 17:21","1","믿고 거르는 배우가 3명있지 그중 하나는 . . .","8","4"
"내일의 기억","eldo****","2021.04.22. 09:11","1","그 말도 만고 탈도 만다는 서예지씨 나오는 영화이군.","8","4"
"내일의 기억","gkgk****","2021.04.22. 02:43","2","정보 없음","8","4"
"내일의 기억","dlwl****","2021.04.21. 22:12","2","정보 없음","8","4"
"내일의 기억","715y****","2021.04.21. 20:11","5","마치 단막드라마를 본 느낌입니다.","8","4"
"내일의 기억","moni****","2021.04.25. 20:35","1","????이게왜9.3이야속지말자","9","5"
"내일의 기억","tjdd****","2021.04.23. 03:12","1","ㅈ 노잼이던데 여주나올때마다 하...","9","5"
"내일의 기억","nadi****","2021.04.22. 15:34","2","알바그만.. 진짜 돈아깝다.","9","5"
"내일의 기억","chl9****","2021.04.22. 10:43","3","흥행 저조는 여주의 논란뿐만은 아닌....","9","5"
"내일의 기억","krk9****","2021.04.22. 08:30","10","내일의 기억  영화 넘 재밌게 봤어요~~배우님들의 연기도 훌륭했구요~ 그중 김강우배우님의 눈빛연기는 진짜 최고였어요","9","5"
"내일의 기억","yell****","2021.04.22. 08:19","10","재밌었어요~ 여주 때문에 별점 테러하는 거는 좀 아니라고 봐요 영화 보시고 판단 좀..부탁드려요","9","5"
"내일의 기억","amaz****","2021.04.21. 23:46","3","반전은 나름 신선했으나 전혀 설득력이 없는 초반 설정....(왜 굳이 남편인 척을 해야했나..) 끝에 여주가 ""오빠..""하며 우는 순간 자리를 박차고 나오고 싶은 거 꾹 참고 끝까지 보느라 힘들었음. 배우들 연기는 나쁘지 않음.","9","5"
"내일의 기억","k590****","2021.04.21. 19:54","10","팩트1. 각본, 연출이 무척 뛰어남.크게 세번의 반전이 있는데 한마디로 놀랍다! 팩트2. 논란의 서예지배우..연기만큼은 갑이다! 팩트3. 김강우배우의 선악을 넘나드는 입체적 연기가 돋보인다! 결론 : 오랜만에 잼있고 감동까지있는 뛰어난 스릴러~","9","5"
"내일의 기억","jye8****","2021.04.21. 18:23","10","영화 좋네요김강우 잘 생겼다","9","5"
"내일의 기억","hyer****","2021.04.21. 18:04","10","김강우..,..최고다 그냥","9","5"
"내일의 기억","lulu****","2021.04.21. 19:56","9","재미있고 긴장감 좋았습니다. 맨 마지막 결혼식 가족사진 촬영때 눈시울이 뜨거워졌습니다. 서예지씨 인품논란과는 별개로 영화자체는 참 수작이네요. 즐겁게 보세요.","10","6"
"내일의 기억","jjh4****","2021.04.21. 16:17","8","배우가 현재 큰 이슈가 있는데 이걸 빼고 본다면 괜찮은 영화입니다.그렇긴 어렵겠지만 영화를 영화로만 본다면스토리도 괜찮고 연기도 좋은 영화입니다","10","6"
"내일의 기억","tjsd****","2021.04.21. 15:50","10","연기/스토리 좋아요 오랜만에 집중해서 봤어요","10","6"
"내일의 기억","thy2****","2021.04.21. 15:20","10","정보 없음","10","6"
"내일의 기억","seoe****","2021.04.21. 14:28","6","김딱딱씨가 자꾸 생각이 나서 초반에는 집중도 안 되구 스토리가 뭔가가 연결이 안되구 부족해요.","13","9"
"내일의 기억","tkek****","2021.04.21. 11:05","4","배우 논란 같은거 다 집어치우고 영화 자체는 그냥저냥 킬링타임용으로 괜찮게 볼만한정도였음","13","9"
"내일의 기억","jjun****","2021.04.21. 13:20","10","스릴 대박!  보는 내내 소름돋음.. 재밌게 잘봤는데 서예지때문에 묻히기엔 너무 아깝다","14","10"
"내일의 기억","pang****","2021.04.21. 11:16","10","서유민 감독의 차기작이 기대되는 쫀쫀한 연출력. 한 배우의 개인 이슈로 평점 테러당하는 것이 어이없어서 10점 주고 감.","14","10"
"내일의 기억","nkim****","2021.04.21. 15:36","9","스릴러 장르를 좋아한다면 볼만한 반전 스릴러. 기대 이상의 재미, 떡밥 회수의 쾌감.","15","11"
"내일의 기억","opop****","2021.04.21. 11:48","10","간만에 보는 탄탄한 스토리. 끝까지 봐야함","15","11"
"내일의 기억","cras****","2021.04.21. 11:43","10","반전의 반전. 마지막까지 지켜볼것","15","11"
"내일의 기억","wsx4****","2021.04.21. 12:58","10","연기도 영화도 재밌다 만족도 최고 !","17","13"
"내일의 기억","joon****","2021.04.21. 10:53","10","간만에 재밌게 본 영화입니다. 이슈를 털고 갈 정도로 재밌네요. 이슈만 없었다면 제대로 평가 받았을 영화!","17","13"
"내일의 기억","klue****","2021.04.21. 11:53","10","진짜 재밌네요. 간만에 제대로 된 스릴러 영화 하나 나온 듯 합니다. 영화만 놓고 봤을 땐 최고입니다.","18","14"
"내일의 기억","tado****","2021.04.21. 11:17","10","간만에 제대로 된 미스터리물 나옴","19","15"
"내일의 기억","efre****","2021.04.21. 11:03","10","이제막 보고나오는데 이런 스릴러가 있었나 싶을정도로 스토리가 있는 영화네요.. 중간까지는 그냥 생각하는것처럼 흘러가다가 뒤에가서는 완전 다른 얘기가 ㅇ..ㅇ!!그리고 잘 몰랐는데 김강우가 완전 대박으로 연기하고, 서예지도 뭐 어쨌든 예쁨예쁨은 사실!!","19","15"
"내일의 기억","youn****","2021.10.03. 22:40","10","티비에 나와서 봤는데 너무 잘봤습니다.ㅜㅜ슬프고..여러생각이드네요","3","0"
"내일의 기억","vheh****","2021.07.17. 17:49","10","평소 김강우 배우 연기를 좋아하는데 늘 작품 운이 아쉬웠었어요 이번 작품 좋네요서예지 때문에 피해를 많이 보지 않았을까 진짜 안타깝습니다","3","0"
"내일의 기억","samp****","2021.05.26. 00:55","1","뻔한고 예측 가능하고 현실성 너무 떨어짐","3","0"
"내일의 기억","hoih****","2021.05.25. 21:25","5","평점이 높아서 기대했건만 재미없는 신파스릴러 스릴러라고 붙이기도 뭐한 애매한 영화 이야기가 너무 가볍고 진부하다","3","0"
"내일의 기억","sung****","2021.05.25. 01:33","2","핵....노잼...보다 껏다ㅠ 으 김강우님 여배우 잘못 만나서 그저 안타깝...ㅠ 서예지 목소리 역겹닭","3","0"
"내일의 기억","mina****","2021.05.24. 20:13","2","재미 하나도 없는데 평점이 9점대야 어이가 없네 진짜 시놉 발도 써도 이렇게 허술하게 안쓰겠다","3","0"
"내일의 기억","vgbd****","2021.05.24. 08:45","6","뭔가아쉽다 많이 좀 억지스러워보이기도하고","3","0"
"내일의 기억","846d****","2021.05.23. 10:05","2","정보 없음","3","0"
"내일의 기억","go79****","2021.05.19. 16:48","5","경찰 수사는 발로 하나;;","3","0"
"내일의 기억","kas0****","2021.05.19. 04:38","4","서예지 논란은 빼고라도 정말...연기를 너무 못한다... 연기 잘하는 김강우가 불쌍함. 연기 못해서 영화 보기가 너무 힘들었음.  스토리도 뭐...이게 스릴러인가...드라마인가...싶었음.","3","0"
"내일의 기억","kay3****","2021.05.19. 02:34","2","서예지 연기 진짜ㅋㅋㅋㅋ 배우맞냐","3","0"
"내일의 기억","gosm****","2021.05.18. 23:50","1","50만도 안본영화라 평점 조작하기 쉬었다는 스멜(참고로 인터스텔라 평점 보셈 ㅋ) -1여주 사람죽였는데 학교 안가는 엔딩이라 자라나는 촉법소년에게 악영향 -2스토리가 김딴딴을 연상하게해 보는내내 손발이 떨리고 불편 -100시간은 금이라고 친구 -1000코로나로 인한 곽객수 +1104결론 1","3","0"
"내일의 기억","leok****","2021.05.17. 18:04","4","주인공 남자(김강우) 보살인 듯..전반적으로 스토리 전개가 답답하고 스토리가 매끄럽지 못함.","3","0"
"내일의 기억","anyg****","2021.05.17. 13:19","2","니콜 키드먼 ""내가 잠들기전에"" 표절 니콜 키드먼 ""내가 잠들기전에"" 표절 니콜 키드먼 ""내가 잠들기전에"" 표절","3","0"
"내일의 기억","03_e****","2021.05.17. 03:10","3","연출때문에 배우들 연기를 보는게 너무 오그라들었음. 마치 서프라이즈 보고있는듯한 느낌... 기대가 너무 컸던 내 잘못인걸로... 평점이 9점대라니 헛웃음만","3","0"
"내일의 기억","mode****","2021.05.17. 00:40","6","솔직히 잘모르겠다긴장감도없고..스토리가 뭔가 부족함","3","0"
"내일의 기억","psu7****","2021.05.16. 23:09","5","감동적이진 않고 재미 또한 없어요.. 영화값을 내면서 볼 가치는 없네요 특히 시멘트에서 일어나는 장면은 가히 충격적... 어떻게 죽은 사람이 다시 살아나는지ㅠㅠ","3","0"
"내일의 기억","ysve****","2021.05.16. 23:08","1","배우연기랑 시나리오는 나쁘지 않으나 연출 수준이 C급 수준...","3","0"
"내일의 기억","xxxs****","2021.05.16. 21:53","1","무슨 반전에 반전이 있다는거야.뻔하디 뻔한 스토리던디..다행이다 영화관에서 안봐서~~!!다들 영화관에서 본 흑우없제?","3","0"
"내일의 기억","oran****","2021.05.16. 20:38","6","생각보다는...노잼 ...","3","0"
"내일의 기억","bear****","2021.05.15. 14:16","3","서예지 사건을 떠나서 연출이 너무 별로다 내용도 무슨 90년대 느낌에 색다른것도 없고 우연과 답답함이 난무하는 싸구려 3류영화","3","0"
"내일의 기억","8913****","2021.08.03. 14:20","1","정지 신호등인데도 달려오는 트럭이 횡단보도의 사람에게 도리어 경적을 울린다?초장부터 이 모양이니 감독이 ㅂ ㅅ 이라고 봐야겠지.","4","1"
"내일의 기억","peki****","2021.05.22. 12:44","7","제 와이프는 반도 안 보고 스토리를 거의 다 맞출 정도로 스릴러를 좋아하시는 분들이라면 얼추 어디서 다 본 장면과 스토리... 반전 이라고 하기도 좀 그렇지만 그나마 연기가 살렸네요","4","1"
"내일의 기억","s159****","2021.05.03. 20:22","5","떡밥을 회수하기 위해 노력한 흔적은 보이나 개연성이 너무 떨어짐. 첨부터 오빠라고 해도 되는데, 뭔 남편 행세. 빚 많은데 로렉스 차고다니다 공사현장에서 우연히 뺏기고, 애초에 폐공사현장에서 왜 만나? 오빠가 수습해줬다고 뛰어내리긴 또 왜 뛰어내리는거야 대체. 경찰서 탈출하는 건 또 왜이리 쉬워? 이 영화가 9점대...","4","1"
"내일의 기억","hade****","2021.05.03. 20:16","4","평소에 김강우 연기 잘해서 좋아했는데 상대배역을 잘못만나서서예지 양자물리학에서 연기 잘하고 기대주였는데 인성쓰레기에 이남자 저남자호구 만드는 재주있고 김정현 사건에 그전 남자들 사건터저셔 김강우 생각해서 별2개줌","4","1"
"내일의 기억","yust****","2021.05.01. 17:52","6","90년대 스타일 그닥 별로 딱 ocn 시간때우기용","4","1"
"내일의 기억","song****","2021.04.29. 09:51","6","민폐녀와 순고한희생... 갑툭튀남편...음분위기는 스릴러다웠고 내용도 나쁘진않았지만종합적으로 믹스매치가 애매한 느낌김강우배우는 역시 연기 굿!!","4","1"
"내일의 기억","aslo****","2021.05.08. 17:51","6","시멘트에서 다시 일어나는장면에서 몰입감이 다 깨졌어요","5","2"
"내일의 기억","swkw****","2021.05.02. 19:52","5","혹시나 해서 봤는데 역시나 입니다.뭐든 많이 부족합니다. 연출 연기 스토리 영상미 OST 댓글수준도....","5","2"
"내일의 기억","sex8****","2021.05.02. 11:05","2","존나재미없음 돈아까움","5","2"
"내일의 기억","doli****","2021.04.30. 18:11","1","댓글 알바가 존재한다는걸 제대로 알게 해준 영화평점보고 보러와서 지금 영화보면서 열받아서극장에서 댓글 쓴다말도 안되는 개억지 스토리진짜 노잼 아 진짜 개빡친다이게 9점대라니","5","2"
"내일의 기억","humu****","2021.04.27. 09:29","1","방송이나 스크린에 나오면 안되는 사람이 나온 데다가 그 사람을 두둔하는 감독까지 있어서 최악임.그냥 망하길. 알바 겁나 써서 평점 올려놓은 게 잘 보임","7","4"
"내일의 기억","raud****","2021.04.26. 00:28","1","댓글보고 또 속아서본영화....반전은 개뿔..누구나 다 예측하는 시시한반전...그리고 보는내내 서예지때문에 집중이안됨...","7","4"
"내일의 기억","snai****","2021.04.21. 23:01","1","서예지 똥을 아주 거하게 뿌렸네 ㄷㄷㄷ","7","4"
"내일의 기억","make****","2021.04.21. 14:39","10","너무 잼있게 잘봤어요 연기고 좋고 스릴있어요","10","7"
"내일의 기억","amis****","2021.04.21. 18:48","10","여주인공의 사건으로 안보기엔 아깝고 억울한 영화입니다. 꼭보세요.여주인공 연기도 잘하시는데, 일찍 그런일이 터져서  아쉽네요","11","8"
"내일의 기억","jhs6****","2021.04.21. 16:02","8","김강우연기가 정말좋았습니다 영화자체로만 평가해주세요 스럴러물좋아하시는분들 강추합니다~!!!","11","8"
"내일의 기억","jiny****","2021.04.21. 15:59","10","볼까말까했는데, 보길잘했음.. 몰입력 좋고 연기도 좋았어요 강추","11","8"
"내일의 기억","wgs5****","2021.04.21. 11:19","10","김정현 소속사는 서예지 광고위약금 물길 뜬금포죄송한데 영화보로갈거임","13","10"
"내일의 기억","soso****","2021.04.21. 10:28","10","김강우 주연의 내일의 기억.. 소재가 참신해서 진짜 ..대박이에요 어떻게 이렇게 내용을 풀어나가지?; 꼭봐야함....","17","14"
"내일의 기억","j777****","2021.11.19. 11:18","10","보는 내내 긴장을 늦출 수 없이 재밌었다","2","0"
"내일의 기억","wlen****","2021.11.07. 00:48","10","연기력도 좋고 스토리도 좋아요","2","0"
"내일의 기억","07ba****","2021.10.21. 23:48","10","오빠...나 보내기 싫어? 보내지말지...ㅜ.ㅜ김강우배우님 연기가ㅜ.ㅜ","2","0"
"내일의 기억","limj****","2021.10.14. 21:43","10","영화보다 막판에 소름이…","2","0"
"내일의 기억","jysl****","2021.10.04. 15:26","9","생각지도못한반전이있네요~마지막에너무슬펐음~지루하지않고좋아요","2","0"
"내일의 기억","yimj****","2021.10.04. 13:39","10","정보 없음","2","0"
"내일의 기억","kang****","2021.10.03. 23:17","10","김강우씨 연기너무 잘봤어요 끝까지 몰입도최고에요 재밌어요존잼!","2","0"
"내일의 기억","hyor****","2021.10.03. 22:39","10","마지막... 너무 짠하다","2","0"
"내일의 기억","rudw****","2021.08.21. 03:29","10","아.. 재미있게봤음!!","2","0"
"내일의 기억","azzu****","2021.08.13. 14:08","10","두 배우분들 연기 아주 좋았습니다.개봉할때 논란있어서 기대안하고 봤는데그래서 그런지 영화도 솔직히잼있습니다.","2","0"
"내일의 기억","aldl****","2021.07.25. 00:16","10","오랜만에 몰입도있게 봤던 영화였어요! 연기도 스토리도 탄탄해서 아직도 여운이 남네여~","2","0"
"내일의 기억","love****","2021.07.23. 22:52","10","서예지 논란 때문에 안보다가 스릴러가 땡겨서 그냥 보게됬는데 진짜 최근에 본 스릴러 중 가장 재밌다. 정말 반전의 반전이다. 사실 처음부터 김강우가 남편이 아니고 살인자 일 것 같다는 느낌이 들긴 했고 영화의 전개도 그 방향으로 진행되는데 마지막에 반전이 드러나면서 진짜 눈물 펑펑이다..ㅠ","2","0"
"내일의 기억","naok****","2021.07.19. 10:08","10","재미있게 잘봤어요 반전의반젆굳","2","0"
"내일의 기억","0107****","2021.07.18. 17:40","10","스토리 연기 뭐하나 빠지지 않고 10점입니다.","2","0"
"내일의 기억","ming****","2021.07.18. 00:48","10","슬퍼요... 잘 만들어진 영화입니다.","2","0"
"내일의 기억","danr****","2021.07.17. 15:20","10","그냥 마음이 너무 아프다 ㅜ.ㅜ","2","0"
"내일의 기억","djrd****","2021.07.17. 15:20","10","김강우..하..강우느님..강우킴때메 봤다..역시나다","2","0"
"내일의 기억","thdg****","2021.07.17. 02:59","10","티빙으로 봣는데 잼씀 굳굳","2","0"
"내일의 기억","gook****","2021.07.14. 13:24","10","절대 킬링타임용 영화 아님!!","2","0"
"내일의 기억","thea****","2021.07.13. 23:54","10","2번째 보니 첫부분의 대사가 큰 의미 있는 대사였네요...""고백은 언제했어?"" ""아직 못했어. 결혼식때도 결혼전에도""우리나라에서 보기힘든 잘짜여진 반전스토리. 강추입니다","2","0"
"내일의 기억","kies****","2021.07.13. 23:35","5","음.. 내가 잠들기 전에 + 백야행 이구먼.","2","0"
"내일의 기억","9150****","2021.07.02. 16:29","10","스릴있고 여운도 있고 남자친구의 눈물도 있었습니다 ㅋㅋ 너무 오랜만에 재미있는 영화 봤어요~^^","2","0"
"내일의 기억","505d****","2021.06.22. 22:21","10","연기,스토리,연출,감동 모든 게 완벽","2","0"
"내일의 기억","jkdk****","2021.06.11. 23:55","1","말도 안되는 스토리. 21년 최악의 영화인데 남들은 평점이 후하네요","2","0"
"내일의 기억","yizw****","2021.06.11. 22:31","1","평점이 왜 높은지 이해가 안가네그냥 3류 영화구만여자감독이 그냥 환타지 만들고 자위하는 영화알바가 너무 많군","2","0"
"내일의 기억","jij3****","2021.06.10. 10:39","1","영화 개연상도 떨어지고 몰입도가 없어요ㅠ지루해서 혼났아요 돈 시간이 아깝네요","2","0"
"내일의 기억","kimo****","2021.06.10. 10:14","10","미스터리 안좋아하는데 정말 재밌게봤습니다 배우들연기도 좋구요 마지막반전에 눈물났어요ㅠㅠ","2","0"
"내일의 기억","cloc****","2021.06.06. 17:44","3","세트장 티나는 엘레베이터, 복도형아파트에 어울리지 않는 집구조, 껄렁대는 감으로 찍는 형사, 말도 안되는 주변인물 반전 같지 않응 반전 믿고거르는 김강우를 또한번 믿게해준 작품","2","0"
"내일의 기억","naya****","2021.06.06. 15:50","2","긴장감 제로의 어설픈 스릴러. 주연배우의 개인사로 인해 많은 사람이 안보게 된 걸 다행이라 생각하게 만든 작품입니다.","2","0"
"내일의 기억","jsf0****","2021.05.30. 01:30","4","평론가 점수가 정확함. 여주는 현실처럼 영화에서도 민폐 그 자체","2","0"
"내일의 기억","areu****","2021.05.27. 16:31","1","음, 겁나 지루했음~ 내 돈 돌리도!","2","0"
"내일의 기억","tarr****","2021.05.27. 14:30","2","평점보고 봤는데 완전 돈아깝ㅜㅜ 스토리도 너무 단순하고 반전도 뻔함  하..","2","0"
"내일의 기억","yoy_****","2021.05.24. 13:20","6","10년 전 본 영화 스타일의 연출과 스토리 배우들 연기력은 좋은데그걸로 9점대 평점은 너무 높은듯","2","0"
"내일의 기억","posi****","2021.05.23. 23:24","2","와 평점 알바가 있구나..","2","0"
"내일의 기억","luvp****","2021.05.23. 20:50","4","어색하고 진부한 연출(특히 미래(?)를 감지하는 장면들은 정말 개탄스러웠다), 과시하듯 욱여넣은 장치들 때문에 보는 내내 맥이 빠졌다. 서예지 코가 이쁘다는 것밖에 기억 안 난다.","2","0"
"내일의 기억","lsj9****","2021.05.22. 19:37","3","강우님땜에 봤다 오빠가 불쌍하다 여자도 군대보내자 도움만 받는 여성컨셉.. 지루하다 남녀평등사회^^","2","0"
"내일의 기억","gaeu****","2021.05.22. 18:09","4","""스토리  짬뽕영화""  스토리곳곳에  외국영화패러디신선한  맛이 없는  늘상  먹던 반찬 섞어놓은듯한잘 섞은  비빔밥  같은   영화""김강우""님  연기만  볼만함이  영화에는  아까운 배우 김강우님!!","2","0"
"내일의 기억","star****","2021.05.22. 16:14","7","점수가 너무 높음. 7정정도가 적당","2","0"
"내일의 기억","minu****","2021.05.21. 23:39","5","단편 드라마 정도의 내용과 분량..^&^","2","0"
"내일의 기억","wind****","2021.05.21. 02:47","4","정보 없음","2","0"
"내일의 기억","saso****","2021.05.21. 00:43","6","스릴러 많이 본 사람들이라면 그저그럴수 있는 영화.중반부까지 스토리 연출은 괜찮으나 후반부 설명이 너무 친절하니까 식상하기도하고.아쉽다.","2","0"
"내일의 기억","dltn****","2021.05.19. 22:44","2","개연성 1도 없음.어디서 짜붙인 스토리.","2","0"
"내일의 기억","kar5****","2021.05.19. 16:03","2","재밌어요 아주 많이요오오","2","0"
"내일의 기억","mgst****","2021.05.19. 09:20","3","평점 실화?와 진심 개취존중이다","2","0"
"내일의 기억","daae****","2021.05.18. 22:45","4","대충 예상가는 뻔한 스토리ㅠ 김강우 연기가 아깝다","2","0"
"내일의 기억","inst****","2021.05.18. 21:20","5","서예지를 제쳐두고 영화 자체로 보더라도 반전이라하기에 민망한 뻔히 보이는 결말과 군데군데 어색한 연출... 배우들의 연기는 나쁘진 않았지만 그렇다고 뛰어나지도 않은 평범했고, 감독이 그나마 서예지 때문이라고 핑계대기 좋은 영화일것이다..","2","0"
"내일의 기억","spzm****","2021.05.18. 20:33","1","영화 보는 내내 고통스러웠다. 우리반 민석이가 연출을 해도 이것보단 재밌을듯..끔찍한 영화였고, 감독은 직업 고민을 해보는 게...","2","0"
"내일의 기억","ever****","2021.05.18. 14:17","8","'내일'의 기억이 아니라 내'일'의 기억이었구나","2","0"
"내일의 기억","daug****","2021.05.18. 00:33","6","억지반전이 너무 심하네 결론 때문에 전개가 너무 지루함 그리고 불 속에서 대화나눌 시간에 업고 이미 나갔을듯 ㄹㅇ 갑자기 폭탄터지듯이 폭발하는게 말이되냐 질식사하는 것도 아니고 ;; 아니 뭔 대전차 지뢰나 c4 터트렸음?","2","0"
"내일의 기억","roej****","2021.05.17. 21:27","2","진짜 18  욕나오네 ?이게  영화냐 ?개 쓰레기 ㆍ 독립영화보다 못한 쓰레기","2","0"
"내일의 기억","bath****","2021.05.17. 13:20","5","평점 높아서 봤는데,,뭐가 재밌다는건지 모르겠음 ㅠㅠ그래도 배우들 연기는 잘한듯..!!!","2","0"
