"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"내일의 기억","hyun****","2021.04.26. 23:47","6","다른 요소들을 배제하고 봤을 때 국산 양산형 스릴러들 중에선 중박 정도는 친다.","10","17"
"내일의 기억","pnxq****","2021.04.23. 20:33","9","재밌어용 생각보다 더 흥미진진!!","10","17"
"내일의 기억","hx54****","2021.04.26. 17:55","10","내용, 전개, 연기 모두 좋았음...","17","24"
"내일의 기억","0ssu****","2021.11.19. 19:28","6","그냥저냥 볼만함","2","10"
"내일의 기억","ysr9****","2021.04.25. 20:50","10","쫌만 더 질질 끌었다면 맥빠졌을 반전인데 빠르게 밀고 나가서 그런지 끝까지 재미있게봤어요! 스릴러인데 보고 나니 여운은 스릴러를 본 느낌보다는 비극적인 멜로 영화 본느낌","5","13"
"내일의 기억","only****","2021.10.30. 07:16","7","아주 잘만든 작품은 아니지만 망작도 아니다","7","15"
"내일의 기억","skry****","2021.04.29. 15:27","7","스릴러의 기본은 긴장감인데 긴장감은 보통이지만 이야기가 진행되면서 반전이라든지, 연출에 의한 효과가 인상적입니다. 엄청나게 폭발하거나 놀라운 스토리는 아니지만 그래도 볼만했던 영화입니다.","8","16"
"내일의 기억","summ****","2021.05.03. 09:47","10","재밌다. 퍼즐들이 다 맞춰지는 순간 아! 대박을 외쳤지만 어딘가모르게 2% 부족한 느낌은 지울 수 없다. 그렇지만 스릴러를 좋아한다면 꼭 봐야하는 영화!","15","23"
"내일의 기억","nhj7****","2021.04.23. 21:28","8","볼만 했습니다. 너무 기대는 하지 마시길..","7","16"
"내일의 기억","luna****","2021.04.27. 04:06","6","극 진행하면서 몇가지 헛점이 보이지만 배우들의 연기가 그것들을 잘 감춰주는편","8","18"
"내일의 기억","plm8****","2021.04.26. 16:13","8","반전이 계속 있어 재미있었어요 김강우 연기 잘함..ㅠㅠ","12","22"
"내일의 기억","aqpe****","2021.04.25. 00:16","10","진심 식스센스급 반전..ㄷㄷ","12","22"
"내일의 기억","xogu****","2021.04.26. 15:51","10","배우들의 연기가 돋보이는 작품입니다.약간의 연출 약점을 연기로 커버할 정도입니다.스릴러영화를 보고 이 세상에 과연 이런 사랑이 존재할까라는 생각을 하게 되네요.한편으론 부럽기도, 안타깝기도 하고 겪어보고싶기고 했습니다.  마지막 버밀리온? 장면에서 저도 모르게 눈물이 주르륵 흘렀네요. 자기 자신보...","13","23"
"내일의 기억","rlad****","2021.04.26. 22:12","10","너무 재밌었다고 하네요 부모님 결혼 기념일로 영화 보여드렸는데 너무 재밌다고 하십니다 감사합니다","15","25"
"내일의 기억","gkdm****","2021.04.27. 00:51","8","김강우 너무 멋있어요ㅠㅠ 처음에는 긴장하면서 봤다가 마지막에서 감동...ㅎ","6","17"
"내일의 기억","siny****","2021.04.26. 01:39","7","의외로 괜찮게 만든 스토리 논란만 없었으면 충분히 괜찮은 평가도 기대할수있었던 영화였는데 아쉽습니다","13","25"
"내일의 기억","enwl****","2021.04.26. 10:45","8","생각보다 재밌었습니다","11","24"
"내일의 기억","ja91****","2021.04.21. 13:44","10","재미있습니다~60대 중반인데 이해하기가 어려워서한번 더 보고싶습니다!!","17","30"
"내일의 기억","b1gb****","2021.04.25. 18:02","10","서예지안타깝다ㅠㅠㅠㅠ","16","31"
"내일의 기억","full****","2021.10.27. 19:30","6","결말이 너무 뻔히 보였다","8","24"
"내일의 기억","find****","2021.04.26. 12:02","8","재미있게 잘봤습니다","10","26"
"내일의 기억","jkpc****","2021.04.26. 15:34","10","감독님의 역량이 대단하다ㄷㄷ","15","31"
"내일의 기억","vmnf****","2021.04.26. 08:21","7","괜찮았어요","6","25"
"내일의 기억","nfy0****","2021.04.22. 21:20","1","평점이 너무 높아 1점 드립니다5점짜리 영화 입니다","51","74"
"내일의 기억","simk****","2021.05.06. 00:55","10","굳재밌노이기이기이기","14","41"
"내일의 기억","anas****","2021.10.27. 00:45","5","김강우는 작품보는 눈을 키워얄듯","7","36"
"내일의 기억","suna****","2021.10.27. 00:49","1","별 하나도 아깝다는 말이 이럴 때","18","69"
"내일의 기억","ccds****","2021.05.12. 16:34","2","무슨 내용인지 이해도 안가고 스토리가 너무 이상해요","47","166"
