"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"그대를 사랑합니다","ang3****","2015.03.22. 21:00","10","이 영화를 보면서 느낀 것이지만 30년, 40년 후 제가 할아버지가 되면 실제로 일어날수 있을꺼라는 생각을 하니 슬프네요. 영화 만들어 주셔서 감사합니다 뭔가 깨달음이 생기네요","3","2"
"그대를 사랑합니다","wlsr****","2015.03.06. 16:42","10","최고의영화다..감동 ㅠㅠ","3","2"
"그대를 사랑합니다","ichi****","2015.03.06. 16:29","10","송재호이순재 김수미 이런분들이 왜 연륜이 있고 연기내공이 있는지 알겠네요","3","2"
"그대를 사랑합니다","pldo****","2015.02.26. 18:43","10","여러번 봐도 감동적인 영화","3","2"
"그대를 사랑합니다","jilu****","2015.01.19. 12:20","10","부모님에게 잘해드려야 겠다고 생각이 드는영화..","3","2"
"그대를 사랑합니다","wnst****","2015.01.19. 11:56","10","너무 슬프면서도 아름다운 !!!","3","2"
"그대를 사랑합니다","real****","2014.03.19. 00:24","10","BEST. 그 이상 뭐가 필요할까","3","2"
"그대를 사랑합니다","kanz****","2013.12.23. 11:03","10","슬프도록아름답다는말 이럴때쓰는말 인가봅니다 보는내내 눈물이흐르면서 미소짖게하고 가슴을쳤습니다 이건명작이란단어랑은 어울리지않지만 정말더없이 좋은영화인것같습니다 저처럼 이기주의에 못된31살여자도가슴따뜻해지는 좋은영화요!! 착해지고싶게만드는영화인것같네요","3","2"
"그대를 사랑합니다","cheo****","2013.11.07. 20:24","10","아련하고 따듯햐게 감동이었다","3","2"
"그대를 사랑합니다","hunt****","2018.03.22. 14:24","10","내 인생영화다 진짜... 늙어서도 군봉이 할아버지처럼 사랑하다 죽고싶다","4","3"
"그대를 사랑합니다","syje****","2016.06.01. 22:15","10","""우리는 다시 부부가 되었다..가족이었는데.."" 이말에서 울컥했습니다...정말 소외된 사회노년층을 잘 표현한 영화라고생각합니다..ㅠㅠㅠㅠ","4","3"
"그대를 사랑합니다","floo****","2016.01.29. 13:11","8","결국 인생에 있어 같이 늙어갈 존재가 옆에 있다는 건, 생각보다 더 중요한 문제일지도 모른다.","4","3"
"그대를 사랑합니다","choy****","2015.01.25. 19:02","10","정말 아름답고 따뜻한 이야기","4","3"
"그대를 사랑합니다","ohue****","2013.11.30. 13:12","10","ㅠㅠ진짜 이것만 몇번보는지...볼때마다 코끝이찡함ㅠ","4","3"
"그대를 사랑합니다","gytj****","2013.07.02. 18:27","10","봉감독님감사합니다대박나시길","4","3"
"그대를 사랑합니다","jhs2****","2013.07.27. 03:36","8","ㅇㅇ","7","6"
"그대를 사랑합니다","a37b****","2024.08.25. 12:00","10","아 몇일전 이것저것 볼만한영화 없나 찿던중 무심코 본영화 ..인생 영화가 되었다","0","0"
"그대를 사랑합니다","clea****","2024.08.15. 22:01","10","인생은 시작과 과정을 생각하지만 마지막도 생각하게 만든 영화.","0","0"
"그대를 사랑합니다","haru****","2024.08.09. 18:10","10","원작보다 나은 것 같네요 송재호 씨 우리 아부지랑 너무 닮으셔서 한번 꼭 직접 뵙고 싶었는데...","0","0"
"그대를 사랑합니다","comp****","2024.08.07. 16:45","10","할머니,할아버지 이리 감동을 주시나요!!!잔잔하게 사람을 감동시키는죽음을 슬픔으로만 표현하지 않고 죽음을 지켜보는 사람이 아닌 죽음을 맞이하는 당사자의 입장을 대변하는 영화라서, 더 윗 연배들을 이해하는데 많은 도움이 되는것 같아요","0","0"
"그대를 사랑합니다","kk0m****","2024.07.18. 21:45","10","아직도 울고있는중...","0","0"
"그대를 사랑합니다","kdhz****","2024.07.14. 18:06","10","많은생각을 하게 만든영화 .. 인생최고작입니다.","0","0"
"그대를 사랑합니다","good****","2024.07.13. 09:40","10","꽤 잔잔한 영화인데 전혀 지루하지 않고, 끝까지 힐링하고 울고 하면서 봤어요.. 죽음에 대해서 생각하게 됩니다.","0","0"
"그대를 사랑합니다","duwl****","2024.07.12. 11:11","10","이 영화는 개봉하자마자 보고..그 이후로 잊혀지지가 않아서 주기적으로 보는 영화다...결혼을 하고..살아보니..만만치 않은 결혼생활과..삶이 버겁다거 느껴질 때마다..나도 모르게 이 영화를 찾아보곤 한다..남편과 늘 사이가 좋을 수는 없지만 인생의 동반자라 생각하고 열심히 살지만..내 뜻과 늘 같을 수는 없으니깐.. 이 ...","0","0"
"그대를 사랑합니다","somo****","2024.07.11. 00:16","10","10년이 지났지만 문득 찾아보는 인생영화","0","0"
"그대를 사랑합니다","alwn****","2024.07.03. 00:46","10","연기가 일단 너무 최고..","0","0"
"그대를 사랑합니다","mso0****","2024.06.25. 22:17","10","너무 감동적이고 배우님들 연기도 너무 잘하셔서 몰입하면서 봤어요 ㅜㅜ 눈물이 안 멈춰요.. 가족,연인 영화로 강추입니다!!","0","0"
"그대를 사랑합니다","rhrl****","2024.06.23. 18:01","10","배우들.연기가 넘 멋져요~넘.슬펐어요 ㅜㅜ","0","0"
"그대를 사랑합니다","tlsw****","2024.06.23. 15:48","10","아내가 영원히 내 곁에 있었으면 좋겠습니다","0","0"
"그대를 사랑합니다","slg2****","2024.06.20. 10:14","10","2024년에 다시보니처음 봤을때랑은 또 다른 감동과생각이 많아집니다.","0","0"
"그대를 사랑합니다","mafi****","2024.06.13. 02:41","10","삶이란....????!!!!","0","0"
"그대를 사랑합니다","gsh1****","2024.06.11. 21:43","10","정말 재밌게 봤습니다.돈이 아깝지 않네요...감사합니다.","0","0"
"그대를 사랑합니다","wlsl****","2024.06.08. 18:00","10","연기면 연기 연출이면 연출.눈물을 쏙 뺐네요ㅜ","0","0"
"그대를 사랑합니다","pape****","2024.06.08. 09:14","10","뭔가? 따뜻하고? ㅜㅜ 눈물 주륵주륵 ㅜㅜ 예전에 어렸을때  바쁘신던 부모님 대신해서 날 키워주신 할머니 생각도 나고? 정말ㅜㅜ 할머니 보고 싶어요ㅜㅜ 정말이지 부모님께 도움은 못될망정 피해는 주지말아야 겠네요ㅜㅜ","0","0"
"그대를 사랑합니다","hp28****","2024.06.08. 04:55","10","최고에요~잘 봤습니다!","0","0"
"그대를 사랑합니다","miki****","2024.06.07. 03:55","10","최고다. 최고의연기.","0","0"
"그대를 사랑합니다","hala****","2024.06.06. 12:44","10","보통 강풀 웹툰은 실사화 시키면 망하는 경우가 대다수였는데 이게 처음으로 성공한 영화였던 것 같음 워낙 대단하신 배우분들이라 탄탄한 연기가 뒷받침 되는 것도 있겠지만 보는 내내 찔찔 짠 영화는 처음임 ㅜㅜ (님그강은 다큐라 제외...)","0","0"
"그대를 사랑합니다","jhy0****","2024.06.02. 15:27","10","잔잔히 감동적인 영화…눈물이 나네요","0","0"
"그대를 사랑합니다","bin5****","2024.06.02. 14:11","10","다시금 인생을 돌아보게 만들어준 아름다운 시간","0","0"
"그대를 사랑합니다","ohdo****","2024.06.01. 23:12","10","정보 없음","0","0"
"그대를 사랑합니다","tear****","2024.05.30. 23:42","10","순재 선생님 최고 송재호 선생님 최고 김수미 선생님 최고 송이뿐선생님 최고","0","0"
"그대를 사랑합니다","visi****","2024.05.27. 08:53","10","너무 감동을 받았습니다..","0","0"
"그대를 사랑합니다","yerl****","2024.05.27. 03:09","10","나도 저같은 맘으로 아내를 사랑하고 표현하고싶습니다","0","0"
"그대를 사랑합니다","akek****","2024.05.27. 00:31","8","정보 없음","0","0"
"그대를 사랑합니다","mong****","2024.05.26. 18:59","10","최고작품 입니다 너무 잘봤어요","0","0"
"그대를 사랑합니다","hyod****","2024.05.26. 00:08","10","응아이아내츠래에아들","0","0"
"그대를 사랑합니다","jung****","2024.05.25. 05:26","10","보면서 게속 울기만 했네요","0","0"
"그대를 사랑합니다","pupp****","2024.05.25. 03:13","10","노년의 사랑 너무 아름답네요영화 보는 2시간 내내 울었습니다","0","0"
"그대를 사랑합니다","uuu3****","2024.05.24. 23:22","10","잔잔하게 전개되는 이야기가 가슴을.뭉클하게.합니다. 소천하신.송재호 배우님을.보게되어서.좋았습니다.","0","0"
"그대를 사랑합니다","dkst****","2024.05.24. 01:30","10","실제로 일어날수있는 내용들이라 더 집중이 되었던거 같아요. 눈물 콧물 엄청 흘렸네요.삶이란 많은 생각을 하게 되는것 같아요.","0","0"
"그대를 사랑합니다","dkst****","2024.05.24. 01:30","10","실제로 일어날수있는 내용들이라 더 집중이 되었던거 같아요. 눈물 콧물 엄청 흘렸네요.삶이란 많은 생각을 하게 되는것 같아요.","0","0"
"그대를 사랑합니다","kimb****","2024.05.22. 04:46","10","정보 없음","0","0"
"그대를 사랑합니다","kiju****","2024.05.20. 23:03","10","가슴을 울리는 이야기들 ~   가족이었다가 다시 부부만 남는다","0","0"
"그대를 사랑합니다","redm****","2024.05.19. 18:24","10","마지막 20분동안 숨이 멋는것 같다.이렇게 큰 울림이 있을줄 몰랐다.","0","0"
"그대를 사랑합니다","syh0****","2024.05.19. 13:23","10","너무 슬프네요.눈물없이 못보는 영화네요. 내 부모의 마지막 인생 나의 마지막 인생 옆에 같이 손잡고 가줄 사람이 없다는것이 너무너무 슬프고 아파요.","0","0"
"그대를 사랑합니다","kiri****","2024.05.18. 20:45","10","눈물없이는 못보는 영화. 네분의 연기가 주름에 녹아있다","0","0"
"그대를 사랑합니다","eunk****","2024.05.17. 19:52","10","저도 이순재선생님 극중 역활처럼 좋은 일도 하고 살아야겠습니다. 좋은 영화 감사합니다.^^","0","0"
"그대를 사랑합니다","regi****","2024.05.17. 17:39","10","감동이네요그리고 슬프네요~~","0","0"
"그대를 사랑합니다","blue****","2024.05.15. 22:41","9","그저 웃음과 눈물이 계속,,,","0","0"
"그대를 사랑합니다","hoho****","2024.05.15. 21:45","10","이걸 이제서야 보다니 너무 예쁘고 슬프고 안타깝고 눈물 줄줄줄줄 진짜 잘 살고 싶다","0","0"
"그대를 사랑합니다","yjfa****","2024.05.12. 18:10","10","감동입니다. 주말 아내와 함께 좋은 시간 보냈습니다.","0","0"
"그대를 사랑합니다","roya****","2024.05.12. 10:52","10","내부모의 미래..나의 미래인 노인의 삶...가슴이 먹먹해지네요","0","0"
"그대를 사랑합니다","choj****","2024.03.02. 05:40","10","손수건은필수인듯..재미와 감동...암튼 너무좋아요","0","0"
"그대를 사랑합니다","ubfo****","2024.02.08. 02:14","10","가슴이 먹먹해지는 영화였습니다. 좋은 영화 감사합니다","0","0"
"그대를 사랑합니다","8627****","2018.07.16. 14:30","10","장현호라는 친구 때문에 눈물을 흘릴 수 가 없네요","0","0"
"그대를 사랑합니다","luck****","2018.07.07. 08:42","10","이순재배우님 존경합니다","0","0"
"그대를 사랑합니다","mani****","2018.07.03. 02:03","10","정말 아름답다. 아름다움 그 자체다.","0","0"
"그대를 사랑합니다","joe1****","2018.07.01. 21:10","9","아...가슴시린 황혼의 로맨스..나도 늙어서도 그대를 사랑합니다.","0","0"
"그대를 사랑합니다","rhwl****","2018.06.30. 21:43","10","가슴 따듯해지는 영화이네요. 이순재 할어버지 이렇게 멋있어도 됩니까? 송지효도 이쁘고요 .ㅎㅎ","0","0"
"그대를 사랑합니다","fang****","2018.06.18. 17:03","10","두번 세번봐도 너무 좋은 영화네요~얼마나 울었는지","0","0"
"그대를 사랑합니다","jeun****","2018.06.05. 15:11","10","따뜻한 감동이 있는 영화","0","0"
"그대를 사랑합니다","kara****","2018.05.30. 15:43","10","슬프지만 슬프지않은 이야기","0","0"
"그대를 사랑합니다","kten****","2018.05.13. 19:59","10","원작을 능가하는 최고의 한국영화","0","0"
"그대를 사랑합니다","ekzm****","2018.05.11. 18:34","10","이 영화를 모르다가 오늘에야 처음 봤는데 20OOO에 본 영화중 최고였습니다. 꼭 두커플 다음생에도 다시 만나면 좋겠습니다.","0","0"
"그대를 사랑합니다","yong****","2018.04.14. 23:10","10","인생말년에 새로이 들어서는 우정과 사랑에 대하여 젊은것들이 건방지게 주책이라고 말할 주제가 되어서는 안된다.","0","0"
"그대를 사랑합니다","by_b****","2018.03.09. 02:32","10","마음이 따스했다 다시 먹먹하고. 배우분들의 표정 하나하나 마음에 깊이 와닿는 영화","0","0"
"그대를 사랑합니다","ogr5****","2018.02.25. 21:46","6","연륜있는 배우들의 먹먹하고 진한 연기.","0","0"
"그대를 사랑합니다","eodl****","2018.02.01. 12:05","10","인생 최고의 영화입니다♡","0","0"
"그대를 사랑합니다","moon****","2018.01.17. 09:57","10","원작을 정말 잘 살렸어요 진짜 잘 만들었고 캐스팅도 기가막힘. 강풀님 작품을 영화화 해서 만족 스러웠던게 별로 없었는데 이웃사람만 그나마 좀..안 보신 분들은 꼭 한 번 보시길 바랍니다전 아직도 가끔 봅니다","0","0"
"그대를 사랑합니다","soci****","2018.01.13. 13:42","10","초고의 영화입니다!!!","0","0"
"그대를 사랑합니다","qo57****","2018.01.13. 01:50","10","아직 학생이지만 저도 나이 들어서는 영화 속 할아버지 할머니처럼 늙고싶네요 정말 감동적이예요ㅜㅜ","0","0"
"그대를 사랑합니다","gyu1****","2018.01.04. 08:42","10","잔잔하지만 묵직한 영화","0","0"
"그대를 사랑합니다","ali1****","2017.12.26. 18:09","10","한번쯤은봐야할최고의명작","0","0"
"그대를 사랑합니다","rkdu****","2017.12.23. 14:34","10","너무 감동적이이에요 정말 ㅠㅠ","0","0"
"그대를 사랑합니다","johl****","2017.11.30. 11:59","10","진짜슬프다 내 황혼을 생각하게 되는 영화.. 돌아가신 할머니가 보고싶어지는 영화..","0","0"
"그대를 사랑합니다","inth****","2017.11.23. 23:51","10","강풀 원작 만화의 감동을 백퍼센트 스크린으로 옮겨 놓은 듯. 군더더기 하나 없이 베태랑 연기자들의 깊이 있는 내면 연기만으로 감동은 몇 배 더 커진다. 말이 필요 없다.  과연 노익장 연기의 힘! 그리고 원작의 파워! 이건 감동 그 자체!","0","0"
"그대를 사랑합니다","wayl****","2017.11.18. 21:40","10","가슴이 먹먹해졌다. 아름답고 슬픈 이야기...","0","0"
"그대를 사랑합니다","hip_****","2017.10.08. 04:38","10","왠만하면 울지 않는데, 울면서 봄. 정말 재밌었어요!!","0","0"
"그대를 사랑합니다","hmhm****","2017.10.04. 02:15","10","최고 무조건 봐야함 첨부터 끝까지 너무 좋아요 모든 내용 흐름 대사 연기 완벽합니다","0","0"
"그대를 사랑합니다","ckdr****","2017.09.29. 19:36","10","내가 노인이 되어있을때  난 어떻게 생활하고있을까..","0","0"
"그대를 사랑합니다","soqu****","2017.09.16. 15:23","7","언젠가 맞이하게 될, 아름다운 순간","0","0"
"그대를 사랑합니다","zrlr****","2017.08.17. 02:19","9","좋은 내용. 그럴듯한 공감에 봇물터지는 슬픔","0","0"
"그대를 사랑합니다","j944****","2017.08.14. 19:14","10","굿굿굿굿구수굿구수굿","0","0"
"그대를 사랑합니다","kara****","2017.07.29. 12:19","8","노년연기자들이 제대로 보여준 연기....노인문제도 살짝 살짝 건드려주고 좋은데 마지막에 만화원작의 한계를 못벗어남...","0","0"
"그대를 사랑합니다","fbdh****","2017.07.27. 00:14","10","원작을 영화화 시킨 것중 단연 최고작품..","0","0"
"그대를 사랑합니다","happ****","2017.07.26. 23:45","10","이렇게 울어본 적 처음이다 그냥 흐느껴 울었다","0","0"
"그대를 사랑합니다","hh2z****","2017.07.20. 00:05","10","마음이 따뜻해지는 영화네요","0","0"
"그대를 사랑합니다","mina****","2017.07.12. 01:17","10","인생영화요 정말 많은 것을 생각나게 해주는 영화","0","0"
"그대를 사랑합니다","jang****","2017.05.13. 23:53","10","매번 보며 매번 눈물 흘리는 이야기. 내 삶에 대해서도 늘 생각하게 만들어주네요. 늘 행복했으면 좋겠습니다.","0","0"
"그대를 사랑합니다","dlag****","2017.04.15. 00:53","10","현실적이고 차가운 현대사회 사람들의 모습을 보여주면서 한편으론 안타깝고 그러면서도 마음한구석이 따뜻해지는 영화","0","0"
"그대를 사랑합니다","lawh****","2017.02.20. 14:28","10","더할나위 없이 좋았습니다.","0","0"
"그대를 사랑합니다","netn****","2017.02.16. 20:19","10","송지효누나보고싶어요.많이보고싶어요.서울에왔어팬사인회열려주세요 .부탁입니다","0","0"
"그대를 사랑합니다","jryo****","2017.01.01. 03:23","10","최고의 영화입니다. 꼭 보세여ㅠ","0","0"
"그대를 사랑합니다","chri****","2016.12.31. 03:08","9","이순재님의 연기는 정말 말이 필요없네요..네분다 기억에 남아요","0","0"
"그대를 사랑합니다","gem9****","2016.12.26. 00:59","10","정말 잘봤습니다 가슴이 먹먹해서 다른건 안떠오르네요..","0","0"
"그대를 사랑합니다","trav****","2016.12.23. 22:46","10","몇년만에 다시 본 영화인데 여전히 감동이네요~ 하늘에 계신 할아버지도 생각나고 정말 고마운 영화입니다.","0","0"
"그대를 사랑합니다","yes7****","2016.12.20. 23:08","10","엄청 울었어요! 사람냄새나고 따뜻하고 고마웠습니다!이순재할아버지 짱!! 다른 어르신 연기자들도 정말 좋았습니다! 남편미울때 봐서 더 울컥했어요","0","0"
"그대를 사랑합니다","newk****","2016.12.16. 17:09","10","언제봐도 감동적인 영화에요","0","0"
"그대를 사랑합니다","mice****","2016.12.16. 14:14","10","2016 우연히 보게된 최고의 영화!나의 부모님을 생각하게 하고 지금의 나의 모습과 다가올 날들에 대해 가슴으로 이야기해보는 시간이다.감동의 여운이 한참을 자리에서 일어서지 못하게 한다.많은사람들이 이영화와 함께 하기를....","0","0"
"그대를 사랑합니다","wand****","2016.11.28. 07:39","10","눈물이 나서 혼났네요. 나이가 들어도 사랑할수 있고 나이가 들어서 헤어짐이 가까워지는...최고에요ㅠ","0","0"
"그대를 사랑합니다","cabi****","2016.11.13. 17:30","10","사랑에는 나이제한이 없다는 것을 증명해 준 영화.","0","0"
"그대를 사랑합니다","tom9****","2016.11.13. 15:20","10","마음이 따뜻해지는 영화","0","0"
"그대를 사랑합니다","whun****","2016.09.21. 21:55","10","강풀만화되로~!!! 영화는 영화대로~~ 정말 매력있는 작품!!","0","0"
"그대를 사랑합니다","sm20****","2016.09.21. 00:09","10","찌릿한  영화 , 훈훈한 영화","0","0"
"그대를 사랑합니다","wlsd****","2016.08.12. 00:25","10","보는내내 이유는 모르겠지만 왠지 먹먹하고 한편으로는 가슴깊숙히 따뜻해지는 영화였다 연륜있는배우분들 덕분에 편안하게 물흐르듯 몰입할 수 있었고 역시라는 말밖에 안나왔던 것 같다 간간히 웃음포인트도 있었고 정말 기분좋은영화다","0","0"
"그대를 사랑합니다","hr03****","2016.08.04. 23:34","10","이순재.... 말이 필요없다","0","0"
"그대를 사랑합니다","rma6****","2016.08.01. 03:28","10","만화로도보고 영화로도 봤지만 정말 명작! 군봉이할아버지 너무가슴아프고 연기자분들 덕에 몰입도 최고ㅜㅜ","0","0"
"그대를 사랑합니다","tru_****","2016.08.01. 01:55","10","세번째 보는데 볼때마다 항상 너무나 좋네요..","0","0"
"그대를 사랑합니다","tlan****","2016.07.29. 00:08","10","연탄 그때 울먹울먹 너무감동","0","0"
"그대를 사랑합니다","anst****","2016.07.27. 07:33","10","말이 필요없음 짱임 꼭보세요","0","0"
"그대를 사랑합니다","shyj****","2016.07.14. 23:35","10","처음부터 끝까지 마음이 꽉차고 따뜻해지면서 어딘가모르게 그냥 찡하네요 너무나 감동적이게 봤고요 .. 나중에 또 보고싶네요 ...","0","0"
"그대를 사랑합니다","rlak****","2016.07.03. 20:37","10","여러 많은 장면이  감동적이었지만 까막눈이란거 알고나서 두번째 그림편지에 송이뿐할머니가 크게 웃는데서 할머니가 웃는것만으로도 저도 너무 행복하고 기뻐서 눈물이 났네요","0","0"
"그대를 사랑합니다","japo****","2016.07.01. 19:00","10","웹툰이 원작이라는데 너무 좋습니다","0","0"
"그대를 사랑합니다","kimb****","2016.06.28. 05:14","10","진짜 마음이 따스해지면서 따스한 눈물이 흐릅니다.이 영화를 만들어 주셔서 정말 감사합니다.","0","0"
"그대를 사랑합니다","dolc****","2016.06.26. 08:05","10","저도 저렇게 늙고싶다는 생각을 많이.했습니다","0","0"
"그대를 사랑합니다","toto****","2016.06.14. 22:57","10","계속 눈물펑펑 입니다ㅠㅠ","0","0"
"그대를 사랑합니다","sel5****","2016.06.02. 01:41","10","사랑은부질없다생각한저에게벅찬감동과뜨거운가슴을선물해준아름다운러브스토리그대를사랑합니다를보고 사랑을안할사람이누가있을까요사랑하기에살아있음을느끼며우리모두사랑하며살자구요서로의심없이서로만을 의지하며정말사랑스런영화강추감독님을사랑합니당사랑에빠지는순간서로믿기~♡행복하자","0","0"
"그대를 사랑합니다","benn****","2016.06.01. 18:51","10","한국식 신파가 아니라 참 좋다.","0","0"
"그대를 사랑합니다","rksv****","2016.05.28. 21:38","10","최고의 영화였습니다 이순재할아버지 연기는 역시","0","0"
"그대를 사랑합니다","biga****","2016.05.26. 14:34","10","정말 처음부터 끝까지 울려나했는데정말 처음부터 끝까지 울었어요...말로 표현하기힘든 아름다움이네요 ㅠㅠ","0","0"
"그대를 사랑합니다","shlt****","2016.05.20. 14:18","10","최고다 정말 최고최고 굳굳굳","0","0"
"그대를 사랑합니다","kiss****","2016.05.16. 20:32","10","죽음 마저도 갈라 놓지 못한 황혼의 로맨스 드라마 주연 이순제와 윤소정의 실전적인 연기가 나를 설득시켜 눈물샘을 자극한다","0","0"
"그대를 사랑합니다","abgw****","2016.05.13. 10:41","10","순정의 로맨스 부모님은 마지막까지도 자식이란걸 가르쳐 준 영화입니다.","0","0"
"그대를 사랑합니다","yegi****","2016.05.08. 20:56","10","너무 감동입니다 처음부터 끝날때까지 보는내내 눈물이 멈추지 않았습니다","0","0"
"그대를 사랑합니다","skyy****","2016.05.04. 15:25","10","몇년이 지나도 계속 생각나는 영화입니다 곧 다시 보려구요","0","0"
"그대를 사랑합니다","st41****","2016.04.27. 04:18","10","인생영화.지금까지 본 수많은 영화중 가장 영화다운 영화.왜 이제서야 봤는지 한심스러울 정도로 따뜻하고 행복하며 감동적이고 아름답다.절대 잊지못할 마음에 품은 영화.","0","0"
"그대를 사랑합니다","y2kz****","2016.04.23. 10:38","10","이런 명작에 헛소리 지껄이는애들 다 아구창을 날려버리고 싶다","0","0"
"그대를 사랑합니다","omy8****","2016.04.22. 19:28","10","사랑하기 때문에 그대를 사랑하기 때문에","0","0"
"그대를 사랑합니다","tjdr****","2016.04.12. 01:16","10","ost만 들어도 눈물나 ㅠㅠ","0","0"
"그대를 사랑합니다","hayo****","2016.03.24. 00:38","10","한번 생각하면서 봐주시길 바랍니다.","0","0"
"그대를 사랑합니다","dus1****","2016.03.23. 00:36","9","이건 너무슬퍼요 어르신들의사랑에떠나서 모두공감할수잇는거아닌가요?..","0","0"
"그대를 사랑합니다","bada****","2016.03.21. 20:41","10","웃다가 울다가를 여러번 반복하고 봤던 영화입니다. 영화를 예쁘게 만들어주셔서 감사합니다.","0","0"
"그대를 사랑합니다","sano****","2016.03.11. 03:11","10","인생의 종착점....","0","0"
"그대를 사랑합니다","jsp2****","2016.03.11. 02:10","10","새벽 2시. 지금보고있는데 하아 ㅜㅜ 이거 왜 지금 봄","0","0"
"그대를 사랑합니다","tesl****","2016.03.08. 23:38","10","개봉한지5년이지난 지금까지 10번도넘게본최초의영화!! 무슨말이필요있나요~ 진정 최고의영화!","0","0"
"그대를 사랑합니다","juin****","2016.03.03. 12:59","10","강풀원작중 가장 영화화가 잘된거 같음.. 암튼 인생영화","0","0"
"그대를 사랑합니다","kim4****","2016.02.29. 02:26","10","단지 할머니 할아버지 영화라서 쓰레기라는 놈들은 늙어서 자식도 없이 외롭게 찌들어서 천천히 죽어가길 원함","0","0"
"그대를 사랑합니다","abwj****","2016.02.21. 00:19","10","재밌고 따뜻한 영화네요","0","0"
"그대를 사랑합니다","psp2****","2016.01.29. 23:17","9","아 좋은영화네요.이런영화를 외면하다니,","0","0"
"그대를 사랑합니다","koum****","2016.01.24. 16:30","10","감동과 깊은 여운을 준 영화입니다... 사는 일에 대해 숙연한 자세로 돌아보게 하는~","0","0"
"그대를 사랑합니다","moun****","2016.01.13. 23:48","10","지효누나 파이팅!!♡♡♡","0","0"
"그대를 사랑합니다","lsh5****","2016.01.12. 10:09","10","가슴이 따뜻해지는 드라마","0","0"
"그대를 사랑합니다","alsr****","2016.01.01. 03:37","10","영화보고 처음으로울었어요ㅠㅠ 연기자분들 모두건강하세요","0","0"
"그대를 사랑합니다","hyer****","2015.12.28. 01:58","10","아름답다. 사랑스럽다. 마음이 따뜻해졌다♡","0","0"
"그대를 사랑합니다","twee****","2015.12.27. 10:15","10","너무나 슬프고도 마음 따뜻해지는 영화였습니다. 눈물을 참을수없었어요. 주인공 네분 선생님들 너무나 고맙습니다^^","0","0"
