word,score
경찰,7388
검찰,6557
코로나,5664
여성,5204
포토,5112
코로나19,5040
수사,4893
의혹,4833
징역,4574
서울,4474
단독,4468
혐의,4402
확진,4031
구속,3938
속보,3867
정부,3722
사망,3666
20대,3659
인사,3502
사설,3438
확진자,3368
백신,3219
지원,3168
법원,3166
서울시,3152
이재명,3099
사건,3016
전국,2947
환자,2945
윤석열,2900
논란,2884
30대,2811
기소,2763
40대,2760
50대,2711
남성,2621
조사,2467
검사,2424
무죄,2400
아들,2389
추가,2316
접종,2294
압수수색,2279
폭행,2230
수능,2179
재판,2169
살해,2133
대법,2114
2명,2102
구속영장,2089
장애인,2075
60대,2075
교사,2070
확대,2067
인천,2048
오늘,2047
피해자,2030
영상,2029
조국,2025
운영,2010
검거,1989
확정,1988
마스크,1983
직원,1979
발견,1960
송치,1924
다시,1922
숨진,1907
성폭행,1900
대표,1897
피해,1860
날씨,1839
의사,1828
불법,1808
학교,1807
마약,1801
노조,1798
교육,1786
최대,1784
공무원,1780
감염,1760
학생,1743
체포,1720
오늘의,1696
우려,1690
선고,1669
교수,1663
실형,1655
가족,1655
병원,1631
집행유예,1616
수도권,1614
공수처,1607
교육부,1602
신규,1587
대상,1582
개최,1566
국내,1566
3명,1562
흉기,1557
검토,1544
성추행,1540
추진,1536
위반,1532
공개,1532
구형,1520
발생,1499
인정,1498
아내,1493
대학,1493
의대,1487
사고,1484
파업,1469
살해한,1443
아냐,1442
10대,1433
한동훈,1423
살인,1422
강화,1420
추미애,1419
회장,1414
1년,1403
하루,1381
남편,1366
아파트,1365
올해,1364
위험,1360
가능,1359
신청,1355
시작,1353
1명,1348
이태원,1341
가장,1339
대응,1339
고발,1334
소송,1330
1심,1323
입건,1311
법무부,1308
최고,1296
적발,1294
기각,1294
전공의,1290
국민,1287
거리두기,1284
결정,1277
숨져,1273
치료,1266
장관,1265
선정,1263
필요,1263
실시,1261
vs,1260
경향포토,1256
증가,1251
모집,1249
유죄,1246
엄마,1238
4명,1227
징역형,1225
70대,1224
벌금,1223
청소년,1223
확산,1219
kbs,1219
진행,1212
내년,1210
참사,1207
발표,1199
2년,1199
대통령,1186
신고,1179
2차,1178
소환,1175
늘어,1166
집회,1163
