username,date,rating,review,likes,dislikes
11eu****,2017.09.06. 22:41,10,설경구와 김남길은 같은 살인자이지만 눈빛이 다르다 이 텍스트를 화면으로 볼 수 있게 열연해 준 두 배우님께 너무 감사하다 설현도 매끄러운 연기 보기 좋았습니다!!!! 추천해요!!,81,11
taeg****,2017.09.06. 17:59,1,댓글알바는 존재하는 게 맞다,227,160
home****,2017.09.06. 00:22,9,"소설을 먼저 읽은 후, 시사회를 통해 미리 보게 되었습니다. 소설과는 다른 설정 등으로 인해 예상과는 다르게 전개되어 오히려 더 예측불가한 스릴러적인 특징을 잘 살린거 같았습니다. 오랜만에 괜찮은 한국영화 였다고 생각합니다 :)",99,38
kokk****,2017.09.08. 14:06,1,뭐가 있을것도 같은데.. 같은데.. 하다가 뭣도 없이 끝남..기억을 갖고 노는 두뇌싸움 치밀한 구도로 가면 좋았으련만..후반 1:1 액션신은 지루했음..치밀한 스릴러도.. 곡성같은 확실한 으스스함도 없는.. 살인자에 대한 복잡한 물음만이 난무함..,167,108
6181****,2017.09.06. 22:20,9,설현이 나온다거해서 기대하지않고 봤는데 설현도 극전개에 문제일으키지않고 연기 잘합니다. 설경구님과 김남길배우님의 연기로 오랫만에 소름돋는 영화한편 보았네요,71,13
didw****,2017.09.06. 21:47,10,"김남길과 설경구의 연기가 인상적이다. 설현도 위화감 없이 연기를 해냈고, 스토리도 예상치 못한 방향으로 흘러가서 좋았다.",64,12
ocro****,2017.09.06. 11:38,10,이토록 쓸쓸한 해피엔딩이 있을까...명불허전 설경구와 김남길의 연기력.그리고 배우 설현의 발견.단언컨대 2017년 최고의 한국영화,74,24
true****,2017.09.08. 15:26,1,영화의 내용과 재미를 말하지 않고.   연기가 좋았다~ 는 개드립치면 알바임. ㅋㅋ 미친 어느 관객이 영화 보고나와서 연기가 좋았다는 생각을 먼저하겠냐? 알바새키들도 무식해 ㅋㅋ,150,102
hyoj****,2017.09.06. 15:02,10,와‥ 김남길 대박‥ 눈알까지 연기함.   같이 간 친구가 계속  김남길 원래 정상 아닌거 아니야? 할 정도 ㅋ,63,16
carl****,2017.09.06. 00:03,10,신들린 연기에 시간가는줄 몰랐네요.,88,42
bgbg****,2017.09.06. 14:02,8,설경구 김남길의 미칠듯한 연기력으로 편집과 연출의 아쉬움을 달랬다 설현도 기대이상으로 잘해줬다결말이 살짝 이해가 되지 않지만 관람객들에게 여지를 남겨서다시 한번 생각나게 하는 영화가 되지 않을까 싶다 올해 한국영화중에서 기억나는 작품이 될 듯,52,7
blac****,2017.09.07. 09:18,1,솔직히 인정하자 너무 지루함,136,91
pure****,2017.09.06. 12:24,9,원작의 큰 틀에서 많이 벗어난 스토리와 캐릭터 각색이 원작팬으로써도 꽤 만족도 높게 영화화됐네요. 특히 김남길의 민태주캐릭과 연기가 영화의 긴장감을 좌우하는 촉매제역을 해냅니다.,54,11
endj****,2017.09.07. 09:59,1,"모든 연출이 과하고, 원작 소설을 재밌게 본 사람으로서 안타깝...김남길 뺴고는 다른 배우들 연기도..",72,31
ryun****,2017.09.06. 17:33,10,김남길 눈빛 어쩔.... 설경구 연기도 물론 좋지만 그에비해 비중이 적은 김배우가 더 뇌리에 남는 건 뛰어난 눈빛연기인 듯.김남길 그는 천상 배우임에 틀림없다,46,6
wooo****,2017.09.06. 00:07,10,반응이 좋아서 더 기대됩니다 살기법 파이팅,79,39
tunt****,2017.09.06. 00:14,10,믿고보는 두 배우와 첫 주연으로 역활을 잘 소화한 설현 너무 기대되는 작품 살기법 파이팅,83,43
9309****,2017.09.07. 00:52,1,내가꼬인건가? 베스트 평점들이 어떻게 시간 00:01 에 동시에 쓰여있나?,95,55
iyou****,2017.09.06. 07:21,10,그냥 최고라고 생각되네요,66,27
leeo****,2017.09.06. 21:15,10,설경구님 연기 넘 잘하시고 김남길님은 멋지면서도 연기 굉장하고요 설현님 한 미모 하시면서도 연기가 좋았습니다.추천합니다,48,11
rans****,2017.09.08. 00:13,1,살인자도 기억하고 싶지 않은 영화...,79,43
s_5_****,2017.09.09. 20:36,1,뱁새가 황새 따라하려다 가랑이 찢어짐.메멘토 아류작,72,37
molo****,2017.09.06. 15:04,9,"설경구, 김남길씨는 믿고 있었고 김설현씨는 노래보다 연기를 더 잘하는 것 같은데요~^^",47,13
coon****,2017.09.11. 00:27,1,살인자들이 멋있게 나오는 내인생최악의쓰래기영화 주인공은 연쇄살인마주제 딸을지키는 선한역으로 나오고 악역인연쇄살인마도 마지막에 멋있게웃는장면으로엔딩 연쇄살인범피해자분들이보면 기겁할영화 보고나서 너무 화가나서 살면서처음으로 영화후기남겨본다,74,40
nate****,2017.09.06. 09:00,10,기억이란 선물 위대한 것이다. ㅎ,50,17
ckdg****,2017.09.09. 22:46,1,결말 진짜 개짜증난다 진짜 아 돈 물어내라,75,43
rlad****,2017.09.07. 00:45,1,알바충들ㅡㅡ 작작해라,76,44
mina****,2017.09.07. 14:35,1,딸을구하려는아버지 설경구의연기는좋았다.하지만 전체적으로 공감이전혀되지않는살인장면과.싸움 액션씬등 중간에 영화보다 극장나갈뻔했다.뭔가억지스러운 장면의 연속들..오직설경구의 눈떠는 연기만 기억날뿐이다.,94,62
way3****,2017.09.06. 15:14,10,연기의 구멍이 없다. 심지어 재미있다.,42,11
yjh2****,2017.09.06. 12:58,10,소설도 좋았는데기대를 저버리지 않았습니다설경구와 김남길 배우의 연기에 아낌없는 박수를 보냅니다,34,4
kimy****,2017.09.07. 02:45,1,영화보다가 제가 살인마될뻔했네요,68,40
leea****,2017.09.06. 22:24,10,요즘 날씨에 잘 어울리는 영화인 것 같다. 김남길 화이팅!,31,4
miya****,2017.09.08. 14:28,10,김남길 때문에 봤는데 역시...후회없어요 설현은 기대를 안해서 그런지 의외로 괜찮던데요,32,5
jdm6****,2017.09.06. 22:53,10,김남길의 소름돋는 연기력에 감탄했다..설경구는 말할것도 없고 설현도 연기 어색한 부분 없이 잘한것같다!! 대박날 영화 꼭보세요!!!,33,6
shes****,2017.09.06. 14:20,10,설경구랑 김남길은 워낙 연기를 잘하셔서 놀랍지도 않고 설현은 진짜 설경구님 딸인줄 연기 잘했어요. 유머도 있고 완성도 있는 영화를 보고 나니 원작이 궁금해져서 읽어보려구요~!,38,11
tyca****,2017.09.06. 04:01,10,내 글 밑에 스리같은 새기들 때문에 평점 높이러 왔습니다,47,20
nkki****,2017.09.07. 17:56,10,설경구는 말할것도 없음 그냥 그 자체임 김남길 진짜 다시봤음 아 너무 잘해서 ㅜㅜ진짜 영화 시간가는줄 모르고 봤어요 돈안아깝고 아 연기력 진짜 최고,27,1
4499****,2017.09.07. 18:43,10,"역시 김남길!!!눈빛, 말투, 표정, 목소리,분위기,,캐릭터마다 모두 다르다",28,2
dohe****,2017.09.06. 22:45,10,와 김남길 와... 연기력 할말잃.. OO아 넌 살아야지! 하는데 소름 쫙 돋았다.,30,4
leia****,2017.09.06. 13:23,9,기대안했는데 정말 다들 연기력엄청나요. 남길오빠 대단 ㅎ,34,8
hdka****,2017.09.06. 17:26,10,너무너무 재밌었다 김남길 살인마연기는 최고엿음,35,9
alfk****,2017.09.10. 04:59,10,별기대안하고봤는데 김남길대박!!연기도잘하고 기럭지짱,26,1
ehsc****,2017.09.06. 13:00,10,설경구 OOO기와  김남길믿고보는 배우..설현도 자기몫 한거같음,30,5
dsu0****,2017.09.06. 20:24,10,설경구님과 김님길님 연기에 무릎딱치고갑니다,31,6
ren1****,2017.09.07. 17:59,10,너무 심하게 재미있다 해빙 이후에 최고였음 김남길 존멋,32,7
leej****,2017.09.06. 09:39,10,재밌게 봤네요 후회안해요 보는거,35,10
iufg****,2017.09.06. 12:26,10,영화 자체는 8점대였지만 1점테러충들 때문에 10점 줌.영화를 봤다면 저런 평가를 못할텐데 영화를 보고 평점을 쓰긴 하는건지 의문ㅋㅋ,44,19
d800****,2017.09.08. 00:27,1,재미없습니다. 다운받아서 보세요,60,35
thdu****,2017.09.10. 08:57,9,어젯밤에 봤는데 재밌었어요... 오는길에 민태주가 계속 생각났어요 김남길 눈빛이 인상적이였네요,26,2
kmoo****,2017.09.06. 14:17,9,"오늘 조조로 보고 왔어요, 앞에 좀 늘어지는 것 같았다가 중간부터 끝까지 긴장감 대박적임. 말그대로 니기억을믿지마라~ 그치만 설경구 김남길 연기는 믿어라~ 책이랑 좀 다르다던데 책 읽고 다시 한번 더 보고 싶네요. 재밌었어요.",28,4
holl****,2017.09.06. 09:48,10,원작보다 재미있게 봤따..원작도 진짜 재미있었는데. 될지어다.,32,8
pjm2****,2017.09.06. 14:52,8,설현 연기가 생각보다 ㄱㅊ하네요,43,19
fuck****,2017.09.06. 00:06,10,예매했어요! 내일보는데 기대됩니다!,50,26
broc****,2017.09.09. 20:43,1,이게 10점 줄 수 있는 영화인가요 후반으로 갈수록 늘어지고 잔인함으로 채웠네요.,59,35
fm7c****,2017.09.06. 13:10,10,설경구 김남길 연기 진짜.. 대단하다는 말밖에 안나오네요. 설현도 제몫을 잘한듯~,28,5
dak_****,2017.09.06. 22:09,10,민태주 소름끼치는 살인마연기  디게 섬뜩하네~~뚜껑 열었다 닫는거 또보러가야겠다,30,7
gusw****,2017.09.06. 04:33,10,저번 VIP시사회때 봤었는데 배우들 연기 다 좋았어요 설현도 잘했어요 특히 후반부 몰입 영화몰입도가 떨어지거나 그런거 없었으니 걱정안하셔도 될듯 물론 늘어지는 부분도 살짝있고 마지막 엔딩이 불호를 타긴할것 같지만 전반적으로 볼만한 작품인건 맞는것같아요,45,22
gmrv****,2017.09.08. 12:35,10,오랜만에 재밌게본 국산영화네ㅋㅋ 설경구는 역시 명품연기였고 김남길도 대박몰입감 설현도 잘하던데ㅋㅋ,25,3
jura****,2017.09.07. 01:14,10,영화관에서 음료수삼키는데 눈치보일정도로 엄청난 몰입도. 설경구는 연기의 신인건가..  김남길은 완벽한 연기변신!내가 아는 사람인가싶다! 의외로 설현도 잘 녹아들었다.  올해 최고의영화 강추합니다,25,3
boms****,2017.09.06. 13:29,10,두시간이 언제 지나갔을까 모르게 몰입도와 긴장감이 영화 보는 내내 지속되었다. 간간이 웃음코드도 적절하고 무엇보다 설경구 김남길 연기 둘다 대박! 설현도 자기 몫을 잘해낸둣. 영화 보려는 지인들에게 추천할 예정.,26,4
4353****,2017.09.06. 00:01,8,예매했어요 기대할게요!,56,34
crys****,2017.09.07. 07:54,10,진짜 설경구의 눈빛과 김남길의 미친듯한 연기력 ... 꼭 추천 합니다.. 당장 보러가세요,23,2
jasm****,2017.09.06. 17:26,10,"그냥 봐야한다. 관객이 어, 뭐지...? 라고 의심할 부분에 다시 한번 반전을 준다. 설경구와 김남길의 연기는 관객을 끊임없이 추리하게 만들고 빠져들게한다.",24,3
next****,2017.09.06. 16:12,9,설경구 김남길씨 연기력은 알고있었지만  설현씨는 기대이상 몰입감이 좋았어요! 원작을 안봤는데도 재밌었습니다.,24,3
jere****,2017.09.06. 10:16,10,설경구와 김남길의 연기력,25,4
dami****,2017.09.06. 15:05,10,"올드보이 , 살인의 추억 이후로 재대로된 한국영화 하나 나왓네, 말이 필요없다 그냥 꼭봐라",26,5
dudd****,2017.09.07. 18:18,10,올해 본 스릴러 영화중 최고였습니다 2시간내내 가슴졸이며 봤네요,27,6
gt27****,2017.09.06. 09:19,10,기억해 내야만 하는 것 때문에 후반부 긴장의 끈을 놓칠 수 없었다..,31,10
dmst****,2017.09.06. 00:44,10,예매함ㅋ  보러가야지 너무재밌어보임,38,17
hone****,2017.09.06. 22:40,10,설경구는 뭐 원래 연기로는 말이 필요없고 김남길도 연기 잘하고설현이 의외였다. 배우들 연기 굿굿 스토리 전개도 굿굿 영화 잘봤어요,21,1
pine****,2017.09.07. 14:30,10,다 떠나서 설경구 김남길 설현 정말 연기 잘해요. 특히 설경구과 김남길의 연기는 어떤 경지에 이른 것 같다는 느낌마저 주네요,23,3
sexy****,2017.09.06. 08:10,9,신선한 전개에 잼있게봤습니다.,28,8
gree****,2017.09.09. 09:49,1,안봐. 믿고 거르는 설경규,55,35
lmh1****,2017.09.07. 00:52,1,"알바들 댓글 열심히 하네 ㅋㅋㅋ  설경구 나오면 무조건 노답이다, 김남길에겐 미안하다 , 앞으로 영화찍을땐 함께 출연할 배우보고 출연결정 하갈 ,....",58,38
ssyw****,2017.09.06. 22:39,10,반전에 반전을 거듭하는 스토리가 압권. 설경구 연기 말할 필요 없고 김남길이라는 배우를 다시 보게 되었다. 설현도 제 몫을 다하고 있다.,20,1
3112****,2017.09.06. 20:23,10,죽기전에 담배 한대 정도는 괜찮잖아?-오달수-,20,1
maru****,2017.09.06. 22:57,10,설경구 김남길의 연기가 단연 돋보이는 영화였어요 2시간 내내 다음장면을 예측할 수 없었고 내가 알고 있는 진실이 왜곡된 거짓이라는 걸 알았을땐 소름끼쳤습니다 설현도 연기를 잘 해주었고 설경구믿고 보는 영화인듯 싶네요,22,3
yong****,2017.09.06. 14:16,10,끝까지 긴장감을 놓을 수 없다.. 정말 끝까지 간다..,22,3
sunj****,2017.09.06. 15:37,10,지금 까지 본 범죄 스릴러 영화 중 가장 인상깊었던 영화인듯,23,4
hell****,2017.09.06. 00:10,10,내일보러가요 넘기대됨  같은여자지만 설현넘좋음!!,74,55
jdgt****,2017.09.06. 21:33,9,배우들의 연기법이 궁금해질만큼 좋은 연기자들과 흥미롭고 색다른 스릴러라서 좋아요. 변화무쌍한 김남길의 눈빛과 표정연기가 넘 좋았요.,20,2
dbsr****,2017.09.07. 10:19,10,김남길씨 연기 스펙트럼이 정말 넓은 것 같습니다설경구씨 연기도 대박이고 이 영화에서 연기력이 부족한 배우는 한 명도 없었습니다,21,3
imay****,2017.09.06. 02:20,9,"설경구의 연기만으로도 훌륭한 영화!!김남길의 안정된 연기도 괜찮고,영화의 완성도가 높은 영화다운 영화",25,7
kha2****,2017.09.09. 20:38,1,이런결말을 보고도 10점을 주냐,42,24
khyg****,2017.09.07. 10:00,1,0점제발만들어라 이 영화를 위해,52,34
rnfe****,2017.09.10. 09:31,10,설경구의 소름끼치는 연기와 김남길의 완벽한 이미지 변신 그리고 설현도 연기 정말 괜찮았음 내용도 계속해서 반전 주고 끝까지 손에 땀이 날 정도로 재미있었음ㅠㅠ,17,0
spar****,2017.09.06. 22:08,10,설경구 김남길 연기 개쩔음 ㅜㅜㅜ 기대 이상으로 재미있고 몰입감있는 영화였다,18,1
dpql****,2017.09.06. 16:01,10,"연기가 진짜 장난아닌듯.. 김남길, 설경구 다들 이번에 인생연기하심",19,2
pay0****,2017.09.06. 22:56,10,셋 다 연기 훌륭합니다 그런데 설경구의 연기는 완전히 넘사벽.. 이번 영화에서 설경구의 한계를 뛰어넘은 듯합니다 ㅋㅋ 김남길은 원래 그렇듯 잘했구요 설현.. 최고.. 설현 구멍 전혀 안 보임. 설현 팬 될 듯,21,4
jkbu****,2017.09.06. 16:51,10,김남길 연기 진짜 소름 설배우님은 말이 필요 없지,21,4
the_****,2017.09.06. 11:36,10,원작과 다른 부분이 있었지만 원작의 매력을 충분히 살린 작품이라고 생각합니다! 색다른 한국 영화를 본 기분이에요. 그리고 설경구 배우님의 연기는 정말 감탄의 연속! 설현 님의 연기도 좋았었네요. 재미있게 봤습니다!,21,4
hjh3****,2017.09.06. 11:03,9,소름끼치는 연기력과 몰입도,21,4
mira****,2017.09.06. 21:32,10,설경구연기에김남길의서늘한눈빛!두배우연기력이돋보인다.그속에자연스럽게스며든설현의여기또한좋다.탄탄한스토리에연출력까지엄지척!개인적으로김남길은천의얼굴을가진배우인듯!설경구에김남길!둘의조합이신의한수였다!!!,22,5
qian****,2017.09.06. 14:40,10,연출 넘 좋네여!! 적당히 자극적이고 흥미로워요! 눈을 뗄 수 없습니다 ㅎㅎ,22,5
wndu****,2017.09.07. 00:34,10,책과는 다른 매력이 있다. 원작을 훼손하지 않는 선에서 적당히 픽션을 감이하여 잘 만들었다. 설경구의 안면경련 연기와 김남길의 서늘한 연기는 최고다. 설현도 제 몫을 톡톡히 해냈다. 끝날 때까지 끝난 게 아니다. 네 기억을 믿지마라!,23,6
fuch****,2017.09.06. 14:44,10,와.. 여기 배우들 연기 개쩔더랔ㅋ,23,6
suck****,2017.09.06. 20:05,9,참봉참봉 허참봉이 순경순경 민순경이됬구먼,17,1
feel****,2017.09.06. 14:19,10,"1억배우는 말할것도 없고 설경구의 연기 실감나고 설현, 김남길 너무너무 연기 잘하네요. 안보면 후회, 연기공부할 사람은 필히 보길 바람",18,2
mspd****,2017.09.06. 14:54,9,추천할만합니다 적절한 반전도있고 배우들 연기가 좋았습니다,19,3
gari****,2017.09.06. 15:06,10,말이 필요없음. 진짜 이건 스크린으로 꼭 봐야한다. 흐름이 빨라서 눈으로 쫓는 재미가 있는 영화!,20,4
cmr0****,2017.09.06. 14:41,10,"설경구, 김남길의 믿고 보는 연기. 결말까지 보고도 스토리라인 따라 다시 보고싶은 영화.",20,4
ktig****,2017.09.06. 12:24,10,원작을 안봐서 잘 모르겠지만 영화 자체로만 보면 역대급 스릴러,21,5
cute****,2017.09.06. 14:35,9,"피해망상충들 또 평점테러 시작이군요,영화 아주 잘 빠졌네요.올해 스릴러장르영화중 가장 잘나온듯.",24,8
exit****,2017.09.06. 12:48,9,숨죽여 봤어요. 이 영화 보면 옷을 더 챙겨 입어도 서늘합니다. 원작도 읽었지만 또 다른 느낌! 재밌어요. 그냥 눈을 못 떼겠어요. 설경구의 얼굴도 바꾸는 열연. 김남길의 서늘함. 설현 연기 좋구요. 추천해요,19,4
tryd****,2017.09.06. 02:13,10,재밌네요 ㅎㅎ  남자배우 연기도 좋았지만 설현님 연기 또한 좋았습니다.오랜만에 재밌게봤네요 ㅎㅎ,31,16
andd****,2017.09.07. 10:12,1,안보는거 추천현실성도 없고 지루해요,45,30
thsk****,2017.09.11. 11:02,10,어제 보고 왔는데 올해 본 영화 중에 제일 재미있었어요!! 설경구 연기가 미쳤어요;; 김남길 목소리 완전 소름끼치고 설현 연기도 아주 좋아요!! 책도 꼭 읽고 싶어요^^ 마지막 반전 때문에 한 번 더 보고 싶네요!!,14,0
sewo****,2017.09.08. 19:46,10,배우들 연기가 소름돋았던 영화,14,0
jinc****,2017.09.06. 20:29,10,"소설 보고 영화봤는데 설경구,김남길,오달수,설현 배우의 연기 좋았습니다.",14,0
mylo****,2017.09.08. 23:21,10,방금 보고왔는데 ... 너무 무섭고 소름...설현 연기도 개인적으로 괜찮았고 설경구 연기 진짜 대박임!! 그리고 김남길 역시 진짜 할말을 잃음...소름,15,1
draf****,2017.09.06. 16:09,10,이 영화는 이 배우들 아니었으면 안됬을듯!!,16,2
jung****,2017.09.06. 12:53,10,정말 연기최고 몰입도최고!!,16,2
mari****,2017.09.06. 10:15,10,"설경구 배우 인생연기각!!! 김남길 서늘한 연기도 좋고, 설현도 기대 이상으로 자연스럽게 녹아든다! 서늘한 가을에 보기 딱 좋은 영화인듯! 강추!!",16,2
pooh****,2017.09.06. 21:54,10,그냥 오짐.. 감독님의 여러가지 센스가 돋보이는!,17,3
zkfm****,2017.09.06. 15:59,10,꼭보세요~두번보세요~보기드문 수작 연기력과스토리 탄탄~왜 김영하 김영하 설경구 설경구 김날길 김날길하는지 알게될것입니다.,17,3
gerr****,2017.09.06. 15:40,10,신선한 이야기 전개와 배우들의 명품 연기,17,3
gwan****,2017.09.06. 15:20,10,"설경구 김남길의 살떨리는 케미에 숨죽이며 봤습니다 영화의 구성과 재미, 배우들의 연기 어느하나 빠지지 않았고 훌륭했습니다 은희역할의 설현도 멋진 열연이었습니다",17,3
mjoo****,2017.09.07. 00:43,10,설경구 연기력 최고.김남길 역쉬 대단,18,4
rlax****,2017.09.06. 20:09,10,진짜 실명  까고 후기 남긴다 내 이름은 김태규다 앵간한 한국 영화 다 봤는데 진짜 팝콘  콜라 풀세트 사서 봤는데 진짜 반전 미쳐서 옆에 보던 친구 얼굴 보고 놀래고 영화 보고 놀랬다 그냥 보셈 실제 후기다,18,4
lhjl****,2017.09.06. 14:09,9,다들 연기를 정말 잘하셔서 시간 가는 줄 모르고 봤어요. 설현씨도 연기 엄청 늘어서 작품에 잘 녹아들어 간 것 같아요. 영화 대박나시길! 다만 원작을 안봐서 원래 내용인지는 모르겠지만 마지막이 약간 아리송해서 9점 드립니다.,21,7
yeon****,2017.09.06. 06:32,10,다른분들의 별점만으로 증명하는것같네요저도 오늘 볼려고 예매했네요~~,21,7
bigc****,2017.09.06. 11:41,10,"설경구 제2의 전성기 맞는 듯. 시사 보고왔는데 옛날에 잘나갔던 옛배우의 익숙한 느낌이 아니라, 사람이 새것처럼 반짝거림은 물론이고 신선한 듯 노련해보인다.신기하다. 스토리는 원작이 워낙 훌륭하니 말할거없고 편집 개훌륭! 설현도 다음영화가 기대되기시작",28,14
kimp****,2017.09.12. 19:53,1,알바 너무 많은듯.. 속고 봐서 분함...스토리 흐림이 너~~~무 지루함..뭔가를 만들려고 하지만 만들어지지않고 지루하게 다가옴ㅡㅡ 결론 노잼임 돈아까움,37,23
qkrr****,2017.09.07. 01:36,1,배우들의 연기력은 아주 뛰어나다. 영상구도는 물론 복잡한 상황의 연결도 자연스럽다. 하지만 현실성이 너무 떨어진다. 알츠하이머라는 것을 감안해도 주인공의 준비성이 너무 떨어진다. 영화 내내 부주의하다. 제 정신일때 조차 아무것도 준비하는게 없다,42,28
dlwn****,2017.09.09. 20:42,1,진짜 영화보고 재미없다 글쓴적은 처음이다.뻔하고 지루하다. 그냥 설경구 눈이랑 얼굴 구기는것만생각난다 1점도 아까워,43,29
high****,2017.09.07. 12:51,1,개노잼노잼노잼노잼노잼,44,30
rh_r****,2017.09.07. 02:48,1,아? 기억나는거라고는 굉음내면서 눈밭에서 사고나는 장면? 몇번을 봤는지... 아수라같기도 악녀같기도... 주변사람들이 본다하면 다른영화를 추천해줄꺼야ㅠㅠㅠ,47,33
kims****,2017.11.19. 04:32,10,"소름이 설경구,김남길 대상주세요. 와 진짜 대작이다.",13,0
shaz****,2017.09.10. 09:36,9,한국 영화는 잘안보지만 재밌네요~~배우들의 연기도 좋았고요ㅎㅎ,13,0
alpo****,2017.09.06. 20:28,10,어렵지만 흥미진진했단 영화였습니다,13,0
toky****,2017.09.08. 13:34,10,김남길 좋다.. 악역인데 괜히 멋있다 연기가 너무좋아서 ㅠ,14,1
deng****,2017.09.08. 13:22,10,역시 설경구 김남길 연기는 최고였다,14,1
an30****,2017.09.08. 11:45,10,김남길 잘생겼다...,14,1
joeu****,2017.09.06. 13:09,10,살인자의기억법화이팅.다들연기도잘하고재밌습니다.설현화이팅,14,1
radd****,2017.09.10. 16:14,10,"이런 영화가 평점이 8점이고, 택시운전사가 9점이 넘는걸보니 한국영화 감독하기는 참 쉽다는 생각이 드는 하루네요... 우리나라는 보편적 감성만 살살 건드리는 감성팔이만 하면 흥행불패고, 스릴러는 아무리 명작이라도 1000만 관객 동원 못하죠",15,2
jm00****,2017.09.08. 00:39,10,김남길 배우 보러갔다가 설현 의외로 잘하는 모습에 놀라고. 설경구는 말할것도없고 남길님의 차가운연기에 ..잘봤습니다.  정말 모두 연기 대박입니다,15,2
nazn****,2017.09.06. 20:26,10,김남길 설경구등 배우들 연기력 최고입니다.,15,2
kari****,2017.09.06. 17:26,10,진짜 막무가내 별점테러 뭡니까,15,2
leaf****,2017.09.06. 16:02,9,"설경구 씨 연기력이야 알고는 있었지만.. 제가 본 중 최고였습니다. 표정, 말투, 몸짓 하나까지 완벽하네요. 김남길 씨도 대단했고 배우들 연기가 영화를 더 빛나게 해 주었습니다.스토리도 단순히 무섭다가 아니라.. 깊은 슬픔과 처연함에 눈물도 흘렸네요",15,2
