Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
MLP,Test set,10274,2368,3241,410,4255,0.8524118070554355,0.3575418994413408,0.8877019994522048,0.5037761940219125,0.5459412108234378,0.6226219494467728,0.7273506504581178
MLP,Entire population,51369,13732,17334,783,19520,0.9460558043403375,0.41296764104414774,0.9567809239940388,0.5749576067159335,0.6047616266619946,0.6848742825190932,0.8756949320973081
