Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
CNN,Test set,1600,1389,20,165,26,0.8938223938223938,0.9816254416961131,0.10810810810810811,0.9356685752778713,0.880625,0.5448667749021106,0.6846089198739376
CNN,Entire population,12984,7110,32,5816,26,0.5500541544174532,0.9963565022421524,0.005471956224350205,0.7088027115940584,0.5500616142945163,0.5009142292332514,0.37436030073138343
