Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
CatBoost,Test set,10274,5663,1946,1705,960,0.7685939196525515,0.8550505813075645,0.5330046562585593,0.8095204059752699,0.7406073583803776,0.6940276187830619,0.7849596037281664
CatBoost,Entire population,64492,29526,23619,7621,3726,0.794842113764234,0.8879465896788163,0.7560499359795134,0.8388187332206424,0.8240556968306146,0.8219982628291649,0.9062281274889478
