,전체주중주말,주운행선,운행년월,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,접종시작자수,사망자수,코로나진행정도,확진자수,접종완료자수,정부대응정도,격리된자수,국가이동제한정도,ITX-마음,ITX-새마을,누리로,무궁화호,새마을호
0,전체,경부선,2015-01-01,31,15,16,1,0,2237.806452,114303.0645,118299.9677,34856.17378,2653.886146,35994.24992,1.032296963,13.13589193,0.655046671,0,15.38709677,0,0.322580645,15.06451613,6,6,11,130.1612903,906.6512316,0,0,0,0,0,0,0,0,0,11087.58065,5461.225806,71326.93548,2281.806452
1,전체,경부선,2015-02-01,28,14,14,3,3,2259.642857,115898.6429,122230.5357,35360.03509,2670.969758,37267.64861,1.053511902,13.23910141,0.672807856,0,15.53571429,3.25,0.428571429,11.85714286,6,6,11,132.1428571,924.6009299,0,0,0,0,0,0,0,0,0,12042.82143,5728.357143,74085.89286,2667.357143
2,전체,경부선,2015-03-01,31,13,18,1,0,2209.419355,113191.3226,114985.0645,33778.73683,2549.425973,34165.23994,1.00923135,13.24880885,0.616368102,0,15.12903226,0,0,15.12903226,6,6,11,129,885.6758967,0,0,0,0,0,0,0,0,0,10985.45161,6255.193548,77375.87097,2203.096774
3,전체,경부선,2015-04-01,30,12,18,0,0,2204.866667,113265.7667,117478,34058.15264,2571.47348,35185.17065,1.030582364,13.24241941,0.639755184,0,16.26666667,0,0,16.26666667,6,6,11,127,919.469078,0,0,0,0,0,0,0,0,0,11383.06667,6357.266667,77846.9,823.5
4,전체,경부선,2015-05-01,31,17,14,2,0,2253.483871,115901.8065,125628.5806,34545.05789,2625.032776,37306.437,1.077700297,13.16537309,0.682808862,0,16.93548387,0,0.677419355,16.25806452,6,6,11,129.7419355,962.9056759,0,0,0,0,0,0,0,0,0,13055.16129,6534.064516,82697.3871,539.1290323
5,전체,경부선,2015-06-01,30,12,18,1,0,2207.466667,112856.2,85131.13333,34357.59211,2543.981887,25879.13808,0.754003593,13.50335336,0.462277591,0,16.2,0,0.066666667,16.13333333,6,6,11,127.1666667,668.8083594,0,0,0,0,0,0,0,0,0,8341.166667,5213.666667,60455.56667,120.2666667
6,전체,경부선,2015-07-01,31,13,18,0,0,2211.16129,113318.1613,105368.0968,35289.10448,2620.194737,32750.5097,0.927387084,13.47368217,0.587232392,0,19.22580645,0,0,19.22580645,6,6,11,127.3548387,825.0180431,0,0,0,0,0,0,0,0,0,10534.09677,5841.83871,67136.74194,418.2580645
7,전체,경부선,2015-08-01,31,14,17,1,0,2160.451613,109725.3548,114646.3226,36780.08157,2656.478879,38398.50795,1.043797555,13.8515638,0.678372805,0,18.25806452,0,0.032258065,18.22580645,6,6,11,127.9354839,894.6378043,0,0,0,0,0,0,0,0,0,12231.22581,6318.83871,70552.41935,557.8387097
8,전체,경부선,2015-09-01,30,13,17,3,3,2179.2,111377.9333,112882.3,35530.7462,2523.999087,35798.52794,1.005498454,14.08412976,0.621781555,0.1,19.43333333,2.833333333,0.566666667,16.13333333,6,6,11,129.3,866.2849561,0,0,0,0,0,0,0,0,0,12323.13333,6829.9,75763.33333,893.1333333
9,전체,경부선,2015-10-01,31,14,17,2,0,2155.677419,110162.7742,119367.0645,35750.69667,2548.727056,38562.9287,1.077308552,14.03209818,0.67265109,0,18.83870968,0,0.096774194,18.74193548,6,6,11,128.1935484,925.8344763,0,0,0,0,0,0,0,0,0,12432.74194,6347.193548,77012.93548,1003.064516
10,전체,경부선,2015-11-01,30,13,17,0,0,2147.2,110138.2667,120314.2,35470.68779,2528.420586,38533.17018,1.083006295,14.03273926,0.672170196,0,18.8,0,0,18.8,6,6,11,127.7,934.461018,0,0,0,0,0,0,0,0,0,12040.26667,6545.3,76765.66667,455.8333333
11,전체,경부선,2015-12-01,31,12,19,1,0,2131.548387,109256.2581,114735.5806,35349.62327,2542.466018,37026.77468,1.046311023,13.91131995,0.651994394,0,19.12903226,0,0.258064516,18.87096774,6,6,11,127.1935484,898.3931843,0,0,0,0,0,0,0,0,0,12482.74194,6052.967742,73881.45161,500.6129032
12,전체,경부선,2016-01-01,31,15,16,1,0,2169.548387,111208.871,109746.5161,36084.59422,2639.280637,35438.61224,0.982587396,13.67447145,0.634308869,0,18.83870968,0,0.193548387,18.64516129,6,6,11,128.516129,850.1366279,0,0,0,0,0,0,0,0,0,12090.58065,6103.774194,63966.32258,515.0645161
13,전체,경부선,2016-02-01,29,14,15,3,3,2199.034483,112680.8966,116163.069,36415.71851,2650.538487,37396.43741,1.027842442,13.74171837,0.665973035,0,19.17241379,3.517241379,0.620689655,15.03448276,6,6,11,130.5517241,886.8010125,0,0,0,0,0,0,0,0,0,13086.27586,6762.241379,70853.65517,892.4482759
14,전체,경부선,2016-03-01,31,13,18,1,0,2135.806452,109433.0323,105229.3871,35141.58251,2526.959109,33458.45952,0.95390988,13.90675406,0.589729536,0,25.19354839,0,0,25.19354839,6,6,11,126.6774194,824.2470099,0,0,0,0,0,0,0,0,0,11050.58065,6657.935484,67763.58065,1057.935484
15,전체,경부선,2016-04-01,30,14,16,0,0,2163.933333,110855.6333,115041.4333,35513.99461,2560.211969,36498.18556,1.028647975,13.87105597,0.64426399,0,25.53333333,0,0.1,25.43333333,6,6,11,128.3333333,888.766002,0,0,0,0,0,0,0,0,0,12746.7,6841.833333,71699.8,1845.133333
16,전체,경부선,2016-05-01,31,14,17,2,0,2160.774194,110765.0968,117817.0645,35487.75879,2573.901035,37305.3316,1.054129599,13.78899877,0.663650837,0,25.77419355,0,0.419354839,25.35483871,6,6,11,128.5483871,908.5947731,0,0,0,0,0,0,0,0,0,13463.06452,6859.419355,73929,1279.258065
17,전체,경부선,2016-06-01,30,13,17,1,0,2142,109805.2667,114478.9,35333.51799,2584.910807,36488.07305,1.034215373,13.67146,0.654597741,0,25.46666667,0,0.2,25.26666667,6,6,11,127.4666667,891.0726251,0,0,0,0,0,0,0,0,0,12252.76667,6535.5,67938.66667,398.8666667
18,전체,경부선,2016-07-01,31,15,16,0,0,2171.741935,111306.2258,113699.7097,35922.13663,2624.762983,36492.84045,1.016515992,13.68762782,0.65310763,0,25.96774194,0,0.451612903,25.51612903,6,6,11,129.1612903,875.859257,0,0,0,0,0,0,0,0,0,12503.58065,6052.064516,66020.54839,366.0322581
19,전체,경부선,2016-08-01,31,13,18,1,0,2152.16129,110324.7419,113205.6129,36476.33416,2657.881936,37337.38872,1.023773025,13.72702851,0.666448918,0,25.96774194,0,0.903225806,25.06451613,6,6,11,128.3870968,879.4020757,0,0,0,0,0,0,0,0,0,12890,6180.322581,66508.35484,422.9677419
20,전체,경부선,2016-09-01,30,15,15,3,3,2201.2,112777.9667,113880.4,35692.00508,2568.436403,35775.22536,1.002863322,13.89966325,0.630255021,0,25.1,3.433333333,1,20.66666667,6,6,11,131.0333333,863.1137741,0,0,0,0,0,0,0,0,0,12852.56667,6865.433333,69682.83333,643.2333333
21,전체,경부선,2016-10-01,31,15,16,2,0,2149.870968,110176.5484,122209.0645,35158.53509,2524.33198,38500.61818,1.098561126,13.92808188,0.677730913,0,26.83870968,0,0,26.83870968,6,6,11,128.0645161,945.4089071,0,0,0,0,0,0,0,0,0,10432.19355,5598.258065,59864.32258,0
22,전체,경부선,2016-11-01,30,12,18,0,0,2077,106453.5,121186.8667,34754.27939,2509.309146,38965.17368,1.124893074,13.84940704,0.690798123,0,28.66666667,0,0,28.66666667,6,6,11,127,942.9101275,0,0,0,0,0,0,0,0,0,9908.033333,5443.8,57985.96667,0
23,전체,경부선,2016-12-01,31,14,17,1,0,1772.709677,91182.29032,96701.09677,35239.39097,2593.01276,37283.90055,1.060419025,13.5927372,0.660308128,0,21.77419355,0,1.451612903,20.32258065,6.709677419,5.709677419,11.09677419,103.9354839,932.2251018,0,0,0,0,0,0,0,0,0,13600.90323,1152.967742,62287.70968,190.6129032
24,전체,경부선,2017-01-01,31,13,18,4,3,1875.16129,96383.83871,91191,36137.53012,2662.434599,33888.55952,0.938205164,13.57531797,0.597998225,0,19.93548387,2.774193548,1.290322581,15.87096774,7,6,11.83870968,110.2903226,820.2464579,0,0,0,0,0,0,0,0,0,15310.29032,264.6129032,64794.45161,431.0645161
25,전체,경부선,2017-02-01,28,12,16,0,0,1820.071429,93527.10714,91744.28571,35832.33326,2625.713211,34853.38235,0.974028065,13.64737725,0.61283364,0,20.39285714,0,0.142857143,20.25,7,6.035714286,11.89285714,107.8214286,845.777747,0,0,0,0,0,0,0,0,0,15494.39286,47.78571429,65087.39286,261.4642857
26,전체,경부선,2017-03-01,31,14,17,1,0,1920.774194,98989.41935,86329.58065,34389.17821,2530.26672,29617.75421,0.863768431,13.59075959,0.525466671,0,23.77419355,0,0,23.77419355,7,7,12.87096774,113.516129,752.7103862,0,0,0,0,0,0,0,0,0,14177.58065,1274.677419,63645.06452,98.74193548
27,전체,경부선,2017-04-01,30,14,16,0,0,1940.2,100182.1,94638.76667,34711.71175,2579.006487,32281.93367,0.933735574,13.46054181,0.578296374,0,25.6,0,1.866666667,23.73333333,7.4,7.4,13.66666667,116.0333333,805.4305061,0,0,0,0,0,0,0,0,0,14892.96667,1323.8,65647.16667,426.3
28,전체,경부선,2017-05-01,31,13,18,2,0,1937.806452,100101.2258,95164.03226,35202.93201,2613.304063,33043.13335,0.940895318,13.48156515,0.591701954,0,27.12903226,0,2.516129032,24.61290323,7.387096774,7.387096774,13.61290323,115.5806452,814.1609757,0,0,0,0,0,0,0,0,0,15198.16129,1851.129032,67345.09677,441.1612903
29,전체,경부선,2017-06-01,30,14,16,1,0,1947.8,100676.7,90766.33333,35295.40211,2578.519759,31489.58892,0.89382994,13.69008908,0.55351834,0,24.86666667,0,2.466666667,22.4,7.5,7.5,13.86666667,116.5666667,771.5137246,0,0,0,0,0,0,0,0,0,13601.8,1296.166667,62759.7,438.8
30,전체,경부선,2017-07-01,31,14,17,0,0,1932.645161,99955.06452,87449.64516,35606.63361,2615.982662,30931.95807,0.869782135,13.61581932,0.546780475,0,24.41935484,0,2.451612903,21.96774194,7.451612903,7.451612903,13.74193548,116.9677419,743.4367317,0,0,0,0,0,0,0,0,0,13252.58065,1158.451613,59154.41935,255.8709677
31,전체,경부선,2017-08-01,31,13,18,1,0,1918,99242.51613,92218.93548,35533.60332,2664.528923,32827.45972,0.924699023,13.3391598,0.591311414,0,24.64516129,0,2.677419355,21.96774194,7.451612903,7.451612903,13.77419355,116,791.1988143,0,0,0,0,0,0,0,0,0,14190.35484,1214.709677,61861,305.8387097
32,전체,경부선,2017-09-01,30,14,16,0,0,1926.2,99959.53333,91565.7,34900.31086,2535.977408,31536.82025,0.90664875,13.76248819,0.551742999,0,24.7,1.566666667,2.6,20.53333333,7.2,7.2,13.26666667,116.3333333,778.9416923,0,0,0,0,0,0,0,0,0,13922.13333,1365.366667,64806.93333,351.2
33,전체,경부선,2017-10-01,31,17,14,4,3,1976.129032,102626.8387,96186,36243.06835,2634.740006,33404.45374,0.925313713,13.76361382,0.585854598,0,25.5483871,6.741935484,2.741935484,16.06451613,7,7,12.87096774,119.2903226,796.008228,0,0,0,0,0,0,0,0,0,15449.6129,1332,67468.22581,531.2580645
34,전체,경부선,2017-11-01,30,12,18,0,0,1899.2,98984.06667,96467.36667,35142.8805,2540.761775,33557.82561,0.95923761,13.83229068,0.584677689,0,24.96666667,0,2,22.96666667,7,7,12.86666667,114.7666667,827.2818295,0,0,0,0,0,0,0,0,0,14308.9,1376.3,63527,356.7333333
35,전체,경부선,2017-12-01,31,16,15,1,0,1906.387097,99972.74194,97692.12903,35184.57731,2576.592781,33923.14765,0.967205066,13.66203935,0.597863325,0,24.51612903,0,2.258064516,22.25806452,7,7,12.87096774,114.7741935,842.7563084,0,0,0,0,0,0,0,0,0,15619.6129,1315.870968,64031.25806,382.0967742
36,전체,경부선,2018-01-01,31,13,18,1,0,1862.387097,98094,88689.19355,35138.94806,2590.51411,31498.02922,0.897708917,13.56575003,0.55846556,0,23.29032258,0,0.870967742,22.41935484,7,7,12.83870968,112.3548387,783.7136635,0,0,0,0,0,0,0,0,0,13720.54839,1174.741935,58652.3871,330.0967742
37,전체,경부선,2018-02-01,28,13,15,3,3,1902.571429,100442.1429,96445.75,35720.28444,2605.728781,34165.25391,0.956465412,13.71045001,0.611408013,0,16.57142857,2.464285714,0,14.10714286,6,6,10,110.1428571,872.6374042,0,0,0,0,0,0,0,0,0,15541.5,1279.285714,64507.64286,312.1071429
38,전체,경부선,2018-03-01,31,15,16,1,0,1863.935484,98291.12903,87449.12903,34073.75359,2484.803948,29855.68552,0.87974856,13.71347139,0.5338337,0,17.67741935,0,0.129032258,17.5483871,6,6,10,109.0645161,792.6978982,0,0,0,0,0,0,0,0,0,14572.06452,1344.258065,64569.58065,187.8387097
39,전체,경부선,2018-04-01,30,13,17,0,0,1860.733333,98162.96667,94341.16667,34106.67906,2516.481883,32227.43776,0.948629355,13.55331975,0.582829361,0,19.43333333,0,0,19.43333333,6,6,10,109.1,853.471844,0,0,0,0,0,0,0,0,0,14543.83333,1373.966667,64595.46667,336.7333333
40,전체,경부선,2018-05-01,31,13,18,2,0,1878.645161,99163.90323,97663.35484,34114.91428,2536.927312,32987.79781,0.970694296,13.44973845,0.601586411,0,20.93548387,0,1.129032258,19.80645161,6,6,10,109.8709677,875.8591474,0,0,0,0,0,0,0,0,0,15357.3871,1401.387097,66955.58065,354.8387097
41,전체,경부선,2018-06-01,30,15,15,1,0,1869.266667,98649.9,92749.7,34319.56781,2543.194656,31936.25899,0.930838818,13.49412378,0.578580705,0,20,0,0.033333333,19.96666667,6,6,10,109.4333333,839.0103139,0,0,0,0,0,0,0,0,0,14265.53333,1335.466667,62611.26667,412.8666667
42,전체,경부선,2018-07-01,31,13,18,0,0,1884.580645,99581.80645,89267.64516,35083.72547,2576.456557,31174.50864,0.88984736,13.61996453,0.561500391,0,15.87096774,0,0.35483871,15.51612903,5,5,8,109.0322581,812.8214951,0,0,0,0,0,0,0,0,0,13172.80645,2081.483871,57585.03226,242.7096774
43,전체,경부선,2018-08-01,31,14,17,1,0,1892.516129,99990.58065,91996.35484,35320.22932,2619.248357,32304.30879,0.915356958,13.48825323,0.58722981,0,16.61290323,0,1.387096774,15.22580645,5,5,8,110,832.0466117,0,0,0,0,0,0,0,0,0,13802.3871,2051.322581,58960.45161,267.1935484
44,전체,경부선,2018-09-01,30,16,14,3,3,1997.133333,105472.1667,96376.73333,34930.90006,2539.5541,31580.88465,0.906317476,13.75851609,0.563319478,0,18.3,2.633333333,2.4,13.26666667,5,5,8,117.5666667,813.1934344,0,0,0,0,0,0,0,0,0,15425.7,2380.5,64194.26667,582.4
45,전체,경부선,2018-10-01,31,14,17,2,0,1957.354839,103415.2581,98792.64516,34536.16932,2528.210506,32434.75449,0.942364045,13.66076724,0.582425421,0,19.5483871,0,2.967741935,16.58064516,5,5,8,115.3225806,845.4923505,0,0,0,0,0,0,0,0,0,14625.80645,2263.806452,64080.22581,556.5483871
46,전체,경부선,2018-11-01,30,13,17,0,0,1960.2,103525.6667,103999.0667,34473.20662,2514.645624,33911.56949,0.988430881,13.70847271,0.607699222,0,19.26666667,0,2.866666667,16.4,5,5,8,115.4333333,887.0757086,0,0,0,0,0,0,0,0,0,15062.33333,2228.566667,65432.9,336.3666667
47,전체,경부선,2018-12-01,31,15,16,1,0,1971.806452,104142.2903,98575.48387,34557.82488,2549.34797,32297.61872,0.936782999,13.56049073,0.583921889,0,19.51612903,0,3.064516129,16.4516129,5,5,8,116.1612903,840.1723995,0,0,0,0,0,0,0,0,0,15232.83871,2220.322581,62971.32258,453.8387097
48,전체,경부선,2019-01-01,31,13,18,1,0,1935.032258,102189.7419,91023.29032,34362.39198,2543.224067,30361.46658,0.884710214,13.51291104,0.550305209,0,18.77419355,0,1.935483871,16.83870968,5,5,8,113.9032258,793.8700031,0,0,0,0,0,0,0,0,0,14042.3871,2056.483871,61686.87097,338.7741935
49,전체,경부선,2019-02-01,28,15,13,3,3,1977.357143,104449.9643,102016.6786,35062.60607,2598.747926,34137.09836,0.974755553,13.49444644,0.619315667,0,17.07142857,2.785714286,1.857142857,12.42857143,5,5,8,115.8928571,877.8914635,0,0,0,0,0,0,0,0,0,16378.39286,2369.142857,68541.60714,478.6428571
50,전체,경부선,2019-03-01,31,15,16,1,0,1951.741935,103082,93684.67742,33722.96098,2463.428029,30130.38594,0.896877811,13.69333191,0.540879423,0,17.29032258,0,0.967741935,16.32258065,5,5,8,114.4516129,808.4862511,0,0,0,0,0,0,0,0,0,15723.80645,2253.451613,68640.80645,286.483871
51,전체,경부선,2019-04-01,30,12,18,0,0,1922.4,101564.3667,98339.4,33742.5356,2482.246834,32095.61855,0.954860803,13.59291957,0.579475289,0,17.56666667,0,0.8,16.76666667,5,5,8,112.9333333,859.4632268,0,0,0,0,0,0,0,0,0,14899.46667,2221.633333,67073.7,451.1
52,전체,경부선,2019-05-01,31,13,18,2,0,1937.419355,102337.9355,101528.4194,33756.54033,2489.966164,32884.44978,0.977980142,13.55825372,0.595752009,0,17.48387097,0,1.032258065,16.4516129,5,5,8,113.6774194,881.2417559,0,0,0,0,0,0,0,0,0,15972.48387,2346.483871,70054.19355,429.0322581
53,전체,경부선,2019-06-01,30,15,15,1,0,1952.2,103116.6667,98073.96667,34487.7332,2537.261039,32509.24193,0.944007258,13.5954762,0.586071404,0,18.06666667,0,1.066666667,17,5,5,8,114.5666667,849.7590091,0,0,0,0,0,0,0,0,0,15577.9,2453.166667,66441.33333,324.0666667
54,전체,경부선,2019-07-01,31,12,19,0,0,1929.870968,101936.3548,94472.67742,34347.70873,2514.487689,31701.37672,0.922424724,13.66569613,0.568176631,0,17.93548387,0,1.161290323,16.77419355,5,5,8,113.4516129,828.7632352,0,0,0,0,0,0,0,0,0,14605.77419,2612.451613,64145.93548,94.06451613
55,전체,경부선,2019-08-01,31,15,16,1,0,1950.258065,103014.3871,99616.16129,34640.98077,2583.44121,33444.1421,0.965824419,13.41198261,0.610209129,0,17.96774194,0,1.129032258,16.83870968,5,5,8,114.4193548,869.091425,0,0,0,0,0,0,0,0,0,16149.51613,2687.419355,66605.90323,140.0967742
56,전체,경부선,2019-09-01,30,14,16,3,3,1960.6,103585.2667,97711.9,34124.70848,2484.152513,32053.94553,0.937523668,13.74235577,0.570655022,0,16.76666667,1.866666667,1,13.9,5,5,8,114.9666667,844.7509261,0,0,0,0,0,0,0,0,0,15734.16667,2886.166667,66447.33333,515.1666667
57,전체,경부선,2019-10-01,31,14,17,2,0,1924.580645,101677.1613,99846.3871,33893.85596,2475.10111,33089.24201,0.974833024,13.69793327,0.591442462,0,18,0,1.032258065,16.96774194,5,5,8,113.0967742,876.5702796,0,0,0,0,0,0,0,0,0,16565.12903,2863.451613,65766.03226,294.8387097
58,전체,경부선,2019-11-01,30,14,16,0,0,1832.866667,96879.36667,103562.9,33749.21726,2453.321319,36050.73156,1.065713177,13.75983749,0.641559103,0,16.6,0,0.6,16,5,5,8,106.9,969.2849377,0,0,0,0,0,0,0,0,0,17388.3,2846,63517.8,203.2333333
59,전체,경부선,2019-12-01,31,14,17,1,0,1944.129032,102683.4194,104139.8065,33610.8711,2477.463154,33907.7806,1.006868494,13.57305074,0.611322084,0,17.70967742,0,1.419354839,16.29032258,5,5,8,114.2580645,905.2016149,0,0,0,0,0,0,0,0,0,16831.87097,2670.129032,65367.41935,201.9032258
60,전체,경부선,2020-01-01,31,14,17,4,3,1958.709677,103481.7419,98480.83871,34511.39998,2543.292299,32738.73796,0.94816359,13.57213677,0.589878524,0,16,1.838709677,0.161290323,14,5,5,8,114.8387097,854.1496726,0,0,0.089677419,1.161290323,0,1.024193548,1.170967742,0,0,15703.67742,1898.387097,60456.48387,675.1290323
61,전체,경부선,2020-02-01,29,13,16,0,0,1939.724138,102471.6552,57115.44828,33303.34639,2386.530729,18788.68033,0.559254051,13.95965313,0.329638256,0,16.65517241,0,0,16.65517241,5,5,8,113.7931034,502.9371884,0,2.862068966,36.55827586,418.2068966,0,31.12448276,35.56862069,2.689655172,0,9076,1053.517241,41613.03448,12.44827586
62,전체,경부선,2020-03-01,31,13,18,1,0,1908.129032,100734.1613,25859.45161,31139.1435,2214.883699,7991.685265,0.258034969,14.06001478,0.139098026,0,17.93548387,0,0,17.93548387,5,5,8,111.7419355,232.1849542,0,84.06451613,62.57870968,7900.580645,0,54.10064516,59.8683871,3,0,4208.290323,752.1935484,22502.03226,0
63,전체,경부선,2020-04-01,30,13,17,1,0,1846,97426.13333,38983.23333,32297.24096,2311.083331,12913.4669,0.399386833,13.98741242,0.226917171,0,17.96666667,0,0,17.96666667,5,5,8,108.3333333,358.8411118,0,217.7666667,66.63766667,10514.36667,0,64.04566667,66.051,3,0,6623.833333,905.6666667,31744.9,0
64,전체,경부선,2020-05-01,31,16,15,1,0,1860.774194,98233.32258,56030.64516,32975.70854,2373.806813,18717.42164,0.567676272,13.89997816,0.329751541,0,17.25806452,0,0,17.25806452,5,5,8,108.9677419,511.8186981,0,261.4193548,43.56258065,11063.19355,0,51.69516129,51.93870968,3,0,9869.064516,706.9032258,41976.93548,0
65,전체,경부선,2020-06-01,30,12,18,1,0,1901.2,100385.4667,60187.23333,32244.60296,2311.369022,19257.97892,0.596984768,13.9558338,0.337954736,0,17.76666667,0,0,17.76666667,5,5,8,111.4,537.8092592,0,277.9,53.67166667,12193.5,0,58.31266667,59.50766667,3,0,10035.76667,0,43569.43333,0
66,전체,경부선,2020-07-01,31,13,18,0,0,1924.387097,101592.5806,67381.35484,32273.28955,2390.586694,21355.00151,0.66160226,13.50887207,0.387093025,0,16.80645161,0,0,16.80645161,5,5,8,112.6451613,596.2688465,0,292.1612903,53.47870968,13658.74194,0,51.95483871,52.23354839,3,0,10861.64516,0,45137.77419,0
67,전체,경부선,2020-08-01,31,14,17,1,0,1944.83871,102693.7742,62690.74194,32610.833,2442.921376,20028.85752,0.611317682,13.36682283,0.369427787,0,17.22580645,0,0.096774194,17.12903226,5,5,8,113.7096774,551.2982794,0,308.2903226,53.24,16304.80645,0,51.82,52.08,3,0,10860.03226,0,42091.09677,0
68,전체,경부선,2020-09-01,30,13,17,1,1,1942.266667,102597.3,45474.93333,31333.56198,2225.012902,13896.79941,0.443643617,14.08500129,0.241170169,0,16.7,0.733333333,0,15.96666667,5,5,8,113.5333333,400.3969187,0,369.3333333,51.094,22439,0,50.61633333,50.70666667,2.033333333,0,8482.4,0,36095.6,28.86666667
69,전체,경부선,2020-10-01,31,15,16,4,2,1950.193548,103013.8065,61410.70968,32542.99592,2321.789818,19330.23866,0.597103989,14.01884144,0.338015825,0,15.77419355,1.419354839,0,14.35483871,5,5,8,113.9354839,539.1202143,0,442.2903226,57.64548387,25175.32258,0,55.25806452,56.01064516,2,0,11092.32258,0,43478.3871,91.64516129
70,전체,경부선,2020-11-01,30,13,17,0,0,1931.266667,101993.2333,67793.13333,31600.74312,2299.132735,20960.85781,0.661367805,13.75710444,0.37325484,0.033333333,15.86666667,0,0.066666667,15.83333333,5,5,8,113.0333333,596.6179654,0,496.1,52.84033333,29620.6,0,53.15733333,53.61266667,2,0,11562.03333,0,46082.73333,0
71,전체,경부선,2020-12-01,31,12,19,1,0,1913.225806,101020.0968,41896.96774,30659.43756,2204.588441,12742.31462,0.4173869,13.91464643,0.22399725,0,16.77419355,0,0.193548387,16.58064516,5,5,8,112.0967742,375.3198314,0,667.7741935,61.78290323,47201.64516,0,58.19032258,59.36322581,2.290322581,0,7956.741935,0,29116.25806,0
72,전체,경부선,2021-01-01,31,15,16,1,0,1947.870968,102929.0968,44254.3871,31565.08443,2246.135563,13622.71239,0.433031353,14.05502269,0.23694943,0,16.83870968,0,0,16.83870968,5,5,8,113.8064516,390.7543263,0,1225.419355,63.84516129,71636.70968,0,60.39451613,65.45096774,3,0,7790.935484,0,29547.29032,0
73,전체,경부선,2021-02-01,28,13,15,3,3,1955.857143,103308.3571,55598.39286,32781.18278,2331.131349,17642.98183,0.540577794,14.05893808,0.307177225,0,14.92857143,1.964285714,0,12.96428571,5,5,8,114.2142857,488.0369202,4358.785714,1524.357143,63.89,84430.60714,1240.428571,60.68785714,65.78535714,3,0,9846.214286,0,37378.96429,119.1428571
74,전체,경부선,2021-03-01,31,13,18,1,0,1914.387097,101087.7097,59553.25806,31675.67488,2244.284189,18636.3813,0.586994867,14.12438562,0.323076685,0,16.25806452,0,0,16.25806452,5,5,8,112.1612903,528.7807047,588151.3871,1678,58.33,96875.51613,21082.32258,60.15290323,65.17516129,3,0,10561.77419,0,44172.29032,0.967741935
75,전체,경부선,2021-04-01,30,13,17,0,0,1931.666667,102017.5,63111.06667,31708.68888,2247.412375,19528.93045,0.615048132,14.11265913,0.338656533,0,16.76666667,0,0,16.76666667,5,5,8,113.1666667,554.4653976,1629372.133,1787.433333,58.33,113171.4667,123768.0667,61.04,66.19,3,0,10970.2,0,45246.4,0
76,전체,경부선,2021-05-01,31,16,15,2,0,1937.870968,102343.7742,67804.3871,32120.87464,2304.800159,21191.08748,0.659312917,13.93940628,0.371825456,0,18,0,0,18,5,5,8,113.3225806,595.2641215,3912876.677,1902.16129,50.80645161,132160.8065,1180617.129,56.80451613,61.34903226,2.161290323,0,11849.25806,0,46409.06452,0
77,전체,경부선,2021-06-01,30,12,18,1,0,1918,101356,68668.06667,31977.87881,2299.212512,21612.39264,0.674220114,13.914501,0.380333793,0,18.13333333,0,0,18.13333333,5,5,8,112.3333333,608.1637005,12129203.2,1993.033333,50,149496.9,3479526.867,56.35,60.83,2,0,11191.3,0,45625.06667,0
78,전체,경부선,2021-07-01,31,14,17,0,0,1939.290323,102465.2258,57090.41935,31651.45754,2285.100428,17627.29865,0.557011043,13.85233312,0.311145582,0,18.38709677,0,0.322580645,18.06451613,5,5,8,113.5806452,502.1078436,16333849.87,2055.580645,44.27645161,177249.0645,6249522.613,52.74709677,56.71483871,2,0,9657.806452,0,40738.54839,0
79,전체,경부선,2021-08-01,31,13,18,1,0,1932.258065,102271.8065,54691.09677,31897.94351,2306.837914,17072.12043,0.536327172,13.82906922,0.301868003,0,17.83870968,0,0.258064516,17.58064516,5,5,8,113.5483871,482.5318695,23849568.74,2183.741935,50.63,227118.0645,10489083.39,58.88806452,63.72903226,2,0,9549.451613,0,38648.03226,0
80,전체,경부선,2021-09-01,30,15,15,3,3,1964.2,103963.9667,59965.13333,32290.35382,2281.178633,18652.49866,0.578416312,14.1505129,0.322388896,0,14.96666667,2.8,0.066666667,12.1,5,5,8,115.2333333,521.2647745,34499813.63,2389.7,47.83833333,282064.9333,20935678.93,57.63833333,62.29833333,2,0,10819.76667,0,39791.8,197.9
81,전체,경부선,2021-10-01,31,15,16,2,0,1963.612903,103863.2903,73950.03226,32329.53055,2329.880841,22924.23358,0.707588188,13.88178953,0.403889181,0,17.74193548,0,0.322580645,17.41935484,5,5,8,115.2903226,637.3753511,40210888.71,2666.677419,47.22,341494.7742,32732404,57.29,61.9,2,0,13159.12903,0,46125.06452,0
82,전체,경부선,2021-11-01,30,12,18,0,0,1925.6,101846.9333,84017.1,32010.69896,2317.837338,26236.00278,0.815261471,13.81262607,0.464647377,0,15.7,0,0,15.7,5,5,8,113.2,733.8366373,41792807.03,3195.466667,46.483,405129.8333,39932696.93,56.874,61.431,2.1,0,13752.16667,0,50499.66667,0
