,전체주중주말,주운행선,운행년월,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,정부대응정도,접종시작자수,확진자수,접종완료자수,코로나진행정도,사망자수,격리된자수,국가이동제한정도
32,전체,경부선,2017-09-01,30,14,16,0,0,1926.2,99959.53333333334,91565.7,34900.31085724578,2535.9774077904367,31536.820246760024,0.9066487503589712,13.76248818635168,0.5517429994332812,0.0,24.7,1.5666666666666667,2.6,20.533333333333335,7.2,7.2,13.266666666666667,116.33333333333333,778.9416923318929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,전체,경부선,2017-10-01,31,17,14,4,3,1976.1290322580646,102626.83870967742,96186.0,36243.06835355715,2634.7400064387994,33404.45373860867,0.9253137130189357,13.763613818502302,0.5858545976379342,0.0,25.548387096774192,6.741935483870968,2.7419354838709675,16.06451612903226,7.0,7.0,12.870967741935484,119.29032258064517,796.0082279616773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,전체,경부선,2017-11-01,30,12,18,0,0,1899.2,98984.06666666667,96467.36666666667,35142.88049977088,2540.761774579874,33557.82560975911,0.959237609718165,13.83229067766037,0.5846776892436168,0.0,24.966666666666665,0.0,2.0,22.966666666666665,7.0,7.0,12.866666666666667,114.76666666666667,827.2818295398541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,전체,경부선,2017-12-01,31,16,15,1,0,1906.3870967741937,99972.74193548386,97692.12903225806,35184.577314822076,2576.5927814597835,33923.14764790336,0.9672050659768899,13.66203935139238,0.5978633246808358,0.0,24.516129032258064,0.0,2.2580645161290325,22.258064516129032,7.0,7.0,12.870967741935484,114.7741935483871,842.7563084013312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,전체,경부선,2018-01-01,31,13,18,1,0,1862.3870967741937,98094.0,88689.19354838709,35138.94805875285,2590.5141099187185,31498.0292235611,0.8977089165236694,13.5657500343553,0.5584655599590448,0.0,23.29032258064516,0.0,0.8709677419354839,22.419354838709676,7.0,7.0,12.838709677419354,112.35483870967742,783.7136635162193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,전체,경부선,2018-02-01,28,13,15,3,3,1902.5714285714287,100442.14285714286,96445.75,35720.28443728499,2605.72878148325,34165.25391337902,0.956465411763787,13.710450009226305,0.6114080126319514,0.0,16.571428571428573,2.4642857142857144,0.0,14.107142857142858,6.0,6.0,10.0,110.14285714285714,872.6374041896509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,전체,경부선,2018-03-01,31,15,16,1,0,1863.9354838709678,98291.12903225806,87449.12903225806,34073.75359436712,2484.8039478961305,29855.685516566915,0.8797485600990678,13.713471393822962,0.5338336995096357,0.0,17.677419354838708,0.0,0.12903225806451613,17.548387096774192,6.0,6.0,10.0,109.06451612903226,792.6978982218687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,전체,경부선,2018-04-01,30,13,17,0,0,1860.7333333333333,98162.96666666666,94341.16666666667,34106.67905797004,2516.4818829165292,32227.43775784185,0.9486293549785905,13.553319752052005,0.5828293608606832,0.0,19.433333333333334,0.0,0.0,19.433333333333334,6.0,6.0,10.0,109.1,853.4718439814299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,전체,경부선,2018-05-01,31,13,18,2,0,1878.6451612903227,99163.90322580645,97663.35483870968,34114.914280661054,2536.9273123835596,32987.797807945935,0.9706942963909947,13.44973844564429,0.6015864109993908,0.0,20.93548387096774,0.0,1.1290322580645162,19.806451612903224,6.0,6.0,10.0,109.87096774193549,875.8591474099413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,전체,경부선,2018-06-01,30,15,15,1,0,1869.2666666666667,98649.9,92749.7,34319.567805682374,2543.194655812529,31936.2589861791,0.9308388180328169,13.49412378085243,0.5785807053401698,0.0,20.0,0.0,0.03333333333333333,19.966666666666665,6.0,6.0,10.0,109.43333333333334,839.010313942963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,전체,경부선,2018-07-01,31,13,18,0,0,1884.5806451612902,99581.80645161291,89267.64516129032,35083.725471596874,2576.456557105428,31174.508635822982,0.8898473599297716,13.619964528252126,0.5615003910137842,0.0,15.870967741935484,0.0,0.3548387096774194,15.516129032258064,5.0,5.0,8.0,109.03225806451613,812.8214951334403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,전체,경부선,2018-08-01,31,14,17,1,0,1892.516129032258,99990.58064516129,91996.35483870968,35320.2293219182,2619.248357178146,32304.308788764734,0.9153569584937818,13.488253228154417,0.5872298103042581,0.0,16.612903225806452,0.0,1.3870967741935485,15.225806451612904,5.0,5.0,8.0,110.0,832.04661165547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,전체,경부선,2018-09-01,30,16,14,3,3,1997.1333333333334,105472.16666666667,96376.73333333334,34930.90005683189,2539.554099501601,31580.884650528,0.9063174756617631,13.758516086216547,0.5633194777073879,0.0,18.3,2.6333333333333333,2.4,13.266666666666667,5.0,5.0,8.0,117.56666666666666,813.1934343878297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,전체,경부선,2018-10-01,31,14,17,2,0,1957.3548387096773,103415.25806451614,98792.64516129032,34536.16931626344,2528.210506197047,32434.754492629134,0.9423640451939991,13.66076724092365,0.5824254205139539,0.0,19.548387096774192,0.0,2.967741935483871,16.580645161290324,5.0,5.0,8.0,115.3225806451613,845.4923505352998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,전체,경부선,2018-11-01,30,13,17,0,0,1960.2,103525.66666666667,103999.06666666667,34473.20662136925,2514.645624417916,33911.56948914783,0.9884308811676665,13.708472713159919,0.6076992218601613,0.0,19.266666666666666,0.0,2.8666666666666667,16.4,5.0,5.0,8.0,115.43333333333334,887.0757086427867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,전체,경부선,2018-12-01,31,15,16,1,0,1971.8064516129032,104142.29032258065,98575.48387096774,34557.82487629135,2549.347970483781,32297.618720169536,0.936782998625688,13.560490726819616,0.5839218886535961,0.0,19.516129032258064,0.0,3.064516129032258,16.451612903225808,5.0,5.0,8.0,116.16129032258064,840.1723995382075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,전체,경부선,2019-01-01,31,13,18,1,0,1935.032258064516,102189.74193548386,91023.29032258065,34362.39197649541,2543.2240667340952,30361.466580238495,0.8847102138777758,13.51291103933196,0.5503052087294317,0.0,18.774193548387096,0.0,1.935483870967742,16.838709677419356,5.0,5.0,8.0,113.90322580645162,793.8700031142782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,전체,경부선,2019-02-01,28,15,13,3,3,1977.357142857143,104449.96428571429,102016.67857142857,35062.60607368807,2598.747926431432,34137.09836295137,0.9747555530075748,13.494446443172377,0.6193156669613626,0.0,17.071428571428573,2.7857142857142856,1.8571428571428572,12.428571428571429,5.0,5.0,8.0,115.89285714285714,877.8914634948152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,전체,경부선,2019-03-01,31,15,16,1,0,1951.741935483871,103082.0,93684.67741935483,33722.96098244371,2463.428028950036,30130.3859354733,0.8968778106933444,13.693331907971036,0.5408794225212389,0.0,17.29032258064516,0.0,0.967741935483871,16.322580645161292,5.0,5.0,8.0,114.45161290322581,808.486251123745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,전체,경부선,2019-04-01,30,12,18,0,0,1922.4,101564.36666666667,98339.4,33742.53559901758,2482.246834172807,32095.618551673422,0.9548608033892471,13.592919573709228,0.5794752889902927,0.0,17.566666666666666,0.0,0.8,16.766666666666666,5.0,5.0,8.0,112.93333333333334,859.4632268043154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,전체,경부선,2019-05-01,31,13,18,2,0,1937.4193548387098,102337.93548387097,101528.41935483871,33756.540327969065,2489.9661635016437,32884.4497759759,0.9779801423524649,13.55825371640692,0.5957520089307884,0.0,17.483870967741936,0.0,1.032258064516129,16.451612903225808,5.0,5.0,8.0,113.6774193548387,881.2417559280588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,전체,경부선,2019-06-01,30,15,15,1,0,1952.2,103116.66666666667,98073.96666666666,34487.73320141026,2537.261038578798,32509.241934575748,0.9440072575041258,13.59547619786588,0.5860714041301601,0.0,18.066666666666666,0.0,1.0666666666666667,17.0,5.0,5.0,8.0,114.56666666666666,849.7590091274535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,전체,경부선,2019-07-01,31,12,19,0,0,1929.8709677419354,101936.35483870968,94472.67741935483,34347.708732087136,2514.487688816717,31701.376717346997,0.9224247235713748,13.665696130595128,0.5681766307589354,0.0,17.93548387096774,0.0,1.1612903225806452,16.774193548387096,5.0,5.0,8.0,113.45161290322581,828.7632352454051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,전체,경부선,2019-08-01,31,15,16,1,0,1950.258064516129,103014.3870967742,99616.16129032258,34640.980770269736,2583.4412101671514,33444.14209645217,0.9658244187823305,13.41198261344624,0.6102091287087709,0.0,17.967741935483872,0.0,1.1290322580645162,16.838709677419356,5.0,5.0,8.0,114.41935483870968,869.0914250379298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,전체,경부선,2019-09-01,30,14,16,3,3,1960.6,103585.26666666666,97711.9,34124.708483634415,2484.15251307381,32053.945533473187,0.9375236677204847,13.742355773528876,0.5706550216158288,0.0,16.766666666666666,1.8666666666666667,1.0,13.9,5.0,5.0,8.0,114.96666666666667,844.7509260502667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,전체,경부선,2019-10-01,31,14,17,2,0,1924.5806451612902,101677.16129032258,99846.3870967742,33893.85596004078,2475.101109518459,33089.24201125363,0.9748330238258526,13.697933265558257,0.5914424618817676,0.0,18.0,0.0,1.032258064516129,16.967741935483872,5.0,5.0,8.0,113.09677419354838,876.570279611033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,전체,경부선,2019-11-01,30,14,16,0,0,1832.8666666666666,96879.36666666667,103562.9,33749.21726116595,2453.321318814013,36050.73155741363,1.065713177351987,13.759837486174929,0.6415591034785886,0.0,16.6,0.0,0.6,16.0,5.0,5.0,8.0,106.9,969.2849377351259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,전체,경부선,2019-12-01,31,14,17,1,0,1944.1290322580646,102683.41935483871,104139.80645161291,33610.871095784045,2477.4631544829153,33907.78059693919,1.0068684943425603,13.573050741005558,0.6113220837071502,0.0,17.70967741935484,0.0,1.4193548387096775,16.29032258064516,5.0,5.0,8.0,114.25806451612904,905.2016148571112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,전체,경부선,2020-01-01,31,14,17,4,3,1958.7096774193549,103481.74193548386,98480.83870967742,34511.39998258577,2543.2922989775448,32738.737959468202,0.9481635903004674,13.572136768867463,0.5898785237846556,0.0,16.0,1.8387096774193548,0.16129032258064516,14.0,5.0,5.0,8.0,114.83870967741936,854.1496726043807,1.0241935483870968,0.0,1.1612903225806452,0.0,0.08967741935483871,0.0,1.1709677419354838,0.0
61,전체,경부선,2020-02-01,29,13,16,0,0,1939.7241379310344,102471.6551724138,57115.44827586207,33303.3463868883,2386.530729432063,18788.680326970683,0.5592540507361761,13.95965313108095,0.3296382562713741,0.0,16.655172413793103,0.0,0.0,16.655172413793103,5.0,5.0,8.0,113.79310344827586,502.93718837069196,31.12448275862069,0.0,418.2068965517241,0.0,36.55827586206897,2.8620689655172415,35.56862068965517,2.689655172413793
62,전체,경부선,2020-03-01,31,13,18,1,0,1908.1290322580646,100734.16129032258,25859.451612903227,31139.143503652253,2214.883698999356,7991.685265315539,0.2580349693458549,14.060014777749881,0.13909802633027266,0.0,17.93548387096774,0.0,0.0,17.93548387096774,5.0,5.0,8.0,111.74193548387096,232.18495422399906,54.10064516129032,0.0,7900.580645161291,0.0,62.578709677419354,84.06451612903226,59.86838709677419,3.0
63,전체,경부선,2020-04-01,30,13,17,1,0,1846.0,97426.13333333333,38983.23333333333,32297.24096272811,2311.0833307898674,12913.466899809737,0.3993868330182279,13.987412415056179,0.22691717143047102,0.0,17.966666666666665,0.0,0.0,17.966666666666665,5.0,5.0,8.0,108.33333333333333,358.84111177042644,64.04566666666666,0.0,10514.366666666667,0.0,66.63766666666668,217.76666666666668,66.051,3.0
64,전체,경부선,2020-05-01,31,16,15,1,0,1860.774193548387,98233.32258064517,56030.645161290326,32975.708544689594,2373.806813178335,18717.42163832013,0.5676762717504196,13.89997816400988,0.3297515410196504,0.0,17.258064516129032,0.0,0.0,17.258064516129032,5.0,5.0,8.0,108.96774193548387,511.81869808300587,51.69516129032258,0.0,11063.193548387097,0.0,43.56258064516129,261.4193548387097,51.938709677419354,3.0
65,전체,경부선,2020-06-01,30,12,18,1,0,1901.2,100385.46666666666,60187.23333333333,32244.602964451533,2311.3690223090744,19257.97891812745,0.5969847679517498,13.955833800741049,0.3379547361848676,0.0,17.766666666666666,0.0,0.0,17.766666666666666,5.0,5.0,8.0,111.4,537.8092591924474,58.31266666666667,0.0,12193.5,0.0,53.67166666666667,277.9,59.507666666666665,3.0
66,전체,경부선,2020-07-01,31,13,18,0,0,1924.3870967741937,101592.58064516129,67381.35483870968,32273.28955057642,2390.586694177065,21355.00151368824,0.6616022604099533,13.508872067414941,0.3870930253513732,0.0,16.806451612903224,0.0,0.0,16.806451612903224,5.0,5.0,8.0,112.64516129032258,596.2688464508805,51.95483870967742,0.0,13658.741935483871,0.0,53.47870967741936,292.16129032258067,52.233548387096775,3.0
67,전체,경부선,2020-08-01,31,14,17,1,0,1944.8387096774193,102693.7741935484,62690.74193548387,32610.83299767647,2442.9213764796555,20028.857523987495,0.6113176822462812,13.366822827244167,0.36942778684258903,0.0,17.225806451612904,0.0,0.0967741935483871,17.129032258064516,5.0,5.0,8.0,113.70967741935483,551.2982793924592,51.82,0.0,16304.806451612903,0.0,53.24,308.2903225806452,52.08,3.0
68,전체,경부선,2020-09-01,30,13,17,1,1,1942.2666666666667,102597.3,45474.933333333334,31333.561983322423,2225.012901725336,13896.7994092963,0.44364361729182505,14.085001292649187,0.24117016904410019,0.0,16.7,0.7333333333333333,0.0,15.966666666666667,5.0,5.0,8.0,113.53333333333333,400.3969186912044,50.61633333333334,0.0,22439.0,0.0,51.094,369.3333333333333,50.70666666666666,2.033333333333333
69,전체,경부선,2020-10-01,31,15,16,4,2,1950.1935483870968,103013.80645161291,61410.709677419356,32542.995918125253,2321.7898182896542,19330.23865539851,0.597103989339014,14.018841440265833,0.33801582462247093,0.0,15.774193548387096,1.4193548387096775,0.0,14.35483870967742,5.0,5.0,8.0,113.93548387096774,539.1202143187271,55.25806451612903,0.0,25175.322580645163,0.0,57.645483870967745,442.2903225806452,56.01064516129032,2.0
