,전체주중주말,주운행선,운행년월,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,일반/관광,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,격리된자수,확진자수,접종시작자수,코로나진행정도,정부대응정도,사망자수,접종완료자수,국가이동제한정도,ITX-마음,ITX-새마을,누리로,무궁화호,새마을호
0,전체,경부선,2015-01-01,31,15,16,1,0,69372.0,3543395.0,3667299.0,1080541.3871971557,82270.4705231291,1115821.7475205685,32.001205845964925,407.2126499548924,20.306446804919037,0.0,475.0,2.0,0.0,10.0,467.0,186.0,186.0,341.0,4035.0,28106.188180471076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343715.0,169298.0,2211135.0,70736.0
1,전체,경부선,2015-02-01,28,14,14,3,3,63270.0,3245162.0,3422455.0,990080.9824897958,74787.15323573277,1043494.161128089,29.498333257046387,370.6948394035328,18.838619965760618,0.0,432.0,3.0,91.0,12.0,332.0,168.0,168.0,308.0,3700.0,25888.826037535462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337199.0,160394.0,2074405.0,74686.0
2,전체,경부선,2015-03-01,31,13,18,1,0,68492.0,3508931.0,3564537.0,1047140.8416876288,79032.20515642533,1059122.43816158,31.286171842443313,410.7130744661317,19.107411156832505,0.0,465.0,4.0,0.0,0.0,469.0,186.0,186.0,341.0,3999.0,27455.952798257433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340549.0,193911.0,2398652.0,68296.0
3,전체,경부선,2015-04-01,30,12,18,0,0,66146.0,3397973.0,3524340.0,1021744.5790583994,77144.20439048117,1055555.1195939085,30.917470925740982,397.2725821760757,19.192655526366124,0.0,479.0,9.0,0.0,0.0,488.0,180.0,180.0,330.0,3810.0,27584.072341159455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341492.0,190718.0,2335407.0,24705.0
4,전체,경부선,2015-05-01,31,17,14,3,0,69858.0,3592956.0,3894486.0,1070896.794708924,81376.01606047453,1156499.5471048574,33.408709216300856,408.12656569376816,21.167074714682542,0.0,515.0,10.0,0.0,21.0,504.0,186.0,186.0,341.0,4022.0,29850.075954101616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404710.0,202556.0,2563619.0,16713.0
5,전체,경부선,2015-06-01,30,12,18,1,0,66224.0,3385686.0,2553934.0,1030727.7632078255,76319.45662402878,776374.1424172828,22.620107779198918,405.1006007133383,13.868327738560092,0.0,482.0,4.0,0.0,2.0,484.0,180.0,180.0,330.0,3815.0,20064.250781285486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250235.0,156410.0,1813667.0,3608.0
6,전체,경부선,2015-07-01,31,13,18,0,0,68546.0,3512863.0,3266411.0,1093962.2389803934,81226.03683331779,1015265.8006821547,28.748999613853073,417.68414719329417,18.20420415678823,0.0,405.0,191.0,0.0,0.0,596.0,186.0,186.0,341.0,3948.0,25575.55933672066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326557.0,181097.0,2081239.0,12966.0
7,전체,경부선,2015-08-01,31,14,17,1,0,66974.0,3401486.0,3554036.0,1140182.528554217,82350.84525343041,1190353.7465566965,32.357724212720754,429.3984778054534,21.02955696037266,0.0,74.0,492.0,0.0,1.0,565.0,186.0,186.0,341.0,3966.0,27733.771933364045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379168.0,195884.0,2187125.0,17293.0
8,전체,경부선,2015-09-01,30,13,17,3,3,65376.0,3341338.0,3386469.0,1065922.3859531367,75719.9726249492,1073955.838302431,30.164953611664764,422.52389271815014,18.653446636075845,3.0,188.0,395.0,85.0,17.0,484.0,180.0,180.0,330.0,3879.0,25988.548682131484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369694.0,204897.0,2272900.0,26794.0
9,전체,경부선,2015-10-01,31,14,17,2,0,66826.0,3415046.0,3700379.0,1108271.596825989,79010.5387333135,1195450.789751884,33.39656510423355,434.99504357744627,20.852183792603434,0.0,96.0,488.0,0.0,3.0,581.0,186.0,186.0,341.0,3974.0,28700.86876500409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385415.0,196763.0,2387401.0,31095.0
10,전체,경부선,2015-11-01,30,13,17,0,0,64416.0,3304148.0,3609426.0,1064120.6336746498,75852.61759455463,1155995.1055306245,32.49018885412083,420.98217771630857,20.16510589198202,0.0,91.0,473.0,0.0,0.0,564.0,180.0,180.0,330.0,3831.0,28033.830539286842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361208.0,196359.0,2302970.0,13675.0
11,전체,경부선,2015-12-01,31,12,19,1,0,66078.0,3386944.0,3556803.0,1095838.3212980516,78816.44655253062,1147830.015216165,32.43564169923746,431.2509184884769,20.21182620943136,0.0,100.0,493.0,0.0,8.0,585.0,186.0,186.0,341.0,3943.0,27850.188713252846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386965.0,187642.0,2290325.0,15519.0
12,전체,경부선,2016-01-01,31,15,16,1,0,67256.0,3447475.0,3402142.0,1118622.420774062,81817.69975537356,1098596.979316844,30.46020928933607,423.9086149580448,19.663574944207564,0.0,104.0,480.0,0.0,6.0,578.0,186.0,186.0,341.0,3984.0,26354.23546528919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374808.0,189217.0,1982956.0,15967.0
13,전체,경부선,2016-02-01,29,14,15,3,3,63772.0,3267746.0,3368729.0,1056055.8368677245,76865.6161224644,1084496.684867706,29.807430816739654,398.50983282993195,19.313218004307327,0.0,197.0,359.0,102.0,18.0,436.0,174.0,174.0,319.0,3786.0,25717.229363856797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379502.0,196105.0,2054756.0,25881.0
14,전체,경부선,2016-03-01,31,13,18,1,0,66210.0,3392424.0,3262111.0,1089389.0579264425,78335.7323892931,1037212.2450414328,29.571206270664494,431.1093757133796,18.28161562294615,0.0,339.0,442.0,0.0,0.0,781.0,186.0,186.0,341.0,3927.0,25551.657308371574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342568.0,206396.0,2100671.0,32796.0
15,전체,경부선,2016-04-01,30,14,16,0,0,64918.0,3325669.0,3451243.0,1065419.8384126518,76806.35906403017,1094945.5668175698,30.859439252080442,416.1316791359455,19.32791969257596,0.0,329.0,437.0,0.0,3.0,763.0,180.0,180.0,330.0,3850.0,26662.980060297166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382401.0,205255.0,2150994.0,55354.0
16,전체,경부선,2016-05-01,31,14,17,3,0,66984.0,3433718.0,3652329.0,1100120.522489939,79790.93207726198,1156465.2796049765,32.678017576524475,427.4589618392861,20.57317594482004,0.0,343.0,456.0,0.0,13.0,786.0,186.0,186.0,341.0,3985.0,28166.437965919053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417355.0,212642.0,2291799.0,39657.0
17,전체,경부선,2016-06-01,30,13,17,1,0,64260.0,3294158.0,3434367.0,1060005.5397622632,77547.3242230953,1094642.191460948,31.026461202222308,410.1437999442642,19.63793222877125,0.0,333.0,431.0,0.0,6.0,758.0,180.0,180.0,330.0,3824.0,26732.17875296371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367583.0,196065.0,2038160.0,11966.0
18,전체,경부선,2016-07-01,31,15,16,0,0,67324.0,3450493.0,3524691.0,1113586.2353755787,81367.6524589651,1131278.0540619947,31.51199576522028,424.3164624497461,20.246336541382743,0.0,350.0,455.0,0.0,14.0,791.0,186.0,186.0,341.0,4004.0,27151.636966004502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387611.0,187614.0,2046637.0,11347.0
19,전체,경부선,2016-08-01,31,13,18,1,0,66717.0,3420067.0,3509374.0,1130766.359104993,82394.34002662076,1157459.0504194181,31.736963766649378,425.53788383305175,20.65991645131449,0.0,363.0,442.0,0.0,28.0,777.0,186.0,186.0,341.0,3980.0,27261.464347928548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399590.0,191590.0,2061759.0,13112.0
20,전체,경부선,2016-09-01,30,15,15,3,3,66036.0,3383339.0,3416412.0,1070760.152413105,77053.09207934835,1073256.760725238,30.085899664568473,416.9898974118223,18.90765064079431,0.0,390.0,363.0,103.0,30.0,620.0,180.0,180.0,330.0,3931.0,25893.413223186486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385577.0,205963.0,2090485.0,19297.0
21,전체,경부선,2016-10-01,31,15,16,2,0,66646.0,3415473.0,3788481.0,1089914.5876449412,78254.29137902356,1193519.1636665745,34.05539489821944,431.77053825650444,21.009658294026742,0.0,316.0,516.0,0.0,0.0,832.0,186.0,186.0,341.0,3970.0,29307.67611895434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323398.0,173546.0,1855794.0,0.0
22,전체,경부선,2016-11-01,30,12,18,0,0,62310.0,3193605.0,3635606.0,1042628.3817219561,75279.27437682591,1168955.210305687,33.74679221520353,415.4822113175105,20.723943690196002,0.0,370.0,490.0,0.0,0.0,860.0,180.0,180.0,330.0,3810.0,28287.30382606797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297241.0,163314.0,1739579.0,0.0
23,전체,경부선,2016-12-01,31,14,17,1,0,54954.0,2826651.0,2997734.0,1092421.1200003405,80383.39555262546,1155800.917068607,32.872989786443625,421.37485306233697,20.469551955265185,0.0,177.0,498.0,0.0,45.0,630.0,208.0,177.0,344.0,3222.0,28898.97815649062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421628.0,35742.0,1930919.0,5909.0
24,전체,경부선,2017-01-01,31,13,18,4,3,58130.0,2987899.0,2826921.0,1120263.4336300062,82535.47257760554,1050545.344969246,29.08436007766301,420.83485721362604,18.537944981410106,0.0,207.0,411.0,86.0,40.0,492.0,217.0,186.0,367.0,3419.0,25427.640194009622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474619.0,8203.0,2008628.0,13363.0
25,전체,경부선,2017-02-01,28,12,16,0,0,50962.0,2618759.0,2568840.0,1003305.3313917785,73519.96991830853,975894.7058945171,27.27278581766641,382.12656295695155,17.159341927524554,0.0,77.0,494.0,0.0,4.0,567.0,196.0,169.0,333.0,3019.0,23681.776916154893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433843.0,1338.0,1822447.0,7321.0
26,전체,경부선,2017-03-01,31,14,17,1,0,59544.0,3068672.0,2676217.0,1066064.5244652198,78438.26830906267,918150.3805549736,26.77682136930064,421.313547161565,16.289466795180402,0.0,226.0,511.0,0.0,0.0,737.0,217.0,217.0,399.0,3519.0,23334.021973604635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439505.0,39515.0,1972997.0,3061.0
27,전체,경부선,2017-04-01,30,14,16,0,0,58206.0,3005463.0,2839163.0,1041351.3525678276,77370.19459728085,968458.0100742319,28.012067233183576,403.81625433658047,17.3488912148248,0.0,303.0,465.0,0.0,56.0,712.0,222.0,222.0,410.0,3481.0,24162.91518207448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446789.0,39714.0,1969415.0,12789.0
28,전체,경부선,2017-05-01,31,14,17,3,0,60072.0,3103138.0,2950085.0,1091290.8924457154,81012.4259643615,1024337.1337935511,29.167754868731603,417.92851966163903,18.342760566684817,0.0,351.0,490.0,0.0,78.0,763.0,229.0,229.0,422.0,3583.0,25238.99024751108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471143.0,57385.0,2087698.0,13676.0
29,전체,경부선,2017-06-01,30,14,16,1,0,58434.0,3020301.0,2722990.0,1058862.0634147718,77355.59276516977,944687.6676138522,26.81489820162704,410.7026724448984,16.60555019406876,0.0,480.0,266.0,0.0,74.0,672.0,225.0,225.0,416.0,3497.0,23145.411739432322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408054.0,38885.0,1882791.0,13164.0
30,전체,경부선,2017-07-01,31,14,17,0,0,59912.0,3098607.0,2710939.0,1103805.6419849969,81095.46253708827,958890.7001494954,26.963246176240645,422.09039905459775,16.950194726807364,0.0,564.0,193.0,0.0,76.0,681.0,231.0,231.0,426.0,3626.0,23046.538682644612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410830.0,35912.0,1833787.0,7932.0
31,전체,경부선,2017-08-01,31,13,18,1,0,59458.0,3076518.0,2858787.0,1101541.702973277,82600.39661057992,1017651.2514126779,28.66566971148636,413.5139538434914,18.3306538292641,0.0,564.0,200.0,0.0,83.0,681.0,231.0,231.0,427.0,3596.0,24527.163242808016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439901.0,37656.0,1917691.0,9481.0
32,전체,경부선,2017-09-01,30,14,16,0,0,57786.0,2998786.0,2746971.0,1047009.3257173733,76079.3222337131,946104.6074028007,27.199462510769134,412.8746455905504,16.552289982998435,0.0,587.0,154.0,47.0,78.0,616.0,216.0,216.0,398.0,3490.0,23368.250769956787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417664.0,40961.0,1944208.0,10536.0
33,전체,경부선,2017-10-01,31,17,14,4,3,61260.0,3181432.0,2981766.0,1123535.1189602716,81676.94019960277,1035538.0658968686,28.684725103587006,426.6720283735714,18.161492526775962,0.0,541.0,251.0,209.0,85.0,498.0,217.0,217.0,399.0,3698.0,24676.255066812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478938.0,41292.0,2091515.0,16469.0
34,전체,경부선,2017-11-01,30,12,18,0,0,56976.0,2969522.0,2894021.0,1054286.4149931264,76222.85323739622,1006734.7682927732,28.777128291544948,414.96872032981105,17.540330677308507,0.0,475.0,274.0,0.0,60.0,689.0,210.0,210.0,386.0,3443.0,24818.454886195625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429267.0,41289.0,1905810.0,10702.0
35,전체,경부선,2017-12-01,31,16,15,1,0,59098.0,3099155.0,3028456.0,1090721.8967594844,79874.37622525329,1051617.5770850042,29.983357045283586,423.5232198931638,18.53376306510591,0.0,489.0,271.0,0.0,70.0,690.0,217.0,217.0,399.0,3558.0,26125.44556044127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484208.0,40792.0,1984969.0,11845.0
36,전체,경부선,2018-01-01,31,13,18,1,0,57734.0,3040914.0,2749365.0,1089307.3898213385,80305.93740748028,976438.9059303942,27.82897641223375,420.5382510650143,17.312432358730387,0.0,414.0,308.0,0.0,27.0,695.0,217.0,217.0,398.0,3483.0,24295.123569002797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425337.0,36417.0,1818224.0,10233.0
37,전체,경부선,2018-02-01,28,13,15,3,3,53272.0,2812380.0,2700481.0,1000167.9642439797,72960.405881531,956627.1095746125,26.781031529386034,383.89260025833653,17.11942435369464,0.0,169.0,295.0,69.0,0.0,395.0,168.0,168.0,280.0,3084.0,24433.847317310225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435162.0,35820.0,1806214.0,8739.0
38,전체,경부선,2018-03-01,31,15,16,1,0,57782.0,3047025.0,2710923.0,1056286.3614253807,77028.92238478005,925526.2510135743,27.2722053630711,425.11761320851184,16.548844684798706,0.0,126.0,422.0,0.0,4.0,544.0,186.0,186.0,310.0,3381.0,24573.63484487793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451734.0,41672.0,2001657.0,5823.0
39,전체,경부선,2018-04-01,30,13,17,0,0,55822.0,2944889.0,2830235.0,1023200.3717391011,75494.45648749587,966823.1327352555,28.458880649357713,406.59959256156014,17.484880825820493,0.0,171.0,412.0,0.0,0.0,583.0,180.0,180.0,300.0,3273.0,25604.155319442896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436315.0,41219.0,1937864.0,10102.0
40,전체,경부선,2018-05-01,31,14,17,3,0,58238.0,3074081.0,3027564.0,1057562.3427004926,78644.74668389035,1022621.732046324,30.091523188120835,416.94189181497296,18.649178740981114,0.0,217.0,432.0,0.0,35.0,614.0,186.0,186.0,310.0,3406.0,27151.63356970818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476079.0,43443.0,2075623.0,11000.0
41,전체,경부선,2018-06-01,30,15,15,1,0,56078.0,2959497.0,2782491.0,1029587.0341704712,76295.83967437588,958087.769585373,27.925164540984508,404.8237134255729,17.357421160205096,0.0,175.0,425.0,0.0,1.0,599.0,180.0,180.0,300.0,3283.0,25170.30941828889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427966.0,40064.0,1878338.0,12386.0
42,전체,경부선,2018-07-01,31,13,18,0,0,58422.0,3087036.0,2767297.0,1087595.489619503,79870.15327026827,966409.7677105124,27.58526815782292,422.2189003758159,17.406512121427312,0.0,195.0,297.0,0.0,11.0,481.0,155.0,155.0,248.0,3380.0,25197.46634913665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408357.0,64526.0,1785136.0,7524.0
43,전체,경부선,2018-08-01,31,14,17,1,0,58668.0,3099708.0,2851887.0,1094927.1089794643,81196.69907252252,1001433.5724517067,28.376065713307238,418.1358500727869,18.204124119432002,0.0,219.0,296.0,0.0,43.0,472.0,155.0,155.0,248.0,3410.0,25793.44496131957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427874.0,63591.0,1827774.0,8283.0
44,전체,경부선,2018-09-01,30,16,14,3,3,59914.0,3164165.0,2891302.0,1047927.0017049566,76186.62298504803,947426.53951584,27.189524269852893,412.7554825864964,16.899584331221636,0.0,234.0,315.0,79.0,72.0,398.0,150.0,150.0,240.0,3527.0,24395.803031634892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462771.0,71415.0,1925828.0,17472.0
45,전체,경부선,2018-10-01,31,14,17,2,0,60678.0,3205873.0,3062572.0,1070621.2488041667,78374.52569210845,1005477.3892715032,29.213285401013973,423.4837844686332,18.05518803593257,0.0,197.0,409.0,0.0,92.0,514.0,155.0,155.0,248.0,3575.0,26210.262866594294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453400.0,70178.0,1986487.0,17253.0
46,전체,경부선,2018-11-01,30,13,17,0,0,58806.0,3105770.0,3119972.0,1034196.1986410776,75439.36873253749,1017347.0846744349,29.652926435029997,411.25418139479757,18.23097665580484,0.0,187.0,391.0,0.0,86.0,492.0,150.0,150.0,240.0,3463.0,26612.2712592836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451870.0,66857.0,1962987.0,10091.0
47,전체,경부선,2018-12-01,31,15,16,1,0,61126.0,3228411.0,3055840.0,1071292.5711650318,79029.78708499721,1001226.1803252556,29.04027295739633,420.37521253140807,18.10157854826148,0.0,203.0,402.0,0.0,95.0,510.0,155.0,155.0,248.0,3601.0,26045.34438568443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472218.0,68830.0,1952111.0,14069.0
48,전체,경부선,2019-01-01,31,13,18,1,0,59986.0,3167882.0,2821722.0,1065234.1512713577,78839.94606875695,941205.4639873933,27.426016630211052,418.90024221929076,17.059461470612383,0.0,217.0,365.0,0.0,60.0,522.0,155.0,155.0,248.0,3531.0,24609.970096542624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435314.0,63751.0,1912293.0,10502.0
49,전체,경부선,2019-02-01,28,15,13,3,3,55366.0,2924599.0,2856467.0,981752.9700632659,72764.9419400801,955838.7541626384,27.293155484212093,377.84450040882655,17.340838674918153,0.0,243.0,235.0,78.0,52.0,348.0,140.0,140.0,224.0,3245.0,24580.960977854826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458595.0,66336.0,1919165.0,13402.0
50,전체,경부선,2019-03-01,31,15,16,1,0,60504.0,3195542.0,2904225.0,1045411.790455755,76366.26889745113,934041.9639996723,27.803212131493677,424.49328914710213,16.767262098158405,0.0,202.0,334.0,0.0,30.0,506.0,155.0,155.0,248.0,3548.0,25063.073784836095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487438.0,69857.0,2127865.0,8881.0
51,전체,경부선,2019-04-01,30,12,18,0,0,57672.0,3046931.0,2950182.0,1012276.0679705273,74467.40502518421,962868.5565502027,28.645824101677412,407.78758721127684,17.384258669708778,0.0,193.0,334.0,0.0,24.0,503.0,150.0,150.0,240.0,3388.0,25783.89680412946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446984.0,66649.0,2012211.0,13533.0
52,전체,경부선,2019-05-01,31,14,17,3,0,60060.0,3172476.0,3147381.0,1046452.750167041,77188.95106855096,1019417.943055253,30.317384412926412,420.30586520861453,18.46831227685444,0.0,201.0,341.0,0.0,32.0,510.0,155.0,155.0,248.0,3524.0,27318.49443376982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495147.0,72741.0,2171680.0,13300.0
53,전체,경부선,2019-06-01,30,15,15,1,0,58566.0,3093500.0,2942219.0,1034631.9960423077,76117.83115736394,975277.2580372725,28.320217725123776,407.8642859359764,17.582142123904802,0.0,207.0,335.0,0.0,32.0,510.0,150.0,150.0,240.0,3437.0,25492.770273823604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467337.0,73595.0,1993240.0,9722.0
54,전체,경부선,2019-07-01,31,12,19,0,0,59826.0,3160027.0,2928653.0,1064778.9706947012,77949.11835331822,982742.678237757,28.59516643071262,423.636580048449,17.613475553527,0.0,208.0,348.0,0.0,36.0,520.0,155.0,155.0,248.0,3517.0,25691.660292607557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452779.0,80986.0,1988524.0,2916.0
55,전체,경부선,2019-08-01,31,15,16,1,0,60458.0,3193446.0,3088101.0,1073870.403878362,80086.6775151817,1036768.4049900173,29.940556982252247,415.7714610168334,18.916482989971897,0.0,219.0,338.0,0.0,35.0,522.0,155.0,155.0,248.0,3547.0,26941.834176175824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500635.0,83310.0,2064783.0,4343.0
56,전체,경부선,2019-09-01,30,14,16,3,3,58818.0,3107558.0,2931357.0,1023741.2545090325,74524.5753922143,961618.3660041956,28.125710031614542,412.2706732058663,17.119650648474863,0.0,219.0,284.0,56.0,30.0,417.0,150.0,150.0,240.0,3449.0,25342.527781508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472025.0,86585.0,1993420.0,15455.0
57,전체,경부선,2019-10-01,31,14,17,2,0,59662.0,3151992.0,3095238.0,1050709.5347612642,76728.13439507222,1025766.5023488624,30.21982373860143,424.63593123230595,18.334716318334795,0.0,211.0,347.0,0.0,32.0,526.0,155.0,155.0,248.0,3506.0,27173.678667942022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513519.0,88767.0,2038747.0,9140.0
58,전체,경부선,2019-11-01,30,14,16,0,0,54986.0,2906381.0,3106887.0,1012476.5178349785,73599.63956442039,1081521.946722409,31.97139532055961,412.7951245852479,19.246773104357658,0.0,183.0,315.0,0.0,18.0,480.0,150.0,150.0,240.0,3207.0,29078.548132053776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521649.0,85380.0,1905534.0,6097.0
59,전체,경부선,2019-12-01,31,14,17,1,0,60268.0,3183186.0,3228334.0,1041937.0039693054,76801.35778897037,1051141.198505115,31.21292332461937,420.7645729711723,18.950984594921657,0.0,206.0,343.0,0.0,44.0,505.0,155.0,155.0,248.0,3542.0,28061.250060570444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521788.0,82774.0,2026390.0,6259.0
60,전체,경부선,2020-01-01,31,14,17,4,3,60720.0,3207934.0,3052906.0,1069853.3994601588,78842.06126830389,1014900.8767435143,29.39307129931449,420.73623983489136,18.286234237324322,0.0,203.0,293.0,57.0,5.0,434.0,155.0,155.0,248.0,3560.0,26478.639850735803,36.3,36.0,0.0,2.78,31.75,0.0,0.0,0.0,0.0,486814.0,58850.0,1874151.0,20929.0
61,전체,경부선,2020-02-01,29,13,16,0,0,56252.0,2971678.0,1656348.0,965797.0452197606,69209.39115352982,544871.7294821498,16.218367471349104,404.82994080134756,9.559509431869849,0.0,161.0,322.0,0.0,0.0,483.0,145.0,145.0,232.0,3300.0,14585.178462750067,1031.49,12128.0,0.0,1060.19,902.61,83.0,0.0,78.0,0.0,263204.0,30552.0,1206778.0,361.0
62,전체,경부선,2020-03-01,31,13,18,1,0,59152.0,3122759.0,801643.0,965313.4486132198,68661.39466898004,247742.2432247817,7.999084049721502,435.8604581102463,4.312038816238452,0.0,276.0,280.0,0.0,0.0,556.0,155.0,155.0,248.0,3464.0,7197.733580943971,1855.92,244918.0,0.0,1939.94,1677.1200000000001,2606.0,0.0,93.0,0.0,130457.0,23318.0,697563.0,0.0
63,전체,경부선,2020-04-01,30,13,17,1,0,55380.0,2922784.0,1169497.0,968917.2288818433,69332.49992369603,387404.0069942921,11.981604990546838,419.62237245168535,6.807515142914131,0.0,249.0,290.0,0.0,0.0,539.0,150.0,150.0,240.0,3250.0,10765.233353112793,1981.53,315431.0,0.0,1999.13,1921.37,6533.0,0.0,90.0,0.0,198715.0,27170.0,952347.0,0.0
64,전체,경부선,2020-05-01,31,16,15,2,0,57684.0,3045233.0,1736950.0,1022246.9648853773,73588.01120852838,580240.0707879241,17.597964424263008,430.8993230843063,10.222297771609162,0.0,225.0,310.0,0.0,0.0,535.0,155.0,155.0,248.0,3378.0,15866.379640573183,1610.1,342959.0,0.0,1350.44,1602.55,8104.0,0.0,93.0,0.0,305941.0,21914.0,1301285.0,0.0
65,전체,경부선,2020-06-01,30,12,18,1,0,57036.0,3011564.0,1805617.0,967338.088933546,69341.07066927223,577739.3675438236,17.909543038552496,418.67501402223144,10.138642085546028,0.0,237.0,296.0,0.0,0.0,533.0,150.0,150.0,240.0,3342.0,16134.27777577342,1785.23,365805.0,0.0,1610.15,1749.38,8337.0,0.0,90.0,0.0,301073.0,0.0,1307083.0,0.0
66,전체,경부선,2020-07-01,31,13,18,0,0,59656.0,3149370.0,2088822.0,1000471.976067869,74108.18751948902,662005.0469243354,20.509670072708552,418.7750340898632,11.99988378589257,0.0,185.0,336.0,0.0,0.0,521.0,155.0,155.0,248.0,3492.0,18484.334239977296,1619.24,423421.0,0.0,1657.8400000000001,1610.6,9057.0,0.0,93.0,0.0,336711.0,0.0,1399271.0,0.0
67,전체,경부선,2020-08-01,31,14,17,1,0,60290.0,3183507.0,1943413.0,1010935.8229279706,75730.56267086932,620894.5832436123,18.95084814963472,414.3715076445692,11.45226139212026,0.0,197.0,337.0,0.0,3.0,531.0,155.0,155.0,248.0,3525.0,17090.246661166235,1614.48,505449.0,0.0,1650.44,1606.42,9557.0,0.0,93.0,0.0,336661.0,0.0,1304824.0,0.0
68,전체,경부선,2020-09-01,30,13,17,1,1,58268.0,3077919.0,1364248.0,940006.8594996727,66750.38705176009,416903.982278889,13.30930851875475,422.5500387794756,7.235105071323005,0.0,195.0,306.0,22.0,0.0,479.0,150.0,150.0,240.0,3406.0,12011.907560736132,1521.1999999999998,673170.0,0.0,1532.82,1518.49,11080.0,0.0,61.0,0.0,254472.0,0.0,1082868.0,866.0
