username,date,rating,review,likes,dislikes
hg27****,2016.10.30. 16:16,10,연인과 함께라면 반드시 봐야 할 영화!,1,0
sile****,2016.10.29. 00:06,8,굿 노부부가 가져다주는 감동이 인상적,1,0
my66****,2016.10.26. 22:35,10,뭉클하고  아름다운 사랑 그리고 인생이야기~~,1,0
rlat****,2016.10.26. 22:35,10,개봉당시에도 인기 있는 영화 였는데  그당시에는  오히려 인기영화는 보기 싫어서ㅎ 노트북을 못 보고 지나갔고 티비에서도 여러번 해줬는데도 무슨 고집으로 안봤는지 이때까지 못봤네요ㅎㅎ재개봉 했다길래 예매하고 오늘 보고 왔는데 완전 감동 먹고 왔어요!,1,0
thsu****,2016.10.26. 22:32,10,영원한 명작 포스터의 글귀 대로 사랑한다면 이들처럼!,1,0
dual****,2016.10.26. 22:20,10,제일 좋아하는 영화를 극장에서 다시 보게되어 좋았습니당,1,0
yuni****,2016.10.26. 22:16,10,슬픔과감동이..ㅠㅠ,1,0
dbtn****,2016.10.26. 22:11,10,재밌어요 짱짱인생영화,1,0
qudc****,2016.10.26. 22:10,10,굿 역시 명작은 명작입니다,1,0
youy****,2016.10.26. 22:08,10,너무 감동적이고 이렇게 사랑하고 싶어요.,1,0
tury****,2016.10.26. 22:00,10,가슴이 뜨거워지는 영화,1,0
zxcv****,2016.10.26. 21:47,10,재개봉영화는 이유가 있어요혼자서도 보시는뷴들많고 너무 아름답게 봤어요,1,0
god4****,2016.10.26. 20:03,10,역시는 역시... 명작답네요,1,0
coma****,2016.10.26. 15:56,10,진짜 정말 감동적인 영화였습니당 ㅠ.. 최고에욧 !!,1,0
kxve****,2016.10.26. 11:52,10,재밌기도 했는데 그냥 너랑 봐서 좋았어,1,0
ldr9****,2016.10.26. 11:37,10,내인생영화 리개봉한데서 다시봤는데 역시나감동....,1,0
sdhs****,2016.10.26. 01:50,10,완벽한 사랑 우리의 완전한 사랑,1,0
mrs5****,2016.10.26. 00:17,10,인생영화..꼭 봐야합니다,1,0
gera****,2016.10.25. 23:31,10,시간을 두고 꼭 다시 보고싶은 영화 .... 볼때마다 느끼는 감정은 또 다를 것같다...너무나 아름답다,1,0
taep****,2016.10.25. 23:10,10,너무 재미있게 봤습니다. 감동적이네요.,1,0
ccm1****,2016.10.25. 23:09,10,말이 필요 없는 영화!  실화라서 더 감동!,1,0
sexy****,2016.10.25. 22:35,10,명작다시보니더좋았어요,1,0
wldu****,2016.10.25. 21:57,10,결혼하고 남편이랑 꼭 보고싶었는데 다시 개봉한다고햐서 봤는데 정말 감동깊게 봤어요^^끝에서 남편도 울고 나도 울고 정말 이쁘게 살고싶네요^^,1,0
peac****,2016.10.25. 19:39,10,엄마랑 같이 봤는데 엄마가 넘 감동받았네요. 이미 봤던 영화였지만 역시 명작!,1,0
herj****,2016.10.25. 19:37,10,다시봐도 꾸르잼 넘나 재밌는것,1,0
tkda****,2016.10.25. 19:12,10,너무 감동적이에요ㅜㅜ후회없어용,1,0
dkra****,2016.10.25. 18:06,7,레이첼 맥아담스가 너무 사랑스럽다,1,0
love****,2016.10.25. 16:24,10,신선하면서 깨달음도 있고여러가지를 얻게 된 영화인 듯^^,1,0
thwj****,2016.10.25. 15:51,10,눈물이앞을가리는결말을알고있어도재밌는영화,1,0
ldkj****,2016.10.25. 15:12,10,재개봉 한 이유가 있네요. 명작 입니다. 재밌습니다.,1,0
star****,2016.10.25. 12:31,10,찰나라고 생각했지만 영원이었던 사랑.,1,0
luci****,2016.10.25. 05:44,8,조조로 봤는데 생각보다 괜찮네요. 영화가 아닌 현실의 앨리였다면 그래도 노아가 아닌 론을 택했을 거라 생각해서 별로 가슴에 와닿진 않았어요. 그치만  마지막 순간까지 서로를 열렬하게 사랑한다는 건 정말 아름다운 일이네요. 마지막 장면에 눈물이 핑ㅜㅜ,1,0
joke****,2016.10.25. 04:17,8,로맨스와 불륜드라마의 사이,1,0
mmm9****,2016.10.25. 02:32,10,배울게 많았습니다. 다방면에 연애방법을 배웠네요.,1,0
dmaw****,2016.10.25. 01:40,10,보고보고 또 보고도 또 보고싶은 영화,1,0
gofe****,2016.10.25. 01:40,10,울면서 봤어요 ㅠ짱짱,1,0
seou****,2016.10.25. 01:03,10,감동입니다ㅠㅠ...,1,0
ahwm****,2016.10.25. 00:55,9,뻔한 스토리 일지모르지만 그 애잔함은 결코 뻔하지않다,1,0
codj****,2016.10.25. 00:55,10,인생영화에요정말..잔잔한여운 또보고싶어요,1,0
wlsg****,2016.10.25. 00:01,10,감동이다 재미있다 추천,1,0
skab****,2016.10.24. 23:46,8,다시봐도좋았어요~ 꿈같은얘기,1,0
rmsg****,2016.10.24. 23:45,10,이건 진짜 휴 보는내내 몽글몽글..,1,0
hey_****,2016.10.24. 23:02,8,노트북 다시봐도 좋습니다!,1,0
harr****,2016.10.24. 22:52,9,가슴 촉촉해집니다. 첫사랑이 이렇게 이뤄질 수도 있네요. 풍광이 넘 아름답습니다. 나이 들어도 볼 수 있는 첫사랑 영화 강추,1,0
lan3****,2016.10.24. 22:51,10,연출과 내용 모두 멋지다,1,0
chri****,2016.10.24. 22:41,10,아무리봐도봐도 여운남고멋진영화 내 인생영화 ??,1,0
kwon****,2016.10.24. 22:33,10,10개도 아깝지않은 ..,1,0
heya****,2016.10.24. 21:34,9,너무 좋아요 영화관에서 다시 보니 더 좋았어요,1,0
bunh****,2016.10.24. 21:26,10,정말 감동적이에요 ㅠㅠ 꼭 보세요~,1,0
3doo****,2016.10.24. 19:46,10,가슴뭉클해지는 영화입니다,1,0
kimj****,2016.10.24. 18:09,10,오랜만에 다시 보게 되어서 좋았어요,1,0
hell****,2016.10.24. 17:27,9,10년이 된 영화인데도 식상하지 않은 감정선이었어요.,1,0
jin9****,2016.10.24. 16:46,10,너무 달달하고 열렬한 그런 사랑을 보니 나도 설렜지만 슬프고도 아름다웠다 .. 한번쯤은 저런사랑 해본다면 후회가 없을거같다,1,0
styi****,2016.10.24. 15:46,9,재밌었어요 ㅎㅎ 로맨틱한 영화 굿뜨,1,0
nori****,2016.10.24. 14:52,10,현재의 사랑은 소중하다,1,0
gree****,2016.10.24. 14:13,10,평점을 내릴만한 이유가 어느것도 없다... 나에겐 완벽한 영화. 그리고 로맨스영화라기보단 한편의 판타지같은 영화.ㅎㅎㅎ 사랑합니다 노트북,1,0
smoo****,2016.10.24. 13:58,9,따뜻한 사랑의 감정을감정을  잘표시한 . 넘 인간적영화,1,0
wend****,2016.10.24. 13:05,9,너무 재미있게 봤네요!!추천이요,1,0
asda****,2016.10.24. 12:59,10,너무 좋아했던 영화가 다시 영화관에서 개봉해서 너무 좋았습니다,1,0
only****,2016.10.24. 12:50,10,추천추천추천추천추천,1,0
lcy7****,2016.10.24. 12:41,10,감동 눈물! 좋습니다 꼭 보세요 !!,1,0
jusu****,2016.10.24. 12:24,10,네 엄마는 나의 집이란다,1,0
wlsk****,2016.10.24. 12:00,10,와..진짜 명작은 명작이네요 마지막장면에서 너무 감동받아서 폭풍눈물ㅠㅠㅠ저런사랑을 죽기전에 한번이라도 하면 진짜 후회없는 인생일듯,1,0
rbsg****,2016.10.24. 11:55,10,끝까지 곁에 남아주는 사람이 있음에 부러운,1,0
vere****,2016.10.24. 11:37,9,한국에서 유독 인기몰이 했다길래 조조로 오늘 봄. 생각에 낭만적이기만 한 뻔한 애정영화일거라 생각했는데 인생과 죽음에 대해서 생각해보게 한 현실적인 드라마물.,1,0
theq****,2016.10.24. 01:57,10,10년만에 다시 본 영화인데 너랑 봐서 새롭고 더 뭉클하고 감동이었다.,1,0
se47****,2016.10.23. 23:03,10,예나지금이나 너무 가슴 따뜻한 영화에요,1,0
rms8****,2016.10.23. 21:52,10,아주 재밌고 슬프펑ㅅ감동적,1,0
qkd3****,2016.10.23. 21:36,9,너무공감가는 주옥같은 대사들 ㅠㅠ,1,0
kims****,2016.10.23. 21:06,10,오랜만에 로맨스영화를봤는데..너무나도 아름답고 감동적인 영화..마지막장면엔 눈물이...,1,0
huii****,2016.10.23. 21:04,9,재밌었어요 레이첼맥아담스 넘 예뻐요,1,0
qaza****,2016.10.23. 18:36,10,보고 또 봐도 볼때마다 감동의 눈물을 흘리게 되는 영화네요사랑스러운 영화 .. :),1,0
