username,date,rating,review,likes,dislikes
rb58****,2017.09.18. 23:17,10,재밌다 진짜 다시보고싶다,5,0
my87****,2017.09.14. 15:43,9,온몸에 힘주어 가며 재미있게 잘 봤습니다,5,0
jeam****,2017.09.13. 12:33,9,실감나는연기...  영화에 열정이 보입니다..,5,0
siwn****,2017.09.11. 22:48,7,원작을 읽기 전에 봐야 재미있는 영화,5,0
mmss****,2017.09.10. 18:59,7,기대한것보단약간약혓지만그래도재밋다,5,0
qjat****,2017.09.10. 18:23,7,연기도 좋고 긴장감도 있고 재밌게 봤습니다.,5,0
sooy****,2017.09.10. 10:07,8,의자 간격이 좁으니까 영화관에서 트름은 자제합시다 음식쓰레기 수거 차 지나가는 줄.... 영화는 괜찮게 봤어요 자잘한 반전의 연속! 하지만 딱히 임팩트 있는 반전은 없었다는,5,0
wjst****,2018.01.27. 02:14,10,그냥 연기갑..말하지 않아도 보면 알아요,6,1
ehqh****,2017.11.06. 16:18,10,만족합니다재미있습니다,6,1
ttan****,2017.11.04. 21:39,10,설경구 역쉬... 시간가는줄 모르고봤네요,6,1
tgtg****,2017.09.20. 17:56,6,지금 나온 영화중 가장 볼만함,6,1
popp****,2017.09.16. 15:38,2,초반에 흥미있다가 지루해짐,6,1
hosi****,2017.09.16. 08:01,7,원작을 못봐서 그런건지 몰라도 나는 재밌게 봤네 영화가 꼭 원작이랑 똑같아야되는건 아닌데 왜들 그럴까,6,1
guap****,2017.09.14. 12:07,8,재미없다는 평으로 별 기대안했는데 예상외로 너무 재밌었음. 설경구의 연기는 어떤 말로도 표현할 수 없을 정도로 최고!,6,1
soon****,2017.09.13. 11:51,8,한국영화치고 괜찮은 영화였다,6,1
wnru****,2017.09.13. 11:40,9,재밌네요..재밌어요,6,1
qqww****,2017.09.11. 15:05,10,연기를 어쩜 그렇게 잘하시는지,6,1
save****,2017.09.11. 14:32,9,"소설로 한번 읽어보고싶어지는 영화설경구,김남길은 역시설현은 기대이상",6,1
yye9****,2017.09.11. 14:00,8,설경구 연기는 대박...설현도 기대안했는데 연기를 꽤해서 놀랐어요 굿굿,6,1
kami****,2017.09.10. 19:33,9,설경구의 살인자의 연기는 매우 인상적이었다. 얼굴에 살이 빠져 보다 더 연기가 돗보였다.,6,1
tnsd****,2017.09.10. 19:11,8,볼만해요 볼만해요 볼만해요,6,1
haha****,2017.09.10. 12:00,7,엔딩은 무엇이 진실인지 헷갈리게하는  여운이남는 영화,6,1
42ma****,2017.09.10. 08:42,7,살인자의 기억법. 살인자의 생존법,6,1
sohe****,2017.09.10. 01:02,9,병수야...존나무서운사람나밖에없음??ㅜ ㅜ ㅜ,6,1
dkgo****,2018.02.17. 14:00,10,설경구 연기 진짜 잘함 최고였음,7,2
ekql****,2017.09.15. 22:54,10,배우들의 연기가 너무 멋있었어요,7,2
sckj****,2017.09.13. 01:11,10,배우들의 연기가 진짜 다했어요,7,2
dhwh****,2017.09.12. 21:58,10,너무재밌어요 ㅎㅎ기대안했는데 재밋네요 ㅎㅎ,7,2
ax_e****,2017.09.14. 15:40,10,분명한 한국 스릴러 수작이다,8,3
ones****,2017.09.10. 06:30,8,설경구의 연기가 대단하다,8,3
tmdd****,2017.09.10. 04:19,10,설경구 연기력 대박!!,8,3
2435****,2017.09.09. 22:05,7,난 개인적으로 살짝 루즈했음,8,3
ehst****,2017.09.09. 15:37,10,인생영화 그냥 꼭보세여 ㄹㅇ,8,3
boss****,2017.09.08. 22:59,7,많은 감정이 스치는 그런 영화,8,3
cksf****,2017.09.11. 05:49,6,노력하신줄은 알겠습니다.,9,4
dmst****,2017.09.10. 02:07,7,15세라서 안무서울줄알고 봤는데 무서워요....긴장의 끈을 놓을수없는 영화같습니다,9,4
snh1****,2017.09.10. 16:32,4,생각보다 치밀하지 못한 전개,11,6
eric****,2017.09.07. 13:40,8,설경구 연기에 감탄하게 되네요,12,7
teak****,2017.09.11. 00:00,2,돈이 아깝다 최악이다. 돈아까워 혈압이 오른다,17,12
sets****,2017.09.15. 19:49,1,지겨웠어 너무 너무 너무,21,16
lk74****,2017.09.07. 02:10,6,배우들 연기는  최상급;;근데 재미는 그닥 별로던데;;;반전도 예상하는대로 너무 따딱 맞아떨어져서;;;스릴러 안좋아하시는 분은 비추,21,16
a158****,2017.09.14. 09:10,1,졸라재밋없음^^쓰레기영화,30,25
coca****,2017.09.06. 22:20,4,"영화보고싶어서 내용,등장인물 하나도 모르고 아무거나 예매해서 본건데 소름돋는연기력..이런건 잘모르겠고 초반부분 ㄹㅇ 지루해요 나갈까 고민했고 쓸데없이 커지는 사운드에 귀아프고 짜증났어요 주변부분들도 욕하시더라구요. 결론은 그냥 그럽니다.",46,41
kwy2****,2018.03.01. 10:16,8,좋았습니다.재밋었네요,4,0
samo****,2018.02.19. 19:53,10,의외로 재미있슴~~~,4,0
l263****,2018.02.17. 21:35,10,연기잘하시구 재밋엇어요,4,0
rhan****,2018.01.29. 14:28,8,ㅋㅋㅋㅋ기억해라!! 한시도 지루한틈 없이 봤네요 ㅋㅋㅋㅋ,4,0
kdm3****,2018.01.14. 23:31,8,답을 아는 상황도 헷갈리게 스토리 전개가 잘 짜였다.,4,0
heun****,2018.01.14. 12:04,10,재밌습니다!!! 잊지못할영화,4,0
0213****,2018.01.10. 01:14,9,무서워요 엉엉 김남길 설경구 연기 미쳤음ㄹㅇ,4,0
jang****,2018.01.09. 09:15,8,소설과는 또다른 재미설경구와 김남길 연기가 예술,4,0
qhtm****,2018.01.07. 16:54,8,난 쫌 지겹다 김남길은지렸서,4,0
akas****,2017.11.12. 11:08,8,섬뜩하다 누구의 기억이 옳은가,4,0
situ****,2017.11.03. 21:57,10,흠 간만에 잼나게 봤네요.,4,0
ditt****,2017.11.02. 22:13,10,끝까지 엎치락뒤치락 반전을 주네요,4,0
toct****,2017.10.20. 14:01,8,설경구 연기 짱이네요 아동 폭력은 대물림 !!,4,0
dbqn****,2017.10.01. 19:36,7,책 내용하고 많이 틀리네요~~~설경구님 연기가 대단합니다^^영화 잘봤습니다...,4,0
zzza****,2017.09.30. 14:35,6,볼만해요! 설경구 연기가 대박,4,0
park****,2017.09.29. 00:53,9,재미있게 봤다. 역시 설경구,4,0
resd****,2017.09.29. 00:28,10,연기력 장난아니에용열린결말은 아쉽네요ㅠ,4,0
seyf****,2017.09.28. 20:55,10,원작만큼은 아니지만 배우들이 연기들을 잘해서 재밌었다.,4,0
ggma****,2017.09.19. 17:07,7,잼있다고 말할수 있는정도,4,0
caur****,2017.09.18. 23:43,9,처음부터 끝까지 긴장감이 넘칩니다역시 설경구의 연기는 최곱니다!,4,0
math****,2017.09.18. 23:06,10,역시  재밌는 원작과 연기자의 연기가 빛을 발하는 영화,4,0
ahyu****,2017.09.17. 19:12,8,괜찮게 봤습니다~..,4,0
dkwl****,2017.09.17. 19:03,8,설경구 연기는 역시 최고다 얼굴연기 소름,4,0
yrl1****,2017.09.17. 18:00,8,나쁘진않았네요 배우들의 연기력은 굿,4,0
focu****,2017.09.17. 17:51,9,연기도좋고내용도나쁘지않았습니다~~,4,0
rksk****,2017.09.17. 16:52,9,연기잘함 연기잘함 ㅇㅅㅇ ㅇㅅㅇ,4,0
cjst****,2017.09.17. 00:06,9,역시 설경구는 믿고 본다,4,0
imye****,2017.09.16. 17:39,5,기대를 많이 해서 그런가...,4,0
wdt9****,2017.09.14. 18:30,9,배우분들 연기 잘하십니다.,4,0
berb****,2017.09.14. 18:03,9,몰입감 최고 계속 빠져들고 보게됬다,4,0
fres****,2017.09.14. 17:48,9,기대안하고 봣는데 꿀잼 곡성급 흡입력과 연기 메멘토와 박하사탕 오마주 전체적으로 개꿀잼 ㅋ,4,0
ulia****,2017.09.14. 11:58,8,설경구의 연기가 정말 좋았습니다..,4,0
ddr5****,2017.09.13. 12:35,9,재밌어요 다들 연기 너무 잘하십니당,4,0
bere****,2017.09.13. 09:16,8,배우들의 연기가 좋았으나 엔딩이...,4,0
ebon****,2017.09.12. 13:26,8,내용도 새롭고 연기도 잘하고 재밌었어요. 하지만 마지막 격투신에서 아쉬웠던것 같습니다.너무 갑자기 형세가 역전되는 느낌?,4,0
kick****,2017.09.11. 23:28,8,재미있엇어요!ㅎㅎ연기짱,4,0
shef****,2017.09.11. 23:03,9,책을  읽어보고 싶어질만큼..무섭고 재밌었어요.^^,4,0
han2****,2017.09.11. 15:42,9,잊는순간내일은없습니다,4,0
alfo****,2017.09.11. 13:40,7,설경구 연기 짱..!!,4,0
hee_****,2017.09.11. 11:21,10,"배우들의 OOO기력,감독연출까지 올해본 스릴러중 단연최고!!!심지어 설현도 좋았다ㅋ",4,0
jsss****,2017.09.11. 10:47,10,꿀잼입니당 꼭 보세요 정말,4,0
dlej****,2017.09.11. 09:30,10,연기를 너무 잘하네요..,4,0
kis5****,2017.09.10. 21:58,8,운전할 때에는 운전에만 집중합시다,4,0
fnvl****,2017.09.10. 21:02,10,매우 만족스러웟다  니 기억을 믿지마라!,4,0
alfl****,2017.09.10. 18:43,8,재밌어요 연기도 잘하고,4,0
lazy****,2017.09.10. 12:05,9,원작을 읽지않고 봤기에 아쉬움없이 관람,4,0
emar****,2017.09.10. 11:53,10,즐겁게 잘 관람했습니다,4,0
ywoo****,2018.01.16. 16:51,5,호빵맨은 어떻게 가능했던 것일까...,5,1
