Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
Random Forest,Test set,1600,1384,92,93,31,0.937034529451591,0.9780918727915194,0.4972972972972973,0.9571230982019364,0.9225,0.7376945850444083,0.9161512749498616
Random Forest,Entire population,12968,7105,5739,93,31,0.987079744373437,0.9956558295964125,0.9840534979423868,0.9913492395702526,0.9904380012338063,0.9898546637693997,0.9989756266839211
