,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12
생산자물가지수,101.02,100.69,99.8,98.93,98.96,99.47,99.69,100.18,100.38,99.98,100.06,100.84,101.96,102.8,103.89,104.88,105.45,106.01,107.04,107.6,108,109.12,109.9,109.88,111.04,111.57,113.27,115.1,115.92,116.57,116.9,116.45,116.53,117.13,116.75,116.27,116.69,116.91,117.05,116.96,116.53,116.27,116.53,117.5,118.03,117.86,117.41,117.56,118.19,118.55,118.82,119.16,119.25,119.23,119.56,119.38,119.16,119.01,119.1,119.52
