Algorithm,Dataset,MSE,RMSE,MSPE,MAE,MAPE,MedAE,MedAPE
LGBM,Score,9409264259.772795,97001.36215421304,0.00860037358661187,88904.85546531032,0.08587091362851677,82419.35248575197,0.08204319069658236
LGBM,Score,1523070851.218465,39026.54034395651,0.0031928544690090774,22231.452486043327,0.030033773731225292,8255.144373781222,0.010301927589086917
