"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"내 머리속의 지우개","cha_****","2013.06.27. 14:01","10","너무 애절하고 슬프지만 훈훈한 사랑이야기였어요~~","11","4"
"내 머리속의 지우개","muha****","2013.02.23. 02:15","10","뻔한스토리...하지만 3번째 보는데도 눈물이나는 이유는 뭘까...","11","4"
"내 머리속의 지우개","ggvv****","2014.10.04. 02:35","10","진짜 내인생최고의 영화. 누가뭐래도 최고의 영화.","12","5"
"내 머리속의 지우개","toto****","2014.08.29. 00:34","10","훌륭한 멜로 , 잘만든 수작. 개인적으로 제일 좋아하는 멜로영화","12","5"
"내 머리속의 지우개","dlgu****","2013.06.13. 05:34","10","오래전 영화를 이제서야 보다니 보길 잘 했다 진짜 최고였고 슬펐다ㅠㅠ","12","5"
"내 머리속의 지우개","lcg1****","2014.09.04. 20:22","10","볼때마다 우는듯... 둘다 연기 짱짱이다","14","7"
"내 머리속의 지우개","edwa****","2013.07.06. 23:44","10","개봉2004년...9년만에 제대로 보게된 영화. 이제서 보게되지만 배우들의 연기나당시 손예진, 정우성의 모습도 볼수있고 두연인의 가슴아픈 이야기는 보는 나도 눈에서 하염없이 눈물만 흐르게 만든 영화였어요....","20","13"
"내 머리속의 지우개","sgr2****","2022.12.11. 03:06","10","나의 엄마는 내가 국민학교4학년때 백혈병으로 3년 아프시다가 돌아가셨다. 1년뒤 아빠는 재혼하셨고 난 고등학교때 가출하고 대학생때 휴학을 3번 할 정도로 지원도 못받고 새엄마와 사이도 안좋았다. 대학교3학년2학기시절 새엄마가 갑자기 암말기진단을 받으셔서 나에게 미안하다하시면서 1년도 안되서 돌아가셨다....","6","0"
"내 머리속의 지우개","high****","2019.11.09. 23:43","10","정우성 편지읽을때 너무 슬펐어....","6","0"
"내 머리속의 지우개","yuji****","2019.10.03. 02:56","10","진짜 희대의 명작이다 ,, 이걸 이제서야","6","0"
"내 머리속의 지우개","rkgu****","2019.04.27. 04:26","10","진짜 재밌어요 정말 슬픈 영화를 보고 싶어서 봤는데 다시 큰화면으로 보고싶을 정도로.,.,, 인생영화입니다 손예진 진짜 예뻐요ㅠㅜㅜ","6","0"
"내 머리속의 지우개","kyeo****","2018.08.09. 14:49","10","긴말필요없다 보고 오열함","6","0"
"내 머리속의 지우개","djsi****","2018.06.25. 06:47","10","영화보고처음울어봐요","6","0"
"내 머리속의 지우개","ngm0****","2018.04.22. 23:21","10","올만에 다시 봤는데...이건 역작이여","6","0"
"내 머리속의 지우개","yfir****","2017.12.15. 13:44","9","손예진도 정우성도 젊고 이쁘고 멋있던 시절이네 영상만 봐도 좋다","6","0"
"내 머리속의 지우개","napa****","2017.04.05. 21:47","10","추억의 그 영화....","6","0"
"내 머리속의 지우개","hun0****","2016.07.13. 08:37","10","몇번을 봤는지도 기억안날 정도로 많이 봤는데... 볼때마다 눈물이 난다...","6","0"
"내 머리속의 지우개","qkrw****","2016.05.11. 02:10","10","사랑하는 사람과의 기억이 지워진다는거정말 가슴아프다 .. 개봉 당시에는 사랑을 모르는 나였기에 왜 눈물을 흘리는지 몰랐는데 사랑을 해보니 이해가 가고 정말 감동적인영화다","6","0"
"내 머리속의 지우개","nubi****","2014.10.06. 23:07","10","울고싶을때 감성에 취고하 싶을때면 보는영화 30번도 넘게 본것 같다. 중간에 배팅볼 머신에서의 대사와, 마지막부분 수진의 편지는 다 외울정도다. 내 생에 있어 메말라 있을때 나의 감성을 채워주는 영화 참고로 난 남자다!","6","0"
"내 머리속의 지우개","qlak****","2014.01.07. 18:46","10","내가본 영화중에 최고의 영화다.","6","0"
"내 머리속의 지우개","ghdi****","2014.01.07. 01:32","10","오랜만에 울어보내요 .. 좋은 작품 감사합니다 사랑은 노력하는 거겠죠 ,,,","6","0"
"내 머리속의 지우개","ehow****","2013.01.14. 01:30","10","영화치곤 조금긴편인데 시간가는줄모르고 볼정도로 몰입도가좋은영화고 배우나 연기... 완벽함","6","0"
"내 머리속의 지우개","aqsd****","2013.01.10. 00:47","10","사랑하던 사람이 나를 잊는다면................","6","0"
"내 머리속의 지우개","frog****","2019.04.22. 21:14","10","중간에 깔리면 bgm들과 주인공들 심리묘사할 때 배경은 정말 가히 예술이다.. 남잔데 10번넘게 봤는데 볼때마다 질질 짬망설일 필요없는 내 인생 최고의 영화","7","1"
"내 머리속의 지우개","ywon****","2019.03.18. 15:22","10","예진언니 너무너무 예뻐요.. 넋놓고보게돼요 ㅠㅠ","7","1"
"내 머리속의 지우개","yeji****","2019.03.18. 00:39","10","열번 본거 같은데 봐도봐도 눈물이 나오네요ㅜㅠ","7","1"
"내 머리속의 지우개","ever****","2018.10.21. 00:03","10","울고 싶을때.. 사랑이라는 느낌이 잊혀져갈때 보는 영화..","7","1"
"내 머리속의 지우개","chj9****","2018.09.06. 00:10","10","13살 영화관가서 봤을땐 이렇게 슬픈영환지 몰랐는데..어쩌다 다시 봤다가 눈물,콧물 다 뺐네요ㅠㅠ 이 영화가 14년이나 됐다는 사실도 눈물이 나네요 ㅠㅠ","7","1"
"내 머리속의 지우개","ic09****","2018.03.05. 23:24","10","명작,,손예진 너무 사랑스러움ㅠ","7","1"
"내 머리속의 지우개","suju****","2017.08.23. 22:26","10","말이 필요없는 만점짜리 사랑영화","7","1"
"내 머리속의 지우개","kimd****","2017.08.22. 21:24","10","내인생 최고의 멜로 수작남자인데 7번봤고 두번볼때까지 울었다","7","1"
"내 머리속의 지우개","phea****","2016.10.30. 22:40","7","울고싶으면 생각나는 영화","7","1"
"내 머리속의 지우개","ehfk****","2016.02.08. 23:23","10","그냥 닥치고 10 점 더 주고 싶은데 없어서 못준다","7","1"
"내 머리속의 지우개","djat****","2014.08.23. 06:33","10","눈물이 정말 흐른다 흘러 입대할때 다음으로 눈물 많이 흘려본다.","7","1"
"내 머리속의 지우개","puri****","2013.01.30. 14:07","10","보고 또봐도 눈물이 주룩주룩ㅠㅠ 한국멜로중 제일 좋아합니다","7","1"
"내 머리속의 지우개","dbsj****","2012.11.29. 20:21","10","3번째 보는건데도 너무 아련하고 좋아요 최고","7","1"
"내 머리속의 지우개","tpan****","2020.03.12. 23:38","8","눈물콧물 줄줄 흘렀네요 사랑하는 사람을 기억 못하는 슬픔이너무 맘 속깊히다가왔습니다 연기도 잘하고 손예진 너무예쁘네여","8","2"
"내 머리속의 지우개","bomi****","2019.02.16. 11:39","8","지금 보니 오글거리는 포인트가 몇 개 있긴 하지만 몇 번을 봐도 눈물이..ㅠㅠ 32살의 정우성과 23살의 손예진은 미모가 미쳤다 진짜.","8","2"
"내 머리속의 지우개","shin****","2018.10.27. 13:24","10","평점좀 올려도될듯....","8","2"
"내 머리속의 지우개","kms6****","2017.10.05. 16:15","10","띵작입니다....볼때마다 눈물나요","8","2"
"내 머리속의 지우개","dnvk****","2020.03.14. 04:51","10","2020년에 봐도 띵작.. 모든 장면이 명장면이고 대사 하나하나가 명대사. 손예진 정우성은 정말 최고.","9","3"
"내 머리속의 지우개","suje****","2014.09.15. 01:34","10","이 가을.. 이 새벽에..그야말로 '주르륵' ㅠㅠEBS 사랑합니다..","9","3"
"내 머리속의 지우개","jing****","2014.03.03. 23:41","10","제가 조금 어렸을때 나온 영화라 늦게나마 봤는데...저처럼 아직 못 본 사람들을 위해서 다시 상영했으면 좋겠어요.. 너무너무 재밌고 슬프고 감동이었어요ㅠㅠ","9","3"
"내 머리속의 지우개","kor_****","2013.11.03. 17:12","10","나이 먹어서 다시보니 눈물이 흐르더라..","9","3"
"내 머리속의 지우개","life****","2014.02.01. 19:22","10","최고의 감동영화임 꼭 보삼","10","4"
"내 머리속의 지우개","sdpo****","2014.01.02. 17:23","10","슬프다...진심어린 사랑을 해본 사람들은 반드시 슬플것이다.","10","4"
"내 머리속의 지우개","pc59****","2014.02.15. 11:21","10","학교 에서 보여 주길 래 봤는데 상당히 잘 만든거 같다.","13","7"
"내 머리속의 지우개","hjk6****","2014.02.14. 02:00","10","오직그대만같이 슬프고 이쁘고 달달한영화 찾다가 이걸봤는데 진짜 너무 딱 좋습니다 사랑합니다 ♥ㅠㅠ","13","7"
"내 머리속의 지우개","woon****","2020.02.22. 16:27","10","정말 어젯밤 펑펑 울었다. 손예진이 서서 소변누는 것을 보고 정우성이 방이 데려와 셔츠로 닦아주는 것은 진짜,,, 너무 슬펐다","5","0"
"내 머리속의 지우개","tjrg****","2019.10.28. 14:09","10","진짜 명작임 이거 보면 너무 슬픔","5","0"
"내 머리속의 지우개","berl****","2019.10.17. 23:35","10","넷플렉스에 뜨길래 오랫만에 봤어요 평소에 정우성 손예진 그닥 큰 관심 없었는데 리즈시절 그들은 누구보다 빛나고 멋지고 아름답습니다. 손예진 연기야 말할것도 없고 정우성 연기 누가 못한다했나요 손예진 오줌 쌀때 안고 우는거 진짜 가슴 찢어짐...진짜 콧물눈물 다 흘리며 봤어요... 아직도 가슴 먹먹해요","5","0"
"내 머리속의 지우개","baks****","2019.04.26. 01:27","9","진짜 명작중의 명작이네...클래식만큼이나 걸작임(짱임)그 정도로 재밌게 본 영화이기도 하고...기억을 잃어가는 주인공을 소재로 한 나를 잊지 말아요가 얼마나 졸작인지 생각해보면 이 영화가 얼마나 수작인지 알수가 있다.손예진과 김하늘도 비교불가.넘사벽임","5","0"
"내 머리속의 지우개","smu4****","2019.03.18. 01:03","10","나만EBS보는게 아니었네요..볼때마다 눈물샘이 자동문이되군요.최고의 영화입니다!","5","0"
"내 머리속의 지우개","wodl****","2018.07.11. 16:11","10","말이 필요없는 숨막히는 영화","5","0"
"내 머리속의 지우개","gold****","2018.07.04. 01:39","10","이 영화를 보면 누구나 사랑하고 싶어질 거다.","5","0"
"내 머리속의 지우개","hoju****","2017.10.26. 15:36","10","볼때마다 눈물남 둘다10년이지나도 변한게없어","5","0"
"내 머리속의 지우개","fort****","2017.07.12. 23:41","10","이 영화 평점이 너무 낮다. 어떤 멜로영화를 보며 심취하려고 노력해도 감성을 자극당하기가 어렵고 지루하거나 그저그랬는데 이영화는 눈물나게 만든다. 영상미와 음향도 너무 좋았고 내용적인 부분에서도 흠잡기 어려운 영화라고 생각한다. 노트북 따위와는 비교x","5","0"
"내 머리속의 지우개","5557****","2017.07.08. 08:48","10","남자인데 7번 넘게 뵜어요. 이런 사랑 하고싶어서","5","0"
"내 머리속의 지우개","ppss****","2017.06.23. 04:49","10","진짜 명작 로맨스 영화보고 거의 안 우는데 이건진짜눈물펑펑남","5","0"
"내 머리속의 지우개","qrwe****","2017.06.18. 22:30","10","아 정말 너무 아름답고 애틋하다","5","0"
"내 머리속의 지우개","skin****","2017.06.18. 18:16","10","ㅠㅠ 보고 눈물 너무 흘렸다","5","0"
"내 머리속의 지우개","dks0****","2017.06.10. 02:29","10","왜명작이라고 하는지 알겠다진짜다 이건 진짜명작이다","5","0"
"내 머리속의 지우개","gudq****","2017.05.20. 02:43","10","하 정말 슬퍼서 죽을뻔했습니다","5","0"
"내 머리속의 지우개","wins****","2017.04.19. 18:38","10","한국 최고의 멜로 영화.","5","0"
"내 머리속의 지우개","wltn****","2017.04.17. 03:26","10","몇번을 봐도 너무 슬퍼요..","5","0"
"내 머리속의 지우개","bell****","2017.03.27. 15:05","10","이거 마시면 우리 사귀는거다넘 이뻐~~~넘 아름답고 예쁜 영화","5","0"
"내 머리속의 지우개","usti****","2016.07.08. 19:21","10","내 평생 인생 영화 우울할때  한번씩 돌려보며  심쿵 헙니다","5","0"
"내 머리속의 지우개","zxd0****","2013.12.31. 16:45","10","이영화를 오늘 처음봤어요 ㅠㅠ 감동적인영화 이런영화 또 나왔으면좋겠다","5","0"
"내 머리속의 지우개","tjrl****","2013.01.30. 09:33","10","방금 또 봤는데 슬프고 좋기도하고","5","0"
"내 머리속의 지우개","gold****","2012.12.26. 23:16","10","알고도, 진부하다고 느끼는데도 눈시울을 붉히게 만드는 영화. 배우의 흡입력이 얼마나 중요한 것임을 다시 한번 느낀 영화","5","0"
"내 머리속의 지우개","beat****","2020.06.11. 03:12","10","이 영화를 대체 왜 이제 본거지ㅠ 눈물콧물 질질짜면서 본 영화는 첨이다,,, 썸남이랑 보면 완전 못 볼 꼴 다 볼 듯ㅋㅋ큐큐ㅠㅠ 리즈시절의 손예진은 진짜 이길 사람이 없구나 진짜 어쩜 사람이 깨끗하게 저리 예쁠까","6","1"
"내 머리속의 지우개","kyd9****","2020.05.26. 12:31","10","오늘 OCN서 하길래또봤다..명작이다 ㅠㅠ 또 오열했다..개샹..어릴때보나 늙어서보나  명작은명작이다..","6","1"
"내 머리속의 지우개","hway****","2020.05.09. 23:59","10","인생영화.. 너무 사랑스러운 손예진의 연기, 가슴 아픈 사랑이야기를 정말 잘 표현해냈고 처음부터 끝까지 완벽한 영화! 몇번이고 다시봐도 최고다.손예진 진짜 예쁨..","6","1"
"내 머리속의 지우개","opti****","2020.03.11. 22:29","10","또 보고 또 울었다 ㅠㅠㅠ 너무 울어서 머리 아픈 영화","6","1"
"내 머리속의 지우개","pjw8****","2020.03.06. 00:59","10","기억 돌아온 그 찰나의 시간동안 급하게 편지를 써내려가는 장면은 정말 애절하네요.","6","1"
"내 머리속의 지우개","smar****","2019.02.14. 22:54","10","너무 슬퍼서 눈물이 멈추질않네용..좋은영화입니다","6","1"
"내 머리속의 지우개","rose****","2018.10.07. 20:26","10","재개봉 해야 하는 영화 입니다","6","1"
"내 머리속의 지우개","mi2y****","2018.09.15. 22:08","10","정말 오랜만에 봤는데 펑펑 울었네요.. 손예진 너무 이쁘고.. 연기 짱입니다. 정말 마음아픈 영화예요","6","1"
"내 머리속의 지우개","wty5****","2018.07.16. 13:23","10","영화를 보며 웃는것도 우는것도 배우의 전달력이지 않을까? 내용또한 너무나도 좋지만... 손예진이라는 배우여서 더 전달이 잘된것 같다.","6","1"
"내 머리속의 지우개","lsh5****","2015.12.14. 22:46","10","꽤 인상적이던 멜로. 남자가 보기에도 슬픈.","6","1"
"내 머리속의 지우개","ht43****","2020.10.30. 23:58","10","명작이네. 손예진 역대급 미인","7","2"
"내 머리속의 지우개","knk8****","2020.10.30. 23:26","10","와 손예진 미쳤구나 미쳤어..미친 감탄밖에 안나오는 미모다 클로즈업 나올때마다 육성터짐ㄷㄷ","7","2"
"내 머리속의 지우개","juda****","2020.02.28. 04:04","10","마지막 한마디에 담긴 울림의 힘이 부디 당신에게 닿기를","4","0"
"내 머리속의 지우개","oasp****","2019.10.01. 11:58","10","말이 필요없는 최고의 영화","4","0"
"내 머리속의 지우개","voic****","2019.04.30. 11:36","10","언제봐도 지금봐도 나중에봐도 전혀 촌스럽지않고 볼때마다 눈물이 나는 영화","4","0"
"내 머리속의 지우개","re04****","2019.04.05. 20:06","10","이 시대 멜로의 끝. 오늘도 봅니다.","4","0"
"내 머리속의 지우개","jung****","2019.03.18. 01:08","10","또봐도 눈물이 줄줄 ㅠㅠ","4","0"
"내 머리속의 지우개","sang****","2019.03.18. 00:42","10","손예진 너무 아름다워서 10점 준다. 한창 연애할때 본거라 더 애틋하네","4","0"
"내 머리속의 지우개","dopa****","2019.03.18. 00:21","10","둘다 연기를 너무 잘해서 더 슬펐던...언제봐도 눈물나는 명작","4","0"
"내 머리속의 지우개","kimc****","2018.02.26. 03:47","10","안울려고 했는데 울을 수 밖에 없는 영화","4","0"
"내 머리속의 지우개","mira****","2018.01.08. 02:22","10","이 영화는 재개봉이 없을까요?","4","0"
"내 머리속의 지우개","ctae****","2017.11.27. 14:45","10","완전 꺼이꺼이 울었다ㅠㅠ 주는 사랑이 얼마나 고귀한지 알게 됐다","4","0"
"내 머리속의 지우개","leh8****","2017.11.18. 07:12","10","와..새벽에 보다가...와...눈물폭발했네","4","0"
"내 머리속의 지우개","jums****","2017.10.25. 20:09","10","대박....감동...","4","0"
"내 머리속의 지우개","goha****","2017.08.22. 21:01","10","진짜 너무 슬픈영화ㅠㅠ","4","0"
"내 머리속의 지우개","rlag****","2017.04.03. 13:08","10","이때로 돌아가고싶다 2004년이였나?? 고등학생2학년 때였는데 ㅋㅋ  첫 연애 여자친구랑 용산 cgv 영화관과서본기억이 ㅋㅋ 지금은 벌써 30살이 저때 저노래 mp3에담아서 듣고다녔는데 1년에 여러번 이영화 날그만잊어요 그때시절생각이 마구마구 그때로","4","0"
"내 머리속의 지우개","shin****","2017.02.04. 22:58","10","멜로 중 우리나라 탑 오브 탑이라 생각함","4","0"
"내 머리속의 지우개","yong****","2016.11.06. 21:53","9","시간이 한 참 지난뒤에 봐도 촌스럽지 않은 영화. 그래서 명작. 섬세한 연출과 배우들의 눈빛 연기가 인상 깊다. 사랑하는 사랑하고 손 꼭 잡고 보고싶다.ㅠㅠㅠㅠ","4","0"
"내 머리속의 지우개","leej****","2016.08.25. 17:02","10","중학교 때 보고 오늘 다시 한 번 보게 되었는데 이제야 이 영화의 애절함을 느꼈다. 너무 좋은 사랑 이야기다.","4","0"
"내 머리속의 지우개","asdd****","2016.07.21. 17:21","10","진짜 슬픔 ㅜㅜ 눈물 펑펑 흘릴수 있음","4","0"
"내 머리속의 지우개","xlup****","2016.07.17. 07:45","10","12년전 영화... 또보고 또봐도 처음 느낌 그대로 슬프다","4","0"
"내 머리속의 지우개","gund****","2016.05.06. 16:54","10","멜로영화 보면서 운 것도 처음이고 영화보면서 제일 많이 울었음","4","0"
"내 머리속의 지우개","jang****","2015.12.10. 03:19","10","명작은 명작답게 가슴 먹먹하게해주네요. 그동안 멜로영화중에 최곱니다 마지막 ost 거미목소리도 굳 ㅠㅠ","4","0"
"내 머리속의 지우개","roll****","2014.09.15. 01:02","10","제목은 들어 봤는데...방금 EBS에서 봤는데,정말 감동적이고 슬픈 영화네요!KBS는 니들 쓰는 10%만이라도 EBS에 줘라!","4","0"
"내 머리속의 지우개","wind****","2014.02.09. 23:34","9","시간이 지나고 다시 봐도 몰입도 좋고 여운도 길게 남는 수작..","4","0"
"내 머리속의 지우개","bara****","2014.01.11. 02:11","10","상투적일수 도 있지만, 나에겐 최고의 영화다","4","0"
"내 머리속의 지우개","dlgi****","2014.01.07. 23:40","10","티비에서 한 장면만 보고 운 기억이나 다운받아서 처음부터 끝까지 봤는데 정말 눈물이 끊이질 않았어요 10년전 영화인데도 지금 재개봉한다면 대박날 거에요 마지막으로 편지를 썻을땐 진짜 미치는줄ㅠㅠ끝에 편의점에서도 너무 슬펐어요 짱입니다","4","0"
"내 머리속의 지우개","rhfl****","2013.01.20. 12:11","10","진짜 개감동ㅎ","4","0"
"내 머리속의 지우개","jkey****","2012.12.01. 22:18","10","주연만으로도 빛나는. 대사 하나하나가 주옥같은, 몇번을 봐도 질리지않는 영화","4","0"
"내 머리속의 지우개","sumi****","2012.11.29. 01:25","10","이영화보고 오랜만에 찐하게울어봤네요...^^너무좋습니다","4","0"
"내 머리속의 지우개","yooh****","2020.03.11. 02:28","10","몇번을 봐도 우는 영화 엄청 울었네","5","1"
"내 머리속의 지우개","oaom****","2019.12.10. 03:58","10","그냥 말이필요없음 이때까지 본 한국멜로중에 제일 울었던거같다","5","1"
"내 머리속의 지우개","kyuj****","2019.03.18. 02:07","10","저는 당시에 영화관에서 이 영화를 봤어요.. 그때는 학생때라 이런 감정을 이해 못했는데.. 10대, 20대, 30대 볼때마다 느낌이 다 달라요.. 좋은 영화 만들어주셔서 감사해요","5","1"
"내 머리속의 지우개","moun****","2019.03.18. 01:14","10","방금 ebs에서 해주길래 봤는데 손예진 너무 예쁘네요 찡하고~ 클래식도 슬펐지만 이 영화도 마찬가지네요","5","1"
"내 머리속의 지우개","akre****","2018.12.19. 21:48","10","너무 울고싶습니다 추천드릴게요","5","1"
"내 머리속의 지우개","coco****","2018.10.14. 19:06","10","막판에 밥 먹으면서 봤는데 밥먹으면서 울었다","5","1"
"내 머리속의 지우개","idma****","2018.08.12. 03:52","10","개봉후 14년이 지난 지금에서야 이 명작을 보게되었는데적당히 슬퍼야지.. 비염이 치료됬습니다..","5","1"
"내 머리속의 지우개","owep****","2018.07.13. 20:55","10","울고싶을 때 보면 직빵. 배우들 연기도, 스토리도 다 넘 좋아요.","5","1"
"내 머리속의 지우개","real****","2018.03.31. 21:45","10","이거 왜 평점 낮아요? 진짜 이거 보면서 펑펑 울었어요. 생리통이 너무 심해서 아픈것좀 잊으려고 이거 다운받아서 봤는데 진짜 너무 슬퍼서 우느라 보는 동안 아픈거 싹 가셨어요. 아 물론 다 보고 나서는 다시 아팠지만","5","1"
"내 머리속의 지우개","dj_s****","2017.12.23. 15:37","10","정우성형님 이때의 발성과 풋풋함이 너무좋다  비트때랑 약간비슷한 캐릭터 멋짐  손예진은 정말 저 어린 나이에도 어쩜 저렇게 연기를 잘하는지  대단한여배우임  하나 에러가잇다면 마지막에 철수 썬글라스 쓰는데 왜케 전인권느낌이냐 망할레이번","5","1"
"내 머리속의 지우개","rang****","2017.08.02. 04:50","10","평점이 왜이렇게 낮지 희안한 영화네 당연히 9점 넘어야되는데 또 옛날에 어떤놈들이 평점 낮춰놨냐?","5","1"
"내 머리속의 지우개","kore****","2017.05.24. 05:43","10","13년 전 영화지만..진짜 봐도봐도 잘 만든 영화...재개봉해도 500만은 찍을꺼 같은대...","5","1"
"내 머리속의 지우개","auct****","2017.04.18. 19:41","10","2004년 작품인데~2017년 VOD를 통해보네요~정말 슬프고, 가슴 아프고 눈물만 하염없이 흐르네요~정우성, 손예진씨의 섬세한 연기에 박수를 보냅니다.","5","1"
"내 머리속의 지우개","scat****","2017.04.02. 16:33","9","13년만에 다시 봤다 다른건 몰라도 마지막 편의점 엔딩씬은 진짜한국멜로중에 가장 기억에남는 씬 같다ㅈㄴ울엇네 여기서","5","1"
"내 머리속의 지우개","daen****","2015.03.15. 00:17","10","신랑과 싸우고 울고싶어서 이 영화 다시보시로 봤는데... 역시 5번째 봐도 펑펑 울 수 있는영화였어요 ㅠ 덕분에 펑펑울고싶을때마다 보는데 효과짱이이요 ㅠ 넘 슬퍼.... 볼때마다 ㅠ","5","1"
"내 머리속의 지우개","moon****","2020.03.13. 19:40","10","진짜 꼭 보세요 눈물 주르륵입니다","6","2"
"내 머리속의 지우개","ghrj****","2020.03.06. 15:33","10","옛날 영화가 뭐 있나 하고 봤다가 내 눈에 뭐 있네.. 뭐가 흘러 자꾸.. 오랜만에 즙 짯다 진짜로 꼭 보세요","6","2"
"내 머리속의 지우개","arme****","2019.07.14. 08:26","10","지금봐도 전혀 어색하지않고 너무 아름다운 영화또 이런영화가 나올까싶음","6","2"
"내 머리속의 지우개","unai****","2019.07.07. 05:07","10","최고라고 주변에서 극찬했는데 여태껏 안봤던 내자신 정말;;어휴ㅜㅜ뒤늦게나마 보고 감상평쓰게되어 다행이다명작이다 정말 정우성 손예진 최고다","6","2"
"내 머리속의 지우개","duwl****","2019.02.09. 19:30","10","역대 본 영화중에 제일 많이 울었다","6","2"
"내 머리속의 지우개","kenb****","2019.01.01. 19:20","10","영화보다가 이렇게 많이 운적 처음임...거의 1시간동안 운듯","6","2"
"내 머리속의 지우개","rusi****","2017.10.03. 02:28","10","오늘 다시봐도 너무 대박인 영화네요.","6","2"
"내 머리속의 지우개","halo****","2017.08.12. 16:49","10","오랜만에 몰입도 높은 영화를 만난거 같네요! 추천합니다","6","2"
"내 머리속의 지우개","wkdw****","2016.10.07. 00:23","10","개봉년도 04년도는 내가 초등학교시절이라 보진못했고, 08년도에 처음보기시작해 1년에 한두번보곤한다.지금나이 28에 이만큼 질질 짠영화가없다.... 오늘도 보고 마지막편의점 씬에서 울고 잔다.","6","2"
"내 머리속의 지우개","swee****","2014.09.29. 01:42","10","진짜 명작오브명작...너무 슬프고 따뜻한영화였다. 슬픈장면엔 머리가아플정도로울었고,마지막엔 감동으로 울었다. 그리고철수와 수진이가 서로 사랑하는 모습이 너무아름다웠고 동화같아서 더 감동이였다..  내가 본 멜로영화중 단연 1위이다.","6","2"
"내 머리속의 지우개","jjo1****","2014.01.23. 13:29","10","하 ㅠㅠ 너무 슬프다 ㅠㅠ","6","2"
"내 머리속의 지우개","wjet****","2013.11.16. 17:51","10","감동! 두 배우 비주얼도 폭발","6","2"
"내 머리속의 지우개","dudc****","2019.03.09. 21:03","10","뭉클하고 벅차오른다. 나는 과연 저런 사랑을 할 수 있을까","7","3"
"내 머리속의 지우개","rara****","2018.08.18. 12:53","10","미안합니다 이거 마시면 나랑사귀는거다 하고여자 꼬셔서 그여자와 결혼까지하게 되었습니다 이영화때문에 평생후회하게 됐습니다","11","7"
"내 머리속의 지우개","mime****","2021.05.09. 01:06","10","펑펑 울었다 패밀리마트 옛 편의점 감성이 좋다","3","0"
"내 머리속의 지우개","imhy****","2020.09.05. 23:14","8","미친년처럼 울기 좋음 이게 사랑이지 !","3","0"
"내 머리속의 지우개","jwge****","2020.05.06. 01:02","10","진짜 너무 좋다..옛날에 봤지만 아직까지도 강렬한 그 느낌이 남아있음","3","0"
"내 머리속의 지우개","6721****","2020.05.04. 02:27","10","옛날부터 알고있었던 영화였죠. 예능에서도 많이 언급되는 명장면들. 언젠가 영화를 봐야지했는데.. 잠이안와서 넷플릭스에 있길래 봤는데, 진짜 추천이에요. 재개봉을 언젠가 하는날이 오겠죠.? 그땐 극장가서 볼려구요. 애인과 같이 보면 좋을것같네요~ 옛날 느낌이 너무 좋네요. 지금은 많이 사라진 자판기 동전, 전화기...","3","0"
"내 머리속의 지우개","nhj6****","2020.05.04. 01:09","10","울고싶을때 나도 모르게 다시보게되는..그냥 참 좋은영화다","3","0"
"내 머리속의 지우개","xkdx****","2020.04.25. 04:40","10","15년 전에 이런 수작이 있었다니...감정이입이 되어 울컥 했다ㅠㅠ","3","0"
"내 머리속의 지우개","ytre****","2020.04.23. 18:03","10","손예진과 정우성의 아름다운 시절을 담은 멜로 명작.","3","0"
"내 머리속의 지우개","yasu****","2020.04.22. 23:46","10","가장좋아하는 영화 1순위가 내 머리 속의 지우개 입니다.안 울수가 없는 영화","3","0"
"내 머리속의 지우개","sja0****","2020.04.10. 14:04","9","가장 클래식한 멜로영화에 참신한 상상력을 불어넣는다","3","0"
"내 머리속의 지우개","jjij****","2020.04.07. 22:49","10","04년도 이병정기휴가때 OO친구랑 보고 16년지나 와이프가 아직 못봤데서 같이봤다.와이프 눈물바다. 난 세번째 보는데도 눈물찔끔.","3","0"
"내 머리속의 지우개","fofo****","2020.03.06. 00:14","10","진짜 눈물없이 못보는영화ㅠㅠ 손예진정우성짱ㅠㅠ","3","0"
"내 머리속의 지우개","v2jc****","2020.02.22. 20:06","10","눈물이 앞을 가린다는 말이 이런것이었군요..","3","0"
"내 머리속의 지우개","eunh****","2020.02.21. 13:51","10","진짜 너무너무 좋은 영화였음 보면서 계속 울었음 이게 진짜 영화지!","3","0"
"내 머리속의 지우개","kaor****","2020.02.20. 10:20","10","내 인생 영화... 편안한 주말 오후에 어울리는 영화임. 편안하면서도 재미있고 감동적.... 손예진 리즈시절은 덤","3","0"
"내 머리속의 지우개","hyer****","2020.02.09. 12:57","10","너무 사랑스러운 손예진! 눈이 퉁퉁 붓도록 울었습니다. 멜로여신입니다.","3","0"
"내 머리속의 지우개","etan****","2019.10.31. 00:28","10","제 인생영화입니다 지금껏 몇번이나 봐도 스토리 연출 촌스러움 없고 정우성 손예진 연기 또한 찰떡이에요 매번 볼때마다 마음찡 큰여운을 주는 영화입니다 매년 챙겨보고 앞으로도 볼거에요","3","0"
